trace_rowid,query>duration,retrieve>duration,embedding>duration,reranking>duration,llm>duration,llm_request>duration,llm_scheduler>duration,llm_generate>duration,trace@query@llm_token_count_completion,trace@query@llm_token_count_prompt,trace@query@llm_token_count_total,trace@retrieve@retrieve_num,trace@embedding@embedding_model_name,trace@embedding@embedding_vector,trace@reranking@rerank_model_name,trace@reranking@top_k,trace@llm_request@llm_model_name,trace@llm_request@parameters_best_of,trace@llm_request@parameters_max_tokens,trace@llm_request@parameters_n,trace@llm_request@parameters_temperature,trace@llm_request@parameters_top_p,log@rag@urllib3.connectionpool - [connectionpool.py:291] - DEBUG,log@rag@openai._base_client - [_base_client.py:1585] - DEBUG,log@rag@httpcore.connection - [_trace.py:85] - DEBUG,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG,log@rag@openai._base_client - [_base_client.py:446] - DEBUG,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:112] - INFO,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG,log@rag@httpcore.http11 - [_trace.py:85] - DEBUG,log@rag@urllib3.connectionpool - [connectionpool.py:546] - DEBUG,log@rag@httpx - [_client.py:1786] - INFO,log@vllm@vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG,log@vllm@vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO,log@vllm@vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO,log@vllm@vllm.engine.metrics - [metrics.py:295] - INFO,log@vllm@vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG,metric@qdrant@cpu_usage_percent,metric@qdrant@mem_rss,metric@qdrant@mem_vms,metric@qdrant@mem_memory_percent,metric@qdrant@disk_read_bytes,metric@qdrant@disk_write_bytes,metric@qdrant@disk_read_count,metric@qdrant@disk_write_count,metric@rag@cpu_usage_percent,metric@rag@mem_rss,metric@rag@mem_vms,metric@rag@mem_memory_percent,metric@rag@disk_read_bytes,metric@rag@disk_write_bytes,metric@rag@disk_read_count,metric@rag@disk_write_count,metric@rag@gpu_3_gpu_utilization_percent,metric@rag@gpu_3_gpu_memory_used_MB,metric@rag@gpu_3_gpu_memory_total_MB,metric@rag@gpu_3_gpu_memory_process_used_MB,metric@rag@gpu_3_gpu_temperature_C,metric@rag@gpu_3_gpu_power_W,metric@rag@gpu_3_gpu_fan_speed_percent,metric@rag@gpu_3_gpu_sm_activity_percent,metric@rag@gpu_4_gpu_utilization_percent,metric@rag@gpu_4_gpu_memory_used_MB,metric@rag@gpu_4_gpu_memory_total_MB,metric@rag@gpu_4_gpu_memory_process_used_MB,metric@rag@gpu_4_gpu_temperature_C,metric@rag@gpu_4_gpu_power_W,metric@rag@gpu_4_gpu_fan_speed_percent,metric@rag@gpu_4_gpu_sm_activity_percent,metric@rag@gpu_3_gpu_graph_clock,metric@rag@gpu_4_gpu_graph_clock,metric@vllm@cpu_usage_percent,metric@vllm@mem_rss,metric@vllm@mem_vms,metric@vllm@mem_memory_percent,metric@vllm@disk_read_bytes,metric@vllm@disk_write_bytes,metric@vllm@disk_read_count,metric@vllm@disk_write_count,metric@vllm@gpu_5_gpu_utilization_percent,metric@vllm@gpu_5_gpu_memory_used_MB,metric@vllm@gpu_5_gpu_memory_total_MB,metric@vllm@gpu_5_gpu_memory_process_used_MB,metric@vllm@gpu_5_gpu_temperature_C,metric@vllm@gpu_5_gpu_power_W,metric@vllm@gpu_5_gpu_fan_speed_percent,metric@vllm@gpu_5_gpu_sm_activity_percent,metric@vllm@gpu_5_gpu_graph_clock,quality@record@quality_kb,quality@record@quality_prompt,quality@answer_correctness,trace@query@input_value_sum,trace@query@output_value_sum,trace@retrieve@documents_contents_sum,trace@retrieve@documents_scores_top3mean,trace@reranking@output_documents_contents_sum,trace@reranking@output_documents_scores_top3mean
502,2.4448459148406982,1.05094313621521,0.0289380550384521,0.3787760734558105,0.979503870010376,0.8871190547943115,0.0204029083251953,0.341707706451416,5.0,2327.0,2332.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,0,1,4,1,1,1,0,1,1,20,4,2,1,1,1,1,1,0.0,29277859840.0,134785609728.0,27.9,2179579133952.0,3712601097216.0,41698610.0,151689459.0,13.2,1808302080.0,47465279488.0,1.341613606711569,0.0,6598656.0,20655.0,6342.0,0.0,2299.1875,46068.0,1626.0,37.0,63.651,,0.0,0.0,3617.1875,46068.0,2944.0,37.0,62.547,,0.0,810.0,1005.0,54.7,5957836800.0,68478062592.0,4.420232109364665,327680.0,401780736.0,13749.0,1549462.0,0.0,41181.1875,46068.0,40500.0,40.0,74.967,,0.0,1005.0,0,0,1.0,6,2,4800,0.6395011066666666,1005,0.6827405790487925
503,2.4383108615875244,1.055617094039917,0.0328609943389892,0.3753750324249267,0.9724290370941162,0.8806629180908203,0.0205111503601074,0.3364272117614746,5.0,2327.0,2332.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,0,1,4,1,1,1,0,1,1,20,4,2,1,1,1,0,1,0.0,29289177088.0,134785609728.0,27.9,2179579133952.0,3712612238336.0,41698610.0,151689698.0,22.6,1809350656.0,47465279488.0,1.3423915651316969,0.0,6787072.0,20674.0,6520.0,0.0,2299.1875,46068.0,1626.0,37.0,65.427,,0.0,0.0,3617.1875,46068.0,2944.0,38.0,62.623,,0.0,810.0,1005.0,40.6,5957836800.0,68478062592.0,4.420232109364665,327680.0,405622784.0,13765.0,1564361.0,0.0,41181.1875,46068.0,40500.0,41.0,69.021,,0.0,1005.0,0,0,1.0,6,2,4800,0.6395011066666666,1005,0.6827405790487925
505,3.610805034637451,1.076807975769043,0.049224853515625,0.3810760974884033,2.123975992202759,2.0340731143951416,0.020094871520996,1.4894375801086426,21.0,2327.0,2348.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,0,1,4,1,1,1,0,1,1,20,4,2,1,1,1,0,1,0.0,29254479872.0,134785609728.0,27.9,2179579133952.0,3712619832320.0,41698610.0,151689961.0,25.8,1809874944.0,47465279488.0,1.342780544341761,0.0,7036928.0,20694.0,6705.0,0.0,2299.1875,46068.0,1626.0,37.0,62.497,,0.0,50.0,3617.1875,46068.0,2944.0,41.0,76.952,,50.0,810.0,1005.0,39.6,5957836800.0,68478062592.0,4.420232109364665,327680.0,409419776.0,13781.0,1579056.0,0.0,41181.1875,46068.0,40500.0,41.0,69.07,,0.0,1005.0,0,0,0.2659075191683887,6,14,4800,0.6395011066666666,1005,0.6827405790487925
506,2.37290096282959,1.0726070404052734,0.0474860668182373,0.381472110748291,0.8810529708862305,0.8429059982299805,0.0090770721435546,0.3258452415466308,5.0,2327.0,2332.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,0,1,4,1,1,1,0,1,1,20,4,2,1,1,1,1,1,0.0,29254479872.0,134785609728.0,27.9,2179579133952.0,3712619832320.0,41698610.0,151689961.0,25.8,1809874944.0,47465279488.0,1.342780544341761,0.0,7036928.0,20694.0,6705.0,0.0,2299.1875,46068.0,1626.0,37.0,62.497,,0.0,50.0,3617.1875,46068.0,2944.0,41.0,76.952,,50.0,810.0,1005.0,39.6,5957836800.0,68478062592.0,4.420232109364665,327680.0,409419776.0,13781.0,1579056.0,0.0,41181.1875,46068.0,40500.0,41.0,69.07,,0.0,1005.0,0,0,1.0,6,2,4800,0.6395011066666666,1005,0.6827405790487925
507,2.3468241691589355,1.072498083114624,0.0473439693450927,0.3791069984436035,0.8647580146789551,0.7754530906677246,0.0209650993347167,0.2323627471923828,5.0,2327.0,2332.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,0,1,4,1,1,1,0,1,1,20,4,2,1,1,1,0,1,0.0,29238644736.0,134785609728.0,27.9,2179579133952.0,3712622076928.0,41698610.0,151690162.0,15.0,1809874944.0,47465279488.0,1.342780544341761,0.0,7176192.0,20714.0,6876.0,0.0,2299.1875,46068.0,1626.0,37.0,62.374,,0.0,0.0,3617.1875,46068.0,2944.0,38.0,76.436,,0.0,810.0,1005.0,61.7,5957836800.0,68478062592.0,4.420232109364665,327680.0,416866304.0,13813.0,1608153.0,0.0,41181.1875,46068.0,40500.0,42.0,107.408,,0.0,1005.0,0,0,1.0,6,2,4800,0.6395011066666666,1005,0.6827405790487925
508,2.456977844238281,1.0492188930511477,0.0299649238586425,0.3786611557006836,0.9986739158630372,0.9001572132110596,0.0208687782287597,0.3448004722595215,5.0,2327.0,2332.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,0,1,4,1,1,1,0,1,1,20,4,2,1,1,1,1,1,0.0,29238644736.0,134785609728.0,27.9,2179579133952.0,3712622076928.0,41698610.0,151690162.0,15.0,1809874944.0,47465279488.0,1.342780544341761,0.0,7176192.0,20714.0,6876.0,0.0,2299.1875,46068.0,1626.0,37.0,62.374,,0.0,0.0,3617.1875,46068.0,2944.0,38.0,76.436,,0.0,810.0,1005.0,61.7,5957836800.0,68478062592.0,4.420232109364665,327680.0,416866304.0,13813.0,1608153.0,0.0,41181.1875,46068.0,40500.0,42.0,107.408,,0.0,1005.0,0,0,1.0,6,2,4800,0.6395011066666666,1005,0.6827405790487925
509,2.3763201236724854,1.059719800949097,0.0365700721740722,0.3735721111297607,0.9202098846435548,0.8298170566558838,0.020294189453125,0.2864096164703369,5.0,2327.0,2332.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,0,1,4,1,1,1,0,1,1,20,4,2,1,1,1,0,1,0.0,29241122816.0,134785609728.0,27.9,2179579133952.0,3712623367168.0,41698610.0,151690329.0,23.0,1809874944.0,47465279488.0,1.342780544341761,0.0,7364608.0,20734.0,7054.0,0.0,2299.1875,46068.0,1626.0,37.0,64.051,,0.0,0.0,3617.1875,46068.0,2944.0,38.0,79.558,,0.0,810.0,1005.0,38.4,5957836800.0,68478062592.0,4.420232109364665,327680.0,420651008.0,13829.0,1622840.0,0.0,41181.1875,46068.0,40500.0,41.0,73.024,,0.0,1005.0,0,0,1.0,6,2,4800,0.6395011066666666,1005,0.6827405790487925
510,2.475074052810669,1.0764949321746826,0.0472660064697265,0.3788900375366211,0.9864890575408936,0.893359899520874,0.0202777385711669,0.3483233451843261,5.0,2327.0,2332.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,0,1,4,1,1,1,0,1,1,20,4,2,1,1,1,1,1,0.0,29241122816.0,134785609728.0,27.9,2179579133952.0,3712623367168.0,41698610.0,151690329.0,23.0,1809874944.0,47465279488.0,1.342780544341761,0.0,7364608.0,20734.0,7054.0,0.0,2299.1875,46068.0,1626.0,37.0,64.051,,0.0,0.0,3617.1875,46068.0,2944.0,38.0,79.558,,0.0,810.0,1005.0,38.4,5957836800.0,68478062592.0,4.420232109364665,327680.0,420651008.0,13829.0,1622840.0,0.0,41181.1875,46068.0,40500.0,41.0,73.024,,0.0,1005.0,0,0,1.0,6,2,4800,0.6395011066666666,1005,0.6827405790487925
511,2.460240840911865,1.0722010135650637,0.0460700988769531,0.3746240139007568,0.9783570766448976,0.8875489234924316,0.0206358432769775,0.3406274318695068,5.0,2327.0,2332.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,0,1,4,1,1,1,0,1,1,20,4,2,1,1,1,0,1,0.0,29230641152.0,134785609728.0,27.9,2179579138048.0,3712629605376.0,41698611.0,151690549.0,23.4,1809874944.0,47465279488.0,1.342780544341761,0.0,7557120.0,20752.0,7232.0,0.0,2299.1875,46068.0,1626.0,37.0,62.831,,0.0,0.0,3617.1875,46068.0,2944.0,38.0,62.816,,0.0,810.0,1005.0,39.2,5957836800.0,68478062592.0,4.420232109364665,327680.0,424497152.0,13845.0,1637739.0,0.0,41181.1875,46068.0,40500.0,42.0,66.491,,0.0,1005.0,0,0,1.0,6,2,4800,0.6395011066666666,1005,0.6827405790487925
512,3.724955081939697,1.0727739334106443,0.0474679470062255,0.3847639560699463,2.2318060398101807,2.1394238471984863,0.0200057029724121,1.5917954444885254,21.0,2327.0,2348.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,0,1,4,1,1,1,0,1,1,20,4,2,1,1,1,1,1,0.0,29249220608.0,134785609728.0,27.9,2179579138048.0,3712641401856.0,41698611.0,151690749.0,23.4,1809874944.0,47465279488.0,1.342780544341761,0.0,7557120.0,20752.0,7232.0,0.0,2299.1875,46068.0,1626.0,37.0,62.831,,0.0,0.0,3617.1875,46068.0,2944.0,38.0,62.816,,0.0,810.0,1005.0,39.2,5957836800.0,68478062592.0,4.420232109364665,327680.0,424497152.0,13845.0,1637739.0,0.0,41181.1875,46068.0,40500.0,42.0,66.491,,0.0,1005.0,0,0,0.2659075191683887,6,14,4800,0.6395011066666666,1005,0.6827405790487925
