trace_rowid,query>duration,retrieve>duration,embedding>duration,reranking>duration,llm>duration,llm_request>duration,llm_scheduler>duration,llm_generate>duration,trace@query@llm_token_count_completion,trace@query@llm_token_count_prompt,trace@query@llm_token_count_total,trace@retrieve@retrieve_num,trace@embedding@embedding_model_name,trace@embedding@embedding_vector,trace@reranking@rerank_model_name,trace@reranking@top_k,trace@llm_request@llm_model_name,trace@llm_request@parameters_best_of,trace@llm_request@parameters_max_tokens,trace@llm_request@parameters_n,trace@llm_request@parameters_temperature,trace@llm_request@parameters_top_p,log@rag@urllib3.connectionpool - [connectionpool.py:291] - DEBUG,log@rag@openai._base_client - [_base_client.py:1585] - DEBUG,log@rag@httpcore.connection - [_trace.py:85] - DEBUG,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:158] - INFO,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG,log@rag@openai._base_client - [_base_client.py:446] - DEBUG,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:112] - INFO,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG,log@rag@httpcore.http11 - [_trace.py:85] - DEBUG,log@rag@urllib3.connectionpool - [connectionpool.py:546] - DEBUG,log@rag@httpx - [_client.py:1786] - INFO,log@vllm@vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG,log@vllm@vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO,log@vllm@vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO,log@vllm@vllm.engine.metrics - [metrics.py:295] - INFO,log@vllm@vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG,metric@qdrant@cpu_usage_percent,metric@qdrant@mem_rss,metric@qdrant@mem_vms,metric@qdrant@mem_memory_percent,metric@qdrant@disk_read_bytes,metric@qdrant@disk_write_bytes,metric@qdrant@disk_read_count,metric@qdrant@disk_write_count,metric@rag@cpu_usage_percent,metric@rag@mem_rss,metric@rag@mem_vms,metric@rag@mem_memory_percent,metric@rag@disk_read_bytes,metric@rag@disk_write_bytes,metric@rag@disk_read_count,metric@rag@disk_write_count,metric@rag@gpu_3_gpu_utilization_percent,metric@rag@gpu_3_gpu_memory_used_MB,metric@rag@gpu_3_gpu_memory_total_MB,metric@rag@gpu_3_gpu_memory_process_used_MB,metric@rag@gpu_3_gpu_temperature_C,metric@rag@gpu_3_gpu_power_W,metric@rag@gpu_3_gpu_fan_speed_percent,metric@rag@gpu_3_gpu_sm_activity_percent,metric@rag@gpu_4_gpu_utilization_percent,metric@rag@gpu_4_gpu_memory_used_MB,metric@rag@gpu_4_gpu_memory_total_MB,metric@rag@gpu_4_gpu_memory_process_used_MB,metric@rag@gpu_4_gpu_temperature_C,metric@rag@gpu_4_gpu_power_W,metric@rag@gpu_4_gpu_fan_speed_percent,metric@rag@gpu_4_gpu_sm_activity_percent,metric@rag@gpu_3_gpu_graph_clock,metric@rag@gpu_4_gpu_graph_clock,metric@vllm@cpu_usage_percent,metric@vllm@mem_rss,metric@vllm@mem_vms,metric@vllm@mem_memory_percent,metric@vllm@disk_read_bytes,metric@vllm@disk_write_bytes,metric@vllm@disk_read_count,metric@vllm@disk_write_count,metric@vllm@gpu_5_gpu_utilization_percent,metric@vllm@gpu_5_gpu_memory_used_MB,metric@vllm@gpu_5_gpu_memory_total_MB,metric@vllm@gpu_5_gpu_memory_process_used_MB,metric@vllm@gpu_5_gpu_temperature_C,metric@vllm@gpu_5_gpu_power_W,metric@vllm@gpu_5_gpu_fan_speed_percent,metric@vllm@gpu_5_gpu_sm_activity_percent,metric@vllm@gpu_5_gpu_graph_clock,quality@record@quality_kb,quality@record@quality_prompt,quality@answer_correctness,trace@query@input_value_sum,trace@query@output_value_sum,trace@retrieve@documents_contents_sum,trace@retrieve@documents_scores_top3mean,trace@reranking@output_documents_contents_sum,trace@reranking@output_documents_scores_top3mean
1018,8.484812021255493,1.0798768997192385,0.0515849590301513,0.380889892578125,0.9832491874694824,0.8900690078735352,0.020127534866333,0.3439562320709228,5.0,2327.0,2332.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,0,1,8,1,3,1,1,0,1,1,20,4,2,1,1,1,1,1,0.0,29946175488.0,134785609728.0,28.4,2179693789184.0,3715788870656.0,41702076.0,151899406.0,12.0,1808826368.0,47465398272.0,1.342002585921633,0.0,585728.0,20047.0,707.0,0.0,2299.1875,46068.0,1626.0,37.0,62.462,,0.0,0.0,3617.1875,46068.0,2944.0,37.0,62.556,,0.0,1005.0,1005.0,21.0,5870284800.0,68480028672.0,4.355275620184046,327680.0,1711923200.0,18458.0,6686524.0,0.0,41181.1875,46068.0,40500.0,40.0,64.798,,0.0,1005.0,0,0,1.0,6,2,4800,0.6395011066666666,1005,0.6827405790487925
1019,8.484724998474121,1.075502872467041,0.0482549667358398,0.3824789524078369,0.9828441143035888,0.8896028995513916,0.0204343795776367,0.343874454498291,5.0,2327.0,2332.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,0,1,8,1,3,1,1,0,1,1,20,4,2,1,1,1,1,1,0.0,29946923008.0,134785609728.0,28.4,2179693789184.0,3715791991808.0,41702076.0,151899580.0,5.300000000000001,1808826368.0,47465398272.0,1.342002585921633,0.0,669696.0,20056.5,789.5,0.0,2299.1875,46068.0,1626.0,37.5,63.097,,0.0,0.0,3617.1875,46068.0,2944.0,37.0,62.512,,0.0,1005.0,1005.0,11.2,5870284800.0,68480028672.0,4.355275620184046,327680.0,1713029120.0,18461.5,6690853.0,0.0,41181.1875,46068.0,40500.0,39.5,64.769,,0.0,1005.0,0,0,1.0,6,2,4800,0.6395011066666666,1005,0.6827405790487925
1020,8.493381023406982,1.0782630443572998,0.0501980781555175,0.3835020065307617,0.987346887588501,0.8935749530792236,0.0206234455108642,0.3481905460357666,5.0,2327.0,2332.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,0,1,8,1,3,1,1,0,1,1,20,4,2,1,1,1,1,1,0.0,29935482880.0,134785609728.0,28.4,2179693789184.0,3715797052416.0,41702076.0,151899874.0,6.1,1808826368.0,47465398272.0,1.342002585921633,0.0,794624.0,20071.0,921.0,0.0,2299.1875,46068.0,1626.0,38.0,62.4225,,0.0,0.0,3617.1875,46068.0,2944.0,37.0,71.494,,0.0,1005.0,1005.0,11.0,5870284800.0,68480028672.0,4.355275620184046,327680.0,1716076544.0,18472.0,6702682.0,0.0,41181.1875,46068.0,40500.0,39.5,82.339,,0.0,1005.0,0,0,1.0,6,2,4800,0.6395011066666666,1005,0.6827405790487925
1021,8.495163917541504,1.0760610103607178,0.048915147781372,0.3817598819732666,0.990675926208496,0.8958728313446045,0.02022385597229,0.3498499393463135,5.0,2327.0,2332.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,0,1,8,1,3,1,1,0,1,1,20,4,2,1,1,1,1,1,0.0,29926699008.0,134785609728.0,28.4,2179693789184.0,3715801908224.0,41702076.0,151900054.0,12.6,1809350656.0,47465398272.0,1.3423915651316969,0.0,897024.0,20083.0,1027.0,0.0,2299.1875,46068.0,1626.0,37.0,62.413,,0.0,0.0,3617.1875,46068.0,2944.0,37.0,62.557,,0.0,1005.0,1005.0,21.0,5870284800.0,68480028672.0,4.355275620184046,327680.0,1718112256.0,18479.0,6710598.0,0.0,41181.1875,46068.0,40500.0,40.0,64.985,,0.0,1005.0,0,0,1.0,6,2,4800,0.6395011066666666,1005,0.6827405790487925
1022,8.497392177581787,1.080820083618164,0.0499539375305175,0.3831121921539306,0.9905400276184082,0.8947598934173584,0.0204231739044189,0.3479282855987549,5.0,2327.0,2332.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,0,1,8,1,3,1,1,0,1,1,20,4,2,1,1,1,1,1,0.0,29927507968.0,134785609728.0,28.4,2179693789184.0,3715804795904.0,41702076.0,151900248.0,4.6,1809350656.0,47465398272.0,1.3423915651316969,0.0,983040.0,20092.5,1109.5,0.0,2299.1875,46068.0,1626.0,38.0,63.2525,,0.0,32.5,3617.1875,46068.0,2944.0,39.0,71.263,,32.5,1005.0,1005.0,10.9,5870284800.0,68480028672.0,4.355275620184046,327680.0,1719261184.0,18482.5,6715094.0,0.0,41181.1875,46068.0,40500.0,40.0,64.8375,,0.0,1005.0,0,0,1.0,6,2,4800,0.6395011066666666,1005,0.6827405790487925
1023,8.500673055648804,1.0801939964294434,0.0521881580352783,0.3814151287078857,0.9976699352264404,0.9039580821990968,0.0203175544738769,0.3577017784118652,5.0,2327.0,2332.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,0,1,8,1,3,1,1,0,1,1,20,4,2,1,1,1,2,1,0.0,29922258944.0,134785609728.0,28.4,2179693789184.0,3715810259968.0,41702076.0,151900560.0,6.3,1810399232.0,47465398272.0,1.343169523551825,0.0,1101824.0,20108.0,1239.0,0.0,2299.1875,46068.0,1626.0,38.0,62.4575,,0.0,0.0,3617.1875,46068.0,2944.0,37.0,68.53699999999999,,0.0,1005.0,1005.0,11.1,5870284800.0,68480028672.0,4.355275620184046,327680.0,1722337280.0,18493.0,6727008.5,0.0,41181.1875,46068.0,40500.0,40.0,70.761,,0.0,1005.0,0,0,1.0,6,2,4800,0.6395011066666666,1005,0.6827405790487925
1024,8.459595918655396,1.0544869899749756,0.0300619602203369,0.3820371627807617,0.9841010570526124,0.8910658359527588,0.0204086303710937,0.3450167179107666,5.0,2327.0,2332.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,0,1,8,1,3,1,1,0,1,1,20,4,2,1,1,1,0,1,0.0,29924179968.0,134785609728.0,28.4,2179693789184.0,3715814933504.0,41702076.0,151900778.0,11.4,1810923520.0,47465398272.0,1.343558502761889,0.0,1208320.0,20120.0,1345.0,0.0,2299.1875,46068.0,1626.0,38.0,62.503,,0.0,0.0,3617.1875,46068.0,2944.0,37.0,62.605,,0.0,1005.0,1005.0,20.8,5870284800.0,68480028672.0,4.355275620184046,327680.0,1724362752.0,18500.0,6734884.0,0.0,41181.1875,46068.0,40500.0,40.0,64.823,,0.0,1005.0,0,0,1.0,6,2,4800,0.6395011066666666,1005,0.6827405790487925
1025,8.470557928085327,1.0769720077514648,0.0488648414611816,0.3873610496520996,0.96234393119812,0.8658609390258789,0.0202586650848388,0.3309659957885742,5.0,2327.0,2332.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,0,1,8,1,3,1,1,0,1,1,20,4,2,1,1,1,1,1,0.0,31249549312.0,134785609728.0,29.35,2179693789184.0,3715819721728.0,41702076.0,151901154.0,6.1,1811447808.0,47465398272.0,1.3439474819719532,0.0,1308672.0,20131.0,1442.0,0.0,2299.1875,46068.0,1626.0,38.0,63.2165,,0.0,32.5,3617.1875,46068.0,2944.0,38.0,77.3925,,32.5,1005.0,1005.0,9.4,5870284800.0,68480028672.0,4.355275620184046,327680.0,1725693952.0,18504.5,6740038.0,0.0,41181.1875,46068.0,40500.0,40.5,65.291,,2.0,1005.0,0,0,1.0,6,2,4800,0.6395011066666666,1005,0.6827405790487925
1026,8.479511022567749,1.0529699325561523,0.0291399955749511,0.3835830688476562,0.998039960861206,0.902996063232422,0.0203888416290283,0.3574073314666748,5.0,2327.0,2332.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,0,1,8,1,3,1,1,0,1,1,20,4,2,1,1,1,1,1,0.0,34268966912.0,134785609728.0,31.6,2179693789184.0,3715825579008.0,41702076.0,151901462.0,12.0,1811972096.0,47465398272.0,1.3443364611820172,0.0,1409024.0,20144.0,1555.0,0.0,2299.1875,46068.0,1626.0,38.0,62.494,,0.0,0.0,3617.1875,46068.0,2944.0,37.0,62.619,,0.0,1005.0,1005.0,21.4,5870284800.0,68480028672.0,4.355275620184046,327680.0,1728495616.0,18514.0,6750952.0,0.0,41181.1875,46068.0,40500.0,40.0,73.935,,0.0,1005.0,0,0,1.0,6,2,4800,0.6395011066666666,1005,0.6827405790487925
1027,8.495999097824097,1.0789220333099363,0.0486748218536376,0.3827929496765136,0.9933199882507324,0.900688886642456,0.0204989910125732,0.3523323535919189,5.0,2327.0,2332.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,0,1,8,1,3,1,1,0,1,1,20,4,2,1,1,1,1,1,0.0,30050766848.0,134785609728.0,28.5,2179693789184.0,3715831264256.0,41702076.0,151901876.0,6.2,1806602240.0,47465267200.0,1.3403524631789392,0.0,1466368.0,20153.5,1635.0,1.5,2299.1875,46068.0,1626.0,38.0,62.984,,1.5,0.0,3617.1875,46068.0,2944.0,37.0,62.6295,,0.0,1005.0,1005.0,11.2,5870284800.0,68480028672.0,4.355275620184046,327680.0,1729603584.0,18517.5,6755269.0,0.0,41181.1875,46068.0,40500.0,40.0,64.876,,0.0,1005.0,0,0,1.0,6,2,4800,0.6395011066666666,1005,0.6827405790487925
