id,trace_rowid,span_id,parent_id,name,start_time,end_time,events,status_code,status_message,start_time_unix,end_time_unix,log@httpcore.connection - [_trace.py:85] - DEBUG,log@httpx - [_client.py:1786] - INFO,log@openai._base_client - [_base_client.py:446] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG,log@openai._base_client - [_base_client.py:1585] - DEBUG,log@httpcore.http11 - [_trace.py:85] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO,log@llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG,log@urllib3.connectionpool - [connectionpool.py:546] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:112] - INFO,log@urllib3.connectionpool - [connectionpool.py:291] - DEBUG,log@vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG,log@vllm.engine.metrics - [metrics.py:295] - INFO,log@vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG,log@vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO,log@vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO,log_entries,metric@cpu_usage,metric@gpu_graph_clock,duration
1,560,3991c2e63894adfa,,query,2024-10-31 00:24:47.370386,2024-10-31 00:24:51.377030,[],OK,,1730334287.370386,1730334291.37703,4,2,1,1,1,20,1,1,4,1,0,0,1,1,1,1,1,"['2024-10-31 00:24:47,418 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-31 00:24:47,422 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 00:24:47,423 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 00:24:47,423 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:24:47,424 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:24:47,424 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:24:47,424 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:24:47,424 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:24:47,426 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:24:47,427 - httpx - [_client.py:1786] - INFO', '2024-10-31 00:24:47,427 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:24:47,428 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:24:47,428 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:24:47,428 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:24:47,429 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 00:24:47,429 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 00:24:48,439 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-31 00:24:48,441 - llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG', '2024-10-31 00:24:49,226 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-31 00:24:49,227 - llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG', '2024-10-31 00:24:49,227 - llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG', '2024-10-31 00:24:49,231 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-10-31 00:24:49,232 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:24:49,233 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:24:49,233 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:24:49,233 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:24:49,233 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:24:51,364 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:24:51,365 - httpx - [_client.py:1786] - INFO', '2024-10-31 00:24:51,366 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:24:51,366 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:24:51,367 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:24:51,367 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:24:51,367 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-10-31 00:24:51,375 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-31 00:24:51,376 - llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO', '2024-10-31 00:24:49,293 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-10-31 00:24:49,295 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-10-31 00:24:49,299 - vllm.engine.metrics - [metrics.py:295] - INFO', '2024-10-31 00:24:51,343 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-10-31 00:24:51,365 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0,4.006644010543823
2,560,e4872a1d6e75f91e,3991c2e63894adfa,retrieve,2024-10-31 00:24:47.371162,2024-10-31 00:24:48.432965,[],OK,,1730334287.371162,1730334288.432965,4,1,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,"['2024-10-31 00:24:47,418 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-31 00:24:47,422 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 00:24:47,423 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 00:24:47,423 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:24:47,424 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:24:47,424 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:24:47,424 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:24:47,424 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:24:47,426 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:24:47,427 - httpx - [_client.py:1786] - INFO', '2024-10-31 00:24:47,427 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:24:47,428 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:24:47,428 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:24:47,428 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:24:47,429 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 00:24:47,429 - httpcore.connection - [_trace.py:85] - DEBUG']",37.8,405,1.0618031024932861
3,560,588f769fa2f32eb3,e4872a1d6e75f91e,embedding,2024-10-31 00:24:47.371873,2024-10-31 00:24:47.415246,[],OK,,1730334287.371873,1730334287.415246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],37.8,1005,0.04337310791015625
4,560,d3c720173a0b622e,3991c2e63894adfa,reranking,2024-10-31 00:24:48.442764,2024-10-31 00:24:49.220446,[],OK,,1730334288.442764,1730334289.220446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],37.8,405,0.7776820659637451
5,560,4f1dbf8c98adff41,3991c2e63894adfa,llm,2024-10-31 00:24:49.228641,2024-10-31 00:24:51.369601,[],OK,,1730334289.228641,1730334291.369601,0,1,1,0,1,10,0,0,0,0,0,0,1,1,1,1,1,"['2024-10-31 00:24:49,231 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-10-31 00:24:49,232 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:24:49,233 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:24:49,233 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:24:49,233 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:24:49,233 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:24:51,364 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:24:51,365 - httpx - [_client.py:1786] - INFO', '2024-10-31 00:24:51,366 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:24:51,366 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:24:51,367 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:24:51,367 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:24:51,367 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-10-31 00:24:49,293 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-10-31 00:24:49,295 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-10-31 00:24:49,299 - vllm.engine.metrics - [metrics.py:295] - INFO', '2024-10-31 00:24:51,343 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-10-31 00:24:51,365 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0,2.1409599781036377
6,560,a0641fcb14abd4d2,4f1dbf8c98adff41,llm_request,2024-10-31 00:24:49.293054,2024-10-31 00:24:51.342432,[],OK,,1730334289.293054,1730334291.342432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0.0,0,2.049377918243408
7,560,c9d4fc1bafdbf5f6,a0641fcb14abd4d2,llm_scheduler,2024-10-31 08:24:49.321332,2024-10-31 08:24:49.349610,[],OK,,1730334289.3213315,1730334289.34961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],41.2,1005,0.028278589248657227
8,560,79e9722253b11046,a0641fcb14abd4d2,llm_generate,2024-10-31 08:24:49.816990,2024-10-31 08:24:51.312943,[],OK,,1730334289.8169897,1730334291.3129427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],41.2,1005,1.49595308303833
9,561,e14bf02771c12047,,query,2024-10-31 00:24:51.393286,2024-10-31 00:24:54.261032,[],OK,,1730334291.393286,1730334294.261032,4,2,1,1,1,20,1,1,4,1,0,0,1,0,1,1,1,"['2024-10-31 00:24:51,448 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-31 00:24:51,453 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 00:24:51,455 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 00:24:51,455 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:24:51,456 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:24:51,456 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:24:51,456 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:24:51,457 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:24:51,459 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:24:51,459 - httpx - [_client.py:1786] - INFO', '2024-10-31 00:24:51,459 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:24:51,461 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:24:51,461 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:24:51,461 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:24:51,462 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 00:24:51,462 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 00:24:52,472 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-31 00:24:52,476 - llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG', '2024-10-31 00:24:53,268 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-31 00:24:53,268 - llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG', '2024-10-31 00:24:53,269 - llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG', '2024-10-31 00:24:53,272 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-10-31 00:24:53,273 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:24:53,273 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:24:53,273 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:24:53,274 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:24:53,274 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:24:54,248 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:24:54,249 - httpx - [_client.py:1786] - INFO', '2024-10-31 00:24:54,249 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:24:54,250 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:24:54,250 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:24:54,250 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:24:54,251 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-10-31 00:24:54,259 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-31 00:24:54,260 - llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO', '2024-10-31 00:24:53,334 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-10-31 00:24:53,336 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-10-31 00:24:54,226 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-10-31 00:24:54,249 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0,2.867746114730835
10,561,e65fe7347b5d1e3c,e14bf02771c12047,retrieve,2024-10-31 00:24:51.394106,2024-10-31 00:24:52.468480,[],OK,,1730334291.394106,1730334292.46848,4,1,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,"['2024-10-31 00:24:51,448 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-31 00:24:51,453 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 00:24:51,455 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 00:24:51,455 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:24:51,456 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:24:51,456 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:24:51,456 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:24:51,457 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:24:51,459 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:24:51,459 - httpx - [_client.py:1786] - INFO', '2024-10-31 00:24:51,459 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:24:51,461 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:24:51,461 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:24:51,461 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:24:51,462 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 00:24:51,462 - httpcore.connection - [_trace.py:85] - DEBUG']",21.6,405,1.0743741989135742
