id,trace_rowid,span_id,parent_id,name,start_time,end_time,events,status_code,status_message,start_time_unix,end_time_unix,log@llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG,log@httpcore.http11 - [_trace.py:85] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:112] - INFO,log@llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG,log@urllib3.connectionpool - [connectionpool.py:546] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG,log@openai._base_client - [_base_client.py:1585] - DEBUG,log@httpcore.connection - [_trace.py:85] - DEBUG,log@openai._base_client - [_base_client.py:446] - DEBUG,log@httpx - [_client.py:1786] - INFO,log@urllib3.connectionpool - [connectionpool.py:291] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO,log@vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG,log@vllm.engine.metrics - [metrics.py:295] - INFO,log@vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG,log@vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO,log@vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO,log_entries,metric@cpu_usage,metric@gpu_graph_clock,duration
1,403,809f141205760dd6,,query,2024-10-30 16:56:12.734951,2024-10-30 16:56:15.202996,[],OK,,1730307372.734951,1730307375.202996,1,20,0,1,4,1,1,8,1,2,1,1,1,1,1,1,1,"['2024-10-30 16:56:12,789 - urllib3.connectionpool - [connectionpool.py:291] - DEBUG', '2024-10-30 16:56:12,792 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-30 16:56:12,797 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 16:56:12,798 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 16:56:12,799 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:56:12,799 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:56:12,799 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:56:12,800 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:56:12,800 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:56:12,803 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:56:12,803 - httpx - [_client.py:1786] - INFO', '2024-10-30 16:56:12,803 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:56:12,804 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:56:12,805 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:56:12,805 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:56:12,805 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 16:56:12,805 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 16:56:13,821 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-30 16:56:13,824 - llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG', '2024-10-30 16:56:14,215 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-30 16:56:14,215 - llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG', '2024-10-30 16:56:14,215 - llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG', '2024-10-30 16:56:14,218 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-10-30 16:56:14,219 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 16:56:14,219 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 16:56:14,219 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 16:56:14,220 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 16:56:14,220 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:56:14,220 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:56:14,220 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:56:14,220 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:56:14,221 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:56:15,191 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:56:15,192 - httpx - [_client.py:1786] - INFO', '2024-10-30 16:56:15,192 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:56:15,193 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:56:15,193 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:56:15,193 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:56:15,194 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-10-30 16:56:15,201 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-30 16:56:15,202 - llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO', '2024-10-30 16:56:14,281 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-10-30 16:56:14,283 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-10-30 16:56:14,811 - vllm.engine.metrics - [metrics.py:295] - INFO', '2024-10-30 16:56:15,169 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-10-30 16:56:15,192 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0,2.4680449962615967
2,403,7dde00325671cc1c,809f141205760dd6,retrieve,2024-10-30 16:56:12.735726,2024-10-30 16:56:13.812680,[],OK,,1730307372.735726,1730307373.81268,0,10,0,0,1,0,0,4,0,1,1,0,0,0,0,0,0,"['2024-10-30 16:56:12,789 - urllib3.connectionpool - [connectionpool.py:291] - DEBUG', '2024-10-30 16:56:12,792 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-30 16:56:12,797 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 16:56:12,798 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 16:56:12,799 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:56:12,799 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:56:12,799 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:56:12,800 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:56:12,800 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:56:12,803 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:56:12,803 - httpx - [_client.py:1786] - INFO', '2024-10-30 16:56:12,803 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:56:12,804 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:56:12,805 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:56:12,805 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:56:12,805 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 16:56:12,805 - httpcore.connection - [_trace.py:85] - DEBUG']",23.4,1005,1.0769538879394531
3,403,df59688cc50d2a08,7dde00325671cc1c,embedding,2024-10-30 16:56:12.736436,2024-10-30 16:56:12.785928,[],OK,,1730307372.736436,1730307372.785928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],23.4,210,0.04949212074279785
4,403,a9d5f89fa0768293,809f141205760dd6,reranking,2024-10-30 16:56:13.832837,2024-10-30 16:56:14.210669,[],OK,,1730307373.832837,1730307374.210669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],23.4,1005,0.37783193588256836
5,403,b1b9ea90687a5c95,809f141205760dd6,llm,2024-10-30 16:56:14.216321,2024-10-30 16:56:15.195979,[],OK,,1730307374.216321,1730307375.195979,0,10,0,0,0,0,1,4,1,1,0,0,1,1,1,1,1,"['2024-10-30 16:56:14,218 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-10-30 16:56:14,219 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 16:56:14,219 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 16:56:14,219 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 16:56:14,220 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 16:56:14,220 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:56:14,220 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:56:14,220 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:56:14,220 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:56:14,221 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:56:15,191 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:56:15,192 - httpx - [_client.py:1786] - INFO', '2024-10-30 16:56:15,192 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:56:15,193 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:56:15,193 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:56:15,193 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:56:15,194 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-10-30 16:56:14,281 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-10-30 16:56:14,283 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-10-30 16:56:14,811 - vllm.engine.metrics - [metrics.py:295] - INFO', '2024-10-30 16:56:15,169 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-10-30 16:56:15,192 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0,0.9796581268310547
6,403,b470b8c2e842be8d,b1b9ea90687a5c95,llm_request,2024-10-30 16:56:14.281242,2024-10-30 16:56:15.168440,[],OK,,1730307374.281242,1730307375.16844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0.0,0,0.8871982097625732
7,403,75c6b7356d2b86b2,b470b8c2e842be8d,llm_scheduler,2024-10-31 00:56:14.302053,2024-10-31 00:56:14.322864,[],OK,,1730307374.302053,1730307374.3228643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],22.6,1005,0.02081131935119629
8,403,7f80cf113d0f4c78,b470b8c2e842be8d,llm_generate,2024-10-31 00:56:14.800139,2024-10-31 00:56:15.139500,[],OK,,1730307374.8001387,1730307375.1395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],22.6,1005,0.33936119079589844
9,404,8e474a0ae30d0c48,,query,2024-10-30 16:56:15.214388,2024-10-30 16:56:17.682724,[],OK,,1730307375.214388,1730307377.682724,1,20,0,1,4,1,1,4,1,2,0,1,1,0,1,1,1,"['2024-10-30 16:56:15,268 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-30 16:56:15,272 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 16:56:15,273 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 16:56:15,274 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:56:15,274 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:56:15,274 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:56:15,275 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:56:15,275 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:56:15,278 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:56:15,278 - httpx - [_client.py:1786] - INFO', '2024-10-30 16:56:15,278 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:56:15,280 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:56:15,280 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:56:15,280 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:56:15,281 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 16:56:15,281 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 16:56:16,297 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-30 16:56:16,301 - llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG', '2024-10-30 16:56:16,691 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-30 16:56:16,692 - llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG', '2024-10-30 16:56:16,692 - llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG', '2024-10-30 16:56:16,695 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-10-30 16:56:16,696 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:56:16,696 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:56:16,696 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:56:16,697 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:56:16,697 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:56:17,671 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:56:17,672 - httpx - [_client.py:1786] - INFO', '2024-10-30 16:56:17,672 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:56:17,673 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:56:17,673 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:56:17,674 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:56:17,674 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-10-30 16:56:17,681 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-30 16:56:17,682 - llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO', '2024-10-30 16:56:16,757 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-10-30 16:56:16,759 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-10-30 16:56:17,649 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-10-30 16:56:17,672 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0,2.4683361053466797
10,404,cafca3d25e4a5857,8e474a0ae30d0c48,retrieve,2024-10-30 16:56:15.215110,2024-10-30 16:56:16.289404,[],OK,,1730307375.21511,1730307376.289404,0,10,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,"['2024-10-30 16:56:15,268 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-30 16:56:15,272 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 16:56:15,273 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 16:56:15,274 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:56:15,274 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:56:15,274 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:56:15,275 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:56:15,275 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:56:15,278 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:56:15,278 - httpx - [_client.py:1786] - INFO', '2024-10-30 16:56:15,278 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:56:15,280 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:56:15,280 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:56:15,280 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:56:15,281 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 16:56:15,281 - httpcore.connection - [_trace.py:85] - DEBUG']",23.4,1005,1.074293851852417
