trace_rowid,query>duration,retrieve>duration,embedding>duration,reranking>duration,llm>duration,llm_request>duration,llm_scheduler>duration,llm_generate>duration,trace@query@llm_token_count_completion,trace@query@llm_token_count_prompt,trace@query@llm_token_count_total,trace@retrieve@retrieve_num,trace@embedding@embedding_model_name,trace@embedding@embedding_vector,trace@reranking@rerank_model_name,trace@reranking@top_k,trace@llm_request@llm_model_name,trace@llm_request@parameters_best_of,trace@llm_request@parameters_max_tokens,trace@llm_request@parameters_n,trace@llm_request@parameters_temperature,trace@llm_request@parameters_top_p,log@rag@openai._base_client - [_base_client.py:1585] - DEBUG,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG,log@rag@urllib3.connectionpool - [connectionpool.py:546] - DEBUG,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:112] - INFO,log@rag@httpx - [_client.py:1786] - INFO,log@rag@openai._base_client - [_base_client.py:446] - DEBUG,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO,log@rag@httpcore.http11 - [_trace.py:85] - DEBUG,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG,log@rag@httpcore.connection - [_trace.py:85] - DEBUG,log@rag@urllib3.connectionpool - [connectionpool.py:291] - DEBUG,log@vllm@vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG,log@vllm@vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO,log@vllm@vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO,log@vllm@vllm.engine.metrics - [metrics.py:295] - INFO,log@vllm@vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG,metric@qdrant@cpu_usage_percent,metric@qdrant@mem_rss,metric@qdrant@mem_vms,metric@qdrant@mem_memory_percent,metric@qdrant@disk_read_bytes,metric@qdrant@disk_write_bytes,metric@qdrant@disk_read_count,metric@qdrant@disk_write_count,metric@rag@cpu_usage_percent,metric@rag@mem_rss,metric@rag@mem_vms,metric@rag@mem_memory_percent,metric@rag@disk_read_bytes,metric@rag@disk_write_bytes,metric@rag@disk_read_count,metric@rag@disk_write_count,metric@rag@gpu_3_gpu_utilization_percent,metric@rag@gpu_3_gpu_memory_used_MB,metric@rag@gpu_3_gpu_memory_total_MB,metric@rag@gpu_3_gpu_memory_process_used_MB,metric@rag@gpu_3_gpu_temperature_C,metric@rag@gpu_3_gpu_power_W,metric@rag@gpu_3_gpu_sm_activity_percent,metric@rag@gpu_3_gpu_graph_clock,metric@rag@gpu_4_gpu_utilization_percent,metric@rag@gpu_4_gpu_memory_used_MB,metric@rag@gpu_4_gpu_memory_total_MB,metric@rag@gpu_4_gpu_memory_process_used_MB,metric@rag@gpu_4_gpu_temperature_C,metric@rag@gpu_4_gpu_power_W,metric@rag@gpu_4_gpu_sm_activity_percent,metric@rag@gpu_4_gpu_graph_clock,metric@vllm@cpu_usage_percent,metric@vllm@mem_rss,metric@vllm@mem_vms,metric@vllm@mem_memory_percent,metric@vllm@disk_read_bytes,metric@vllm@disk_write_bytes,metric@vllm@disk_read_count,metric@vllm@disk_write_count,metric@vllm@gpu_5_gpu_utilization_percent,metric@vllm@gpu_5_gpu_memory_used_MB,metric@vllm@gpu_5_gpu_memory_total_MB,metric@vllm@gpu_5_gpu_memory_process_used_MB,metric@vllm@gpu_5_gpu_temperature_C,metric@vllm@gpu_5_gpu_power_W,metric@vllm@gpu_5_gpu_sm_activity_percent,metric@vllm@gpu_5_gpu_graph_clock,quality@record@quality_kb,quality@record@quality_prompt,quality@answer_correctness,trace@query@input_value_sum,trace@query@output_value_sum,trace@retrieve@documents_contents_sum,trace@retrieve@documents_scores_top3mean,trace@reranking@output_documents_contents_sum,trace@reranking@output_documents_scores_top3mean
1624,1.482316970825195,0.0705859661102294,0.0462548732757568,0.3727040290832519,1.01006817817688,0.9236900806427002,0.0226480960845947,0.1925098896026611,5.0,3367.0,3372.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,1,1,4,0,2,1,1,20,1,1,4,0,1,1,1,1,1,0.0,37065981952.0,134785609728.0,33.8,2443575022080.0,4065126433792.0,44844288.0,163648444.0,24.6,1812017152.0,47465267200.0,1.344369889082882,11739136.0,24719360.0,22029.0,18729.0,0.0,2299.1875,46068.0,1626.0,37.0,61.963,0.0,600.0,0.0,3617.1875,46068.0,2944.0,36.0,107.875,0.0,1005.0,62.1,5900685312.0,68947337216.0,4.377830336567604,9494528.0,1196277760.0,16861.0,4669661.0,100.0,41465.1875,46068.0,40784.0,42.0,127.597,100.0,1005.0,0,0,1.0,14,2,5916,0.7679070233333333,1909,0.9987507065137228
1626,1.6590991020202637,0.0735750198364257,0.0469791889190673,0.3813869953155517,1.1769230365753174,1.0838830471038818,0.0219674110412597,0.4091792106628418,6.0,3055.0,3061.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,1,1,4,0,2,1,1,20,1,1,4,0,1,1,1,0,1,0.0,37061677056.0,134785609728.0,33.8,2443575022080.0,4065134035968.0,44844288.0,163648637.0,35.8,1811472384.0,47465267200.0,1.343965715372425,11739136.0,25067520.0,22058.0,18996.0,0.0,2299.1875,46068.0,1626.0,37.0,61.524,0.0,600.0,0.0,3617.1875,46068.0,2944.0,36.0,74.729,0.0,1005.0,71.9,5900685312.0,68947337216.0,4.377830336567604,9494528.0,1202716672.0,16888.0,4694501.0,35.0,41465.1875,46068.0,40784.0,40.0,159.048,35.0,1005.0,0,0,1.0,5,3,6716,0.6868497466666668,1681,0.994702418645223
1627,2.593449115753174,0.07246994972229,0.0471918582916259,0.3788509368896484,2.112182855606079,2.0172719955444336,0.0197749137878417,1.4601938724517822,21.0,2556.0,2577.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,1,1,4,0,2,1,1,20,1,1,4,0,1,1,1,1,1,0.0,37061677056.0,134785609728.0,33.8,2443575022080.0,4065134035968.0,44844288.0,163648637.0,35.8,1811472384.0,47465267200.0,1.343965715372425,11739136.0,25067520.0,22058.0,18996.0,0.0,2299.1875,46068.0,1626.0,37.0,61.524,0.0,600.0,0.0,3617.1875,46068.0,2944.0,36.0,74.729,0.0,1005.0,71.9,5900685312.0,68947337216.0,4.377830336567604,9494528.0,1202716672.0,16888.0,4694501.0,35.0,41465.1875,46068.0,40784.0,40.0,159.048,35.0,1005.0,0,0,0.2659075191683887,8,13,5661,0.7937960666666667,1155,0.9988147219022115
1628,2.0011448860168457,0.0734221935272216,0.047199010848999,0.3803439140319824,1.5210249423980713,1.4329190254211426,0.0224287509918212,0.7313718795776367,17.0,3316.0,3333.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,1,1,4,0,2,1,1,20,1,1,4,0,1,1,1,0,1,0.0,37073907712.0,134785609728.0,33.8,2443575022080.0,4065136452608.0,44844288.0,163648776.0,30.8,1812520960.0,47465267200.0,1.344743673792553,11739136.0,25419776.0,22088.0,19263.0,0.0,2299.1875,46068.0,1626.0,37.0,61.91,0.0,600.0,0.0,3617.1875,46068.0,2944.0,37.0,115.762,0.0,1005.0,76.3,5900685312.0,68947337216.0,4.377830336567604,9494528.0,1211293696.0,16924.0,4727846.0,100.0,41465.1875,46068.0,40784.0,43.0,105.545,100.0,1005.0,0,0,0.296116135138184,7,11,6289,0.7488526666666667,1867,0.9961487452189127
1629,2.832857131958008,0.0735259056091308,0.0474228858947753,0.3759279251098633,2.3569560050964355,2.263592004776001,0.0220835208892822,1.5466856956481934,20.0,3296.0,3316.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,1,1,4,0,2,1,1,20,1,1,4,0,1,1,1,1,1,0.0,37073907712.0,134785609728.0,33.8,2443575022080.0,4065136452608.0,44844288.0,163648776.0,30.8,1812520960.0,47465267200.0,1.344743673792553,11739136.0,25419776.0,22088.0,19263.0,0.0,2299.1875,46068.0,1626.0,37.0,61.91,0.0,600.0,0.0,3617.1875,46068.0,2944.0,37.0,115.762,0.0,1005.0,76.3,5900685312.0,68947337216.0,4.377830336567604,9494528.0,1211293696.0,16924.0,4727846.0,100.0,41465.1875,46068.0,40784.0,43.0,105.545,100.0,1005.0,0,0,0.5469860812944991,8,14,5470,0.6474032799999999,1509,0.9971590638160706
1630,3.514194965362549,0.0719928741455078,0.046882152557373,0.3744621276855469,3.0425620079040527,2.949836015701294,0.0206301212310791,2.3080835342407227,30.0,2883.0,2913.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,1,1,4,0,2,1,1,20,1,1,4,0,1,1,1,0,1,0.0,37071683584.0,134785609728.0,33.8,2443575022080.0,4065137169408.0,44844288.0,163648849.0,23.6,1812520960.0,47465267200.0,1.344743673792553,11739136.0,25640960.0,22107.0,19441.0,0.0,2299.1875,46068.0,1626.0,37.0,62.115,0.0,600.0,0.0,3617.1875,46068.0,2944.0,37.0,101.878,0.0,1005.0,82.5,5900242944.0,68947337216.0,4.377502135359112,9494528.0,1221443584.0,16968.0,4767531.0,100.0,41465.1875,46068.0,40784.0,44.0,130.321,100.0,1005.0,0,0,0.2528190546508173,9,22,4912,0.6136939666666666,1430,0.2693173308313514
1631,2.71364688873291,0.0745620727539062,0.0474400520324707,0.3782010078430176,2.2348010540008545,2.137742042541504,0.0230038166046142,1.321238994598389,17.0,3684.0,3701.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,1,1,4,0,2,1,1,20,1,1,4,0,1,1,1,1,1,0.0,37071683584.0,134785609728.0,33.8,2443575022080.0,4065137169408.0,44844288.0,163648849.0,23.6,1812520960.0,47465267200.0,1.344743673792553,11739136.0,25640960.0,22107.0,19441.0,0.0,2299.1875,46068.0,1626.0,37.0,62.115,0.0,600.0,0.0,3617.1875,46068.0,2944.0,37.0,101.878,0.0,1005.0,82.5,5900242944.0,68947337216.0,4.377502135359112,9494528.0,1221443584.0,16968.0,4767531.0,100.0,41465.1875,46068.0,40784.0,44.0,130.321,100.0,1005.0,0,0,0.3152352563430426,8,10,6023,0.7574834333333333,2074,0.9998785456021627
1632,2.975904941558838,0.0720551013946533,0.0471010208129882,0.3762269020080566,2.5042550563812256,2.412238121032715,0.0222837924957275,1.7066848278045654,22.0,3133.0,3155.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,1,1,4,0,2,1,1,20,1,1,4,0,1,1,1,0,1,0.0,37051281408.0,134785609728.0,33.8,2443575022080.0,4065139074048.0,44844288.0,163648908.0,18.0,1812520960.0,47465267200.0,1.344743673792553,11739136.0,25833472.0,22127.0,19599.0,5.0,2299.1875,46068.0,1626.0,37.0,61.567,5.0,600.0,0.0,3617.1875,46068.0,2944.0,38.0,62.108,0.0,1005.0,89.1,5900767232.0,68947337216.0,4.377891114569177,9494528.0,1233203200.0,17017.0,4813703.0,37.0,41465.1875,46068.0,40784.0,41.0,96.014,0.0,1005.0,0,0,0.2755527166605029,7,15,5292,0.7531321766666667,1349,0.9970669945081075
1633,4.033217191696167,0.0754859447479248,0.0454630851745605,0.3787460327148437,3.551400899887085,3.454684019088745,0.0228893756866455,2.6798806190490723,34.0,3504.0,3538.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,1,1,4,0,2,1,1,20,1,1,4,0,1,1,1,1,1,0.0,37025697792.0,134785609728.0,33.8,2443575022080.0,4065139659776.0,44844288.0,163649007.0,14.6,1812520960.0,47465267200.0,1.344743673792553,11739136.0,26005504.0,22137.0,19708.0,0.0,2299.1875,46068.0,1626.0,37.0,59.943,0.0,600.0,0.0,3617.1875,46068.0,2944.0,36.0,74.771,0.0,1005.0,90.1,5900767232.0,68947337216.0,4.377891114569177,9494528.0,1242509312.0,17059.0,4850083.0,31.0,41465.1875,46068.0,40784.0,42.0,112.49,31.0,1005.0,0,0,0.1887143424353227,8,24,6825,0.7414601333333333,2019,0.9970691998799642
1634,1.698164939880371,0.0737221240997314,0.0482110977172851,0.3762779235839844,1.2226080894470217,1.1284170150756836,0.0223512649536132,0.4238457679748535,6.0,3088.0,3094.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,1,1,4,0,2,1,1,20,1,1,4,0,1,1,1,0,1,0.0,37025697792.0,134785609728.0,33.8,2443575022080.0,4065139659776.0,44844288.0,163649007.0,14.6,1812520960.0,47465267200.0,1.344743673792553,11739136.0,26005504.0,22137.0,19708.0,0.0,2299.1875,46068.0,1626.0,37.0,59.943,0.0,600.0,0.0,3617.1875,46068.0,2944.0,36.0,74.771,0.0,1005.0,90.1,5900767232.0,68947337216.0,4.377891114569177,9494528.0,1242509312.0,17059.0,4850083.0,31.0,41465.1875,46068.0,40784.0,42.0,112.49,31.0,1005.0,0,0,1.0,14,3,5547,0.76441243,1495,0.6685655871406198
