id,trace_rowid,span_id,parent_id,name,start_time,end_time,events,status_code,status_message,start_time_unix,end_time_unix,log@urllib3.connectionpool - [connectionpool.py:546] - DEBUG,log@openai._base_client - [_base_client.py:446] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG,log@httpx - [_client.py:1786] - INFO,log@llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG,log@httpcore.connection - [_trace.py:85] - DEBUG,log@openai._base_client - [_base_client.py:1585] - DEBUG,log@httpcore.http11 - [_trace.py:85] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG,log@urllib3.connectionpool - [connectionpool.py:291] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO,log@llmrca.create_vdb.pipeline.rag - [rag.py:112] - INFO,log@vllm.engine.metrics - [metrics.py:295] - INFO,log@vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO,log@vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO,log@vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG,log@vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG,log_entries,metric@cpu_usage,metric@gpu_graph_clock,duration
1,4659,542886eaac1bc8c7,,query,2024-11-06 07:20:21.404431,2024-11-06 07:20:23.753083,[],OK,,1730877621.404431,1730877623.753083,4,1,1,2,1,4,1,20,1,0,1,0,1,1,1,1,1,"['2024-11-06 07:20:21,452 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-06 07:20:21,457 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 07:20:21,458 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 07:20:21,459 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:20:21,459 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:20:21,460 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:20:21,460 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:20:21,460 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:20:21,461 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:20:21,462 - httpx - [_client.py:1786] - INFO', '2024-11-06 07:20:21,462 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:20:21,463 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:20:21,464 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:20:21,464 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:20:21,464 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 07:20:21,464 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 07:20:21,476 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-06 07:20:21,479 - llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG', '2024-11-06 07:20:21,864 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-06 07:20:21,864 - llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG', '2024-11-06 07:20:21,865 - llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG', '2024-11-06 07:20:21,868 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-11-06 07:20:21,869 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:20:21,869 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:20:21,869 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:20:21,869 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:20:21,869 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:20:23,740 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:20:23,741 - httpx - [_client.py:1786] - INFO', '2024-11-06 07:20:23,741 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:20:23,742 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:20:23,742 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:20:23,743 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:20:23,743 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-11-06 07:20:23,752 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-06 07:20:23,752 - llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO', '2024-11-06 07:20:21,922 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-11-06 07:20:21,925 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-11-06 07:20:23,687 - vllm.engine.metrics - [metrics.py:295] - INFO', '2024-11-06 07:20:23,717 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-11-06 07:20:23,741 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0,2.348651885986328
2,4659,9cddd291d1fec836,542886eaac1bc8c7,retrieve,2024-11-06 07:20:21.404885,2024-11-06 07:20:21.470318,[],OK,,1730877621.404885,1730877621.470318,1,0,0,1,0,4,0,10,0,0,0,0,0,0,0,0,0,"['2024-11-06 07:20:21,452 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-06 07:20:21,457 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 07:20:21,458 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 07:20:21,459 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:20:21,459 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:20:21,460 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:20:21,460 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:20:21,460 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:20:21,461 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:20:21,462 - httpx - [_client.py:1786] - INFO', '2024-11-06 07:20:21,462 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:20:21,463 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:20:21,464 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:20:21,464 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:20:21,464 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 07:20:21,464 - httpcore.connection - [_trace.py:85] - DEBUG']",37.0,1005,0.06543302536010742
3,4659,d1764c6dcd142ce0,9cddd291d1fec836,embedding,2024-11-06 07:20:21.405300,2024-11-06 07:20:21.447878,[],OK,,1730877621.4053,1730877621.447878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],37.0,1005,0.04257798194885254
4,4659,f1f639f2c16b7b39,542886eaac1bc8c7,reranking,2024-11-06 07:20:21.483234,2024-11-06 07:20:21.859769,[],OK,,1730877621.483234,1730877621.859769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],37.0,1005,0.37653517723083496
5,4659,9d3b3d4f407b3058,542886eaac1bc8c7,llm,2024-11-06 07:20:21.865650,2024-11-06 07:20:23.745591,[],OK,,1730877621.86565,1730877623.745591,0,1,0,1,0,0,1,10,0,0,0,0,1,1,1,1,1,"['2024-11-06 07:20:21,868 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-11-06 07:20:21,869 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:20:21,869 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:20:21,869 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:20:21,869 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:20:21,869 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:20:23,740 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:20:23,741 - httpx - [_client.py:1786] - INFO', '2024-11-06 07:20:23,741 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:20:23,742 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:20:23,742 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:20:23,743 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:20:23,743 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-11-06 07:20:21,922 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-11-06 07:20:21,925 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-11-06 07:20:23,687 - vllm.engine.metrics - [metrics.py:295] - INFO', '2024-11-06 07:20:23,717 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-11-06 07:20:23,741 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0,1.8799409866333008
6,4659,fa7ff8bfb044284a,9d3b3d4f407b3058,llm_request,2024-11-06 07:20:21.922651,2024-11-06 07:20:23.716851,[],OK,,1730877621.922651,1730877623.716851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0.0,0,1.7941999435424805
7,4659,1dea49863fb53c0e,fa7ff8bfb044284a,llm_scheduler,2024-11-06 15:20:21.939584,2024-11-06 15:20:21.956518,[],OK,,1730877621.9395845,1730877621.9565177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],72.3,1005,0.016933202743530273
8,4659,60f8090a5ad6dd39,fa7ff8bfb044284a,llm_generate,2024-11-06 15:20:22.099319,2024-11-06 15:20:23.680300,[],OK,,1730877622.0993187,1730877623.6803002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],72.3,1005,1.5809814929962158
9,4660,223a8166096c4c0b,,query,2024-11-06 07:20:23.766732,2024-11-06 07:20:25.049053,[],OK,,1730877623.766732,1730877625.049053,4,1,1,2,1,4,1,20,1,0,1,0,0,1,1,1,1,"['2024-11-06 07:20:23,825 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-06 07:20:23,828 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 07:20:23,829 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 07:20:23,829 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:20:23,830 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:20:23,830 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:20:23,830 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:20:23,831 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:20:23,833 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:20:23,833 - httpx - [_client.py:1786] - INFO', '2024-11-06 07:20:23,833 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:20:23,835 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:20:23,835 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:20:23,835 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:20:23,836 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 07:20:23,836 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 07:20:23,851 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-06 07:20:23,853 - llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG', '2024-11-06 07:20:24,249 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-06 07:20:24,251 - llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG', '2024-11-06 07:20:24,252 - llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG', '2024-11-06 07:20:24,257 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-11-06 07:20:24,258 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:20:24,258 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:20:24,258 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:20:24,259 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:20:24,259 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:20:25,035 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:20:25,036 - httpx - [_client.py:1786] - INFO', '2024-11-06 07:20:25,037 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:20:25,037 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:20:25,038 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:20:25,038 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:20:25,038 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-11-06 07:20:25,047 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-06 07:20:25,048 - llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO', '2024-11-06 07:20:24,320 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-11-06 07:20:24,322 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-11-06 07:20:25,012 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-11-06 07:20:25,036 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0,1.2823209762573242
10,4660,1e9a9b9eb30395b6,223a8166096c4c0b,retrieve,2024-11-06 07:20:23.767538,2024-11-06 07:20:23.841963,[],OK,,1730877623.767538,1730877623.841963,1,0,0,1,0,4,0,10,0,0,0,0,0,0,0,0,0,"['2024-11-06 07:20:23,825 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-06 07:20:23,828 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 07:20:23,829 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 07:20:23,829 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:20:23,830 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:20:23,830 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:20:23,830 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:20:23,831 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:20:23,833 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:20:23,833 - httpx - [_client.py:1786] - INFO', '2024-11-06 07:20:23,833 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:20:23,835 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:20:23,835 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:20:23,835 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:20:23,836 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 07:20:23,836 - httpcore.connection - [_trace.py:85] - DEBUG']",37.0,1005,0.07442498207092285
