id,trace_rowid,span_id,parent_id,name,start_time,end_time,events,status_code,status_message,start_time_unix,end_time_unix,log@httpcore.http11 - [_trace.py:85] - DEBUG,log@urllib3.connectionpool - [connectionpool.py:291] - DEBUG,log@openai._base_client - [_base_client.py:446] - DEBUG,log@httpx - [_client.py:1786] - INFO,log@llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG,log@openai._base_client - [_base_client.py:1585] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO,log@httpcore.connection - [_trace.py:85] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG,log@urllib3.connectionpool - [connectionpool.py:546] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:112] - INFO,log@vllm.engine.metrics - [metrics.py:295] - INFO,log@vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG,log@vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG,log@vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO,log@vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO,log_entries,metric@cpu_usage,metric@gpu_graph_clock,duration
1,2627,079eff643e371c4d,,query,2024-11-05 11:47:09.106203,2024-11-05 11:47:12.630582,[],OK,,1730807229.106203,1730807232.630582,20,1,1,2,1,1,1,8,1,1,4,0,1,1,1,1,1,"['2024-11-05 11:47:09,167 - urllib3.connectionpool - [connectionpool.py:291] - DEBUG', '2024-11-05 11:47:09,171 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-05 11:47:09,177 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-05 11:47:09,179 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-05 11:47:09,179 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 11:47:09,180 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 11:47:09,180 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 11:47:09,180 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 11:47:09,180 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 11:47:09,184 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 11:47:09,184 - httpx - [_client.py:1786] - INFO', '2024-11-05 11:47:09,185 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 11:47:09,186 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 11:47:09,186 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 11:47:09,187 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 11:47:09,187 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-05 11:47:09,187 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-05 11:47:09,202 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-05 11:47:09,205 - llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG', '2024-11-05 11:47:09,586 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-05 11:47:09,587 - llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG', '2024-11-05 11:47:09,587 - llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG', '2024-11-05 11:47:09,591 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-11-05 11:47:09,593 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-05 11:47:09,593 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-05 11:47:09,593 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-05 11:47:09,594 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-05 11:47:09,594 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 11:47:09,595 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 11:47:09,595 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 11:47:09,595 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 11:47:09,595 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 11:47:12,618 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 11:47:12,619 - httpx - [_client.py:1786] - INFO', '2024-11-05 11:47:12,619 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 11:47:12,620 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 11:47:12,620 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 11:47:12,620 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 11:47:12,621 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-11-05 11:47:12,629 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-05 11:47:12,630 - llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO', '2024-11-05 11:47:09,669 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-11-05 11:47:09,671 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-11-05 11:47:10,888 - vllm.engine.metrics - [metrics.py:295] - INFO', '2024-11-05 11:47:12,597 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-11-05 11:47:12,618 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0.0,3.524379014968872
2,2627,6622ce1c83da8307,079eff643e371c4d,retrieve,2024-11-05 11:47:09.107207,2024-11-05 11:47:09.195080,[],OK,,1730807229.107207,1730807229.19508,10,1,0,1,0,0,0,4,0,0,1,0,0,0,0,0,0,"['2024-11-05 11:47:09,167 - urllib3.connectionpool - [connectionpool.py:291] - DEBUG', '2024-11-05 11:47:09,171 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-05 11:47:09,177 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-05 11:47:09,179 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-05 11:47:09,179 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 11:47:09,180 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 11:47:09,180 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 11:47:09,180 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 11:47:09,180 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 11:47:09,184 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 11:47:09,184 - httpx - [_client.py:1786] - INFO', '2024-11-05 11:47:09,185 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 11:47:09,186 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 11:47:09,186 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 11:47:09,187 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 11:47:09,187 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-05 11:47:09,187 - httpcore.connection - [_trace.py:85] - DEBUG']",25.4,1005.0,0.08787298202514648
3,2627,d26bd8382e8b69e3,6622ce1c83da8307,embedding,2024-11-05 11:47:09.108112,2024-11-05 11:47:09.164713,[],OK,,1730807229.108112,1730807229.164713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],25.4,1005.0,0.05660080909729004
4,2627,38d22d2d525771c3,079eff643e371c4d,reranking,2024-11-05 11:47:09.207813,2024-11-05 11:47:09.581088,[],OK,,1730807229.207813,1730807229.581088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],25.4,1005.0,0.3732750415802002
5,2627,58c94341bb9dea66,079eff643e371c4d,llm,2024-11-05 11:47:09.588616,2024-11-05 11:47:12.623346,[],OK,,1730807229.588616,1730807232.623346,10,0,1,1,0,1,0,4,0,0,0,0,1,1,1,1,1,"['2024-11-05 11:47:09,591 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-11-05 11:47:09,593 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-05 11:47:09,593 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-05 11:47:09,593 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-05 11:47:09,594 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-05 11:47:09,594 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 11:47:09,595 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 11:47:09,595 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 11:47:09,595 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 11:47:09,595 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 11:47:12,618 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 11:47:12,619 - httpx - [_client.py:1786] - INFO', '2024-11-05 11:47:12,619 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 11:47:12,620 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 11:47:12,620 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 11:47:12,620 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 11:47:12,621 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-11-05 11:47:09,669 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-11-05 11:47:09,671 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-11-05 11:47:10,888 - vllm.engine.metrics - [metrics.py:295] - INFO', '2024-11-05 11:47:12,597 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-11-05 11:47:12,618 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0.0,3.0347301959991455
6,2627,8557716aa7502a81,58c94341bb9dea66,llm_request,2024-11-05 11:47:09.669549,2024-11-05 11:47:12.596627,[],OK,,1730807229.669549,1730807232.596627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0.0,0.0,2.9270780086517334
7,2627,f9e76a09bc952eaf,8557716aa7502a81,llm_scheduler,2024-11-05 19:47:09.689920,2024-11-05 19:47:09.710290,[],OK,,1730807229.6899197,1730807229.71029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],64.3,600.0,0.0203702449798584
8,2627,65647005d3962261,8557716aa7502a81,llm_generate,2024-11-05 19:47:10.869632,2024-11-05 19:47:12.569834,[],OK,,1730807230.8696322,1730807232.5698345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],64.3,600.0,1.700202226638794
9,2628,7526b454d8ae448f,,query,2024-11-05 11:47:12.638888,2024-11-05 11:47:14.814539,[],OK,,1730807232.638888,1730807234.814539,20,0,1,2,1,1,1,4,1,1,4,0,0,1,1,1,1,"['2024-11-05 11:47:12,694 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-05 11:47:12,700 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-05 11:47:12,702 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-05 11:47:12,702 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 11:47:12,703 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 11:47:12,703 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 11:47:12,704 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 11:47:12,704 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 11:47:12,706 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 11:47:12,706 - httpx - [_client.py:1786] - INFO', '2024-11-05 11:47:12,706 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 11:47:12,709 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 11:47:12,709 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 11:47:12,709 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 11:47:12,709 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-05 11:47:12,709 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-05 11:47:12,718 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-05 11:47:12,721 - llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG', '2024-11-05 11:47:13,111 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-05 11:47:13,112 - llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG', '2024-11-05 11:47:13,113 - llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG', '2024-11-05 11:47:13,119 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-11-05 11:47:13,120 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 11:47:13,120 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 11:47:13,120 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 11:47:13,120 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 11:47:13,120 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 11:47:14,801 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 11:47:14,802 - httpx - [_client.py:1786] - INFO', '2024-11-05 11:47:14,802 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 11:47:14,803 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 11:47:14,804 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 11:47:14,804 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 11:47:14,804 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-11-05 11:47:14,813 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-05 11:47:14,814 - llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO', '2024-11-05 11:47:13,157 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-11-05 11:47:13,159 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-11-05 11:47:14,780 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-11-05 11:47:14,802 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0.0,2.1756510734558105
10,2628,98d4d64f7dbeb183,7526b454d8ae448f,retrieve,2024-11-05 11:47:12.639727,2024-11-05 11:47:12.713156,[],OK,,1730807232.639727,1730807232.713156,10,0,0,1,0,0,0,4,0,0,1,0,0,0,0,0,0,"['2024-11-05 11:47:12,694 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-05 11:47:12,700 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-05 11:47:12,702 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-05 11:47:12,702 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 11:47:12,703 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 11:47:12,703 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 11:47:12,704 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 11:47:12,704 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 11:47:12,706 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 11:47:12,706 - httpx - [_client.py:1786] - INFO', '2024-11-05 11:47:12,706 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 11:47:12,709 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 11:47:12,709 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 11:47:12,709 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 11:47:12,709 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-05 11:47:12,709 - httpcore.connection - [_trace.py:85] - DEBUG']",25.4,1005.0,0.07342886924743652
