trace_rowid,query>duration,retrieve>duration,embedding>duration,reranking>duration,llm>duration,llm_request>duration,llm_scheduler>duration,llm_generate>duration,trace@query@llm_token_count_completion,trace@query@llm_token_count_prompt,trace@query@llm_token_count_total,trace@retrieve@retrieve_num,trace@embedding@embedding_model_name,trace@embedding@embedding_vector,trace@reranking@rerank_model_name,trace@reranking@top_k,trace@llm_request@llm_model_name,trace@llm_request@parameters_best_of,trace@llm_request@parameters_max_tokens,trace@llm_request@parameters_n,trace@llm_request@parameters_temperature,trace@llm_request@parameters_top_p,log@rag@urllib3.connectionpool - [connectionpool.py:291] - DEBUG,log@rag@openai._base_client - [_base_client.py:1585] - DEBUG,log@rag@httpcore.connection - [_trace.py:85] - DEBUG,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:158] - INFO,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG,log@rag@openai._base_client - [_base_client.py:446] - DEBUG,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:112] - INFO,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG,log@rag@httpcore.http11 - [_trace.py:85] - DEBUG,log@rag@urllib3.connectionpool - [connectionpool.py:546] - DEBUG,log@rag@httpx - [_client.py:1786] - INFO,log@vllm@vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG,log@vllm@vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO,log@vllm@vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO,log@vllm@vllm.engine.metrics - [metrics.py:295] - INFO,log@vllm@vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG,metric@qdrant@cpu_usage_percent,metric@qdrant@mem_rss,metric@qdrant@mem_vms,metric@qdrant@mem_memory_percent,metric@qdrant@disk_read_bytes,metric@qdrant@disk_write_bytes,metric@qdrant@disk_read_count,metric@qdrant@disk_write_count,metric@rag@cpu_usage_percent,metric@rag@mem_rss,metric@rag@mem_vms,metric@rag@mem_memory_percent,metric@rag@disk_read_bytes,metric@rag@disk_write_bytes,metric@rag@disk_read_count,metric@rag@disk_write_count,metric@rag@gpu_3_gpu_utilization_percent,metric@rag@gpu_3_gpu_memory_used_MB,metric@rag@gpu_3_gpu_memory_total_MB,metric@rag@gpu_3_gpu_memory_process_used_MB,metric@rag@gpu_3_gpu_temperature_C,metric@rag@gpu_3_gpu_power_W,metric@rag@gpu_3_gpu_fan_speed_percent,metric@rag@gpu_3_gpu_sm_activity_percent,metric@rag@gpu_4_gpu_utilization_percent,metric@rag@gpu_4_gpu_memory_used_MB,metric@rag@gpu_4_gpu_memory_total_MB,metric@rag@gpu_4_gpu_memory_process_used_MB,metric@rag@gpu_4_gpu_temperature_C,metric@rag@gpu_4_gpu_power_W,metric@rag@gpu_4_gpu_fan_speed_percent,metric@rag@gpu_4_gpu_sm_activity_percent,metric@rag@gpu_3_gpu_graph_clock,metric@rag@gpu_4_gpu_graph_clock,metric@vllm@cpu_usage_percent,metric@vllm@mem_rss,metric@vllm@mem_vms,metric@vllm@mem_memory_percent,metric@vllm@disk_read_bytes,metric@vllm@disk_write_bytes,metric@vllm@disk_read_count,metric@vllm@disk_write_count,metric@vllm@gpu_5_gpu_utilization_percent,metric@vllm@gpu_5_gpu_memory_used_MB,metric@vllm@gpu_5_gpu_memory_total_MB,metric@vllm@gpu_5_gpu_memory_process_used_MB,metric@vllm@gpu_5_gpu_temperature_C,metric@vllm@gpu_5_gpu_power_W,metric@vllm@gpu_5_gpu_fan_speed_percent,metric@vllm@gpu_5_gpu_sm_activity_percent,metric@vllm@gpu_5_gpu_graph_clock,quality@record@quality_kb,quality@record@quality_prompt,quality@answer_correctness,trace@query@input_value_sum,trace@query@output_value_sum,trace@retrieve@documents_contents_sum,trace@retrieve@documents_scores_top3mean,trace@reranking@output_documents_contents_sum,trace@reranking@output_documents_scores_top3mean
987,6.472929954528809,1.0770180225372314,0.0508139133453369,0.3838441371917724,0.973341941833496,0.8978710174560547,0.0197107791900634,0.3525412082672119,5.0,2327.0,2332.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,0,1,8,1,2,1,1,0,1,1,20,4,2,1,1,1,1,1,0.0,29964546048.0,134785609728.0,28.4,2179693785088.0,3715633386496.0,41702075.0,151890056.0,6.2,1809100800.0,47464349696.0,1.3422061922269006,0.0,528384.0,20046.5,663.0,0.5,2299.1875,46068.0,1626.0,37.0,62.999,,0.5,0.0,3617.1875,46068.0,2944.0,37.0,62.313,,0.0,1005.0,1005.0,20.1,5871734784.0,68480028672.0,4.356351390811879,327680.0,1641543680.0,18221.5,6412432.0,0.0,41181.1875,46068.0,40500.0,39.0,64.59049999999999,,0.0,1005.0,0,0,1.0,6,2,4800,0.6395011066666666,1005,0.6827405790487925
988,6.478490114212036,1.064589023590088,0.0428249835968017,0.3817300796508789,0.9942660331726074,0.9008021354675292,0.0206766128540039,0.3541421890258789,5.0,2327.0,2332.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,0,1,8,1,2,1,1,0,1,1,20,4,2,1,1,1,1,1,0.0,29929512960.0,134785609728.0,28.4,2179693785088.0,3715636708352.0,41702075.0,151890247.0,11.8,1809362944.0,47464349696.0,1.3424006818319327,0.0,675840.0,20062.0,791.0,0.0,2299.1875,46068.0,1626.0,37.0,62.454,,0.0,0.0,3617.1875,46068.0,2944.0,37.0,62.419,,0.0,1005.0,1005.0,21.0,5871734784.0,68480028672.0,4.356351390811879,327680.0,1644511232.0,18232.0,6423943.0,0.0,41181.1875,46068.0,40500.0,39.0,69.041,,0.0,1005.0,0,0,1.0,6,2,4800,0.6395011066666666,1005,0.6827405790487925
989,6.48393702507019,1.083324909210205,0.0538239479064941,0.3850789070129394,0.9786710739135742,0.8934459686279297,0.0205788612365722,0.3466854095458984,5.0,2327.0,2332.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,0,1,8,1,2,1,1,0,1,1,20,4,2,1,1,1,1,1,0.0,29929795584.0,134785609728.0,28.4,2179693785088.0,3715637990400.0,41702075.0,151890318.0,12.4,1809887232.0,47464349696.0,1.342789661041997,0.0,774144.0,20075.0,893.0,0.0,2299.1875,46068.0,1626.0,37.0,62.424,,0.0,0.0,3617.1875,46068.0,2944.0,37.0,74.546,,0.0,1005.0,1005.0,21.0,5871734784.0,68480028672.0,4.356351390811879,327680.0,1646526464.0,18239.0,6431769.0,38.0,41181.1875,46068.0,40500.0,40.0,119.683,,38.0,1005.0,0,0,1.0,6,2,4800,0.6395011066666666,1005,0.6827405790487925
990,6.481149196624756,1.0761139392852783,0.048365831375122,0.3731160163879394,0.9920210838317872,0.8991050720214844,0.0204801559448242,0.3519952297210693,5.0,2327.0,2332.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,0,1,8,1,2,1,1,0,1,1,20,4,2,1,1,1,1,1,0.0,29897916416.0,134785609728.0,28.4,2179693785088.0,3715643075584.0,41702075.0,151890554.0,3.2,1809887232.0,47464349696.0,1.342789661041997,0.0,856064.0,20085.5,972.5,0.0,2299.1875,46068.0,1626.0,37.0,62.537,,0.0,0.0,3617.1875,46068.0,2944.0,38.0,66.305,,0.0,1005.0,1005.0,11.2,5871734784.0,68480028672.0,4.356351390811879,327680.0,1647632384.0,18242.5,6436094.0,0.0,41181.1875,46068.0,40500.0,39.0,64.687,,0.0,1005.0,0,0,1.0,6,2,4800,0.6395011066666666,1005,0.6827405790487925
991,6.446023941040039,1.0454809665679932,0.0222530364990234,0.3798811435699463,0.98498797416687,0.8912608623504639,0.0207633972167968,0.3452095985412597,5.0,2327.0,2332.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,0,1,8,1,2,1,1,0,1,1,20,4,2,1,1,1,1,1,0.0,29911633920.0,134785609728.0,28.4,2179693785088.0,3715648074752.0,41702075.0,151890753.0,10.6,1810411520.0,47464349696.0,1.343178640252061,0.0,974848.0,20101.0,1099.0,0.0,2299.1875,46068.0,1626.0,37.0,62.398,,0.0,0.0,3617.1875,46068.0,2944.0,37.0,62.46,,0.0,1005.0,1005.0,20.8,5871734784.0,68480028672.0,4.356351390811879,327680.0,1650601984.0,18253.0,6447601.0,0.0,41181.1875,46068.0,40500.0,39.0,64.806,,0.0,1005.0,0,0,1.0,6,2,4800,0.6395011066666666,1005,0.6827405790487925
992,6.459533929824829,1.0554838180541992,0.0302011966705322,0.3825809955596924,0.9855849742889404,0.8924779891967773,0.0201430320739746,0.347038984298706,5.0,2327.0,2332.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,0,1,8,1,2,1,1,0,1,1,20,4,2,1,1,1,1,1,0.0,29901434880.0,134785609728.0,28.4,2179693785088.0,3715651871744.0,41702075.0,151890899.0,11.6,1810411520.0,47464349696.0,1.343178640252061,0.0,1073152.0,20113.0,1199.0,0.0,2299.1875,46068.0,1626.0,37.0,62.438,,0.0,0.0,3617.1875,46068.0,2944.0,37.0,62.515,,0.0,1005.0,1005.0,21.2,5871734784.0,68480028672.0,4.356351390811879,327680.0,1652617216.0,18260.0,6455427.0,0.0,41181.1875,46068.0,40500.0,40.0,66.961,,0.0,1005.0,0,0,1.0,6,2,4800,0.6395011066666666,1005,0.6827405790487925
993,6.464920997619629,1.0574378967285156,0.0386860370635986,0.3803310394287109,0.9886000156402588,0.8953320980072021,0.0204067230224609,0.3479402065277099,5.0,2327.0,2332.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,0,1,8,1,2,1,1,0,1,1,20,4,2,1,1,1,1,1,0.0,29901070336.0,134785609728.0,28.4,2179693785088.0,3715653334016.0,41702075.0,151890997.0,11.8,1811460096.0,47464349696.0,1.343956598672189,0.0,1179648.0,20126.0,1301.0,0.0,2299.1875,46068.0,1626.0,37.0,62.432,,0.0,0.0,3617.1875,46068.0,2944.0,37.0,74.877,,0.0,1005.0,1005.0,20.8,5871734784.0,68480028672.0,4.356351390811879,327680.0,1654583296.0,18267.0,6463033.0,31.0,41181.1875,46068.0,40500.0,41.0,119.639,,31.0,1005.0,0,0,1.0,6,2,4800,0.6395011066666666,1005,0.6827405790487925
994,6.46754789352417,1.0711519718170166,0.0491020679473876,0.3786118030548095,0.9840679168701172,0.8907451629638672,0.0205659866333007,0.3452320098876953,5.0,2327.0,2332.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,0,1,8,1,2,1,1,0,1,1,20,4,2,1,1,1,1,1,0.0,29892564992.0,134785609728.0,28.4,2179693785088.0,3715657989120.0,41702075.0,151891204.0,4.6,1811984384.0,47464349696.0,1.344345577882253,0.0,1259520.0,20136.5,1380.5,0.0,2299.1875,46068.0,1626.0,37.0,62.418,,0.0,1.5,3617.1875,46068.0,2944.0,38.5,70.756,,1.5,1005.0,1005.0,11.2,5871734784.0,68480028672.0,4.356351390811879,327680.0,1655717888.0,18270.5,6467472.0,0.0,41181.1875,46068.0,40500.0,39.0,64.789,,0.0,1005.0,0,0,1.0,6,2,4800,0.6395011066666666,1005,0.6827405790487925
995,6.454655170440674,1.0776500701904297,0.0499830245971679,0.3633630275726318,0.9827549457550048,0.8870890140533447,0.020132303237915,0.3427886962890625,5.0,2327.0,2332.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,0,1,8,1,2,1,1,0,1,1,20,4,2,1,1,1,1,1,0.0,29908578304.0,134785609728.0,28.4,2179693785088.0,3715663107072.0,41702075.0,151891403.0,10.0,1811984384.0,47464349696.0,1.344345577882253,0.0,1380352.0,20152.0,1507.0,0.0,2299.1875,46068.0,1626.0,37.0,62.413,,0.0,0.0,3617.1875,46068.0,2944.0,37.0,62.557,,0.0,1005.0,1005.0,21.0,5871734784.0,68480028672.0,4.356351390811879,327680.0,1658712064.0,18281.0,6479085.0,0.0,41181.1875,46068.0,40500.0,40.0,64.798,,0.0,1005.0,0,0,1.0,6,2,4800,0.6395011066666666,1005,0.6827405790487925
996,6.432959079742432,1.0824379920959473,0.0501239299774169,0.3797338008880615,0.933560848236084,0.8439350128173828,0.0201749801635742,0.3112471103668213,5.0,2327.0,2332.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,0,1,8,1,2,1,1,0,1,1,20,4,2,1,1,1,1,1,0.0,29912272896.0,134785609728.0,28.4,2179693785088.0,3715666613248.0,41702075.0,151891601.0,12.4,1807405056.0,47464218624.0,1.3409480875943498,0.0,1478656.0,20165.0,1607.0,0.0,2299.1875,46068.0,1626.0,37.0,62.397,,0.0,0.0,3617.1875,46068.0,2944.0,37.0,62.614,,0.0,1005.0,1005.0,20.0,5871734784.0,68480028672.0,4.356351390811879,327680.0,1660674048.0,18288.0,6486691.0,0.0,41181.1875,46068.0,40500.0,40.0,72.324,,0.0,1005.0,0,0,1.0,6,2,4800,0.6395011066666666,1005,0.6827405790487925
