id,trace_rowid,span_id,parent_id,name,start_time,end_time,events,status_code,status_message,start_time_unix,end_time_unix,log@llmrca.create_vdb.pipeline.rag - [rag.py:158] - INFO,log@llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG,log@httpx - [_client.py:1786] - INFO,log@urllib3.connectionpool - [connectionpool.py:546] - DEBUG,log@httpcore.connection - [_trace.py:85] - DEBUG,log@openai._base_client - [_base_client.py:1585] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO,log@openai._base_client - [_base_client.py:446] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:112] - INFO,log@llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG,log@httpcore.http11 - [_trace.py:85] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG,log@urllib3.connectionpool - [connectionpool.py:291] - DEBUG,log@vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO,log@vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO,log@vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG,log@vllm.engine.metrics - [metrics.py:295] - INFO,log@vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG,log_entries,metric@cpu_usage,metric@gpu_graph_clock,duration
1,5267,c09e55b1c6aad067,,query,2024-11-06 15:10:03.073058,2024-11-06 15:10:13.533586,[],OK,,1730905803.073058,1730905813.533586,4,1,2,4,8,1,1,1,0,1,20,1,1,1,1,1,1,1,"['2024-11-06 15:10:03,133 - urllib3.connectionpool - [connectionpool.py:291] - DEBUG', '2024-11-06 15:10:03,137 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-06 15:10:03,141 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 15:10:03,142 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 15:10:03,143 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:10:03,143 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:10:03,143 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:10:03,144 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:10:03,144 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:10:03,147 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:10:03,147 - httpx - [_client.py:1786] - INFO', '2024-11-06 15:10:03,147 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:10:03,148 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:10:03,149 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:10:03,149 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:10:03,149 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 15:10:03,149 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 15:10:03,155 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-06 15:10:03,156 - llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG', '2024-11-06 15:10:03,446 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-06 15:10:03,447 - llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG', '2024-11-06 15:10:03,447 - llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG', '2024-11-06 15:10:03,450 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-11-06 15:10:03,451 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 15:10:03,451 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 15:10:03,451 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 15:10:03,452 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 15:10:03,452 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:10:03,452 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:10:03,452 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:10:03,452 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:10:03,452 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:10:05,495 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:10:05,496 - httpx - [_client.py:1786] - INFO', '2024-11-06 15:10:05,496 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:10:05,497 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:10:05,497 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:10:05,497 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:10:05,498 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-11-06 15:10:05,521 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-06 15:10:05,523 - llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO', '2024-11-06 15:10:07,525 - llmrca.create_vdb.pipeline.rag - [rag.py:158] - INFO', '2024-11-06 15:10:09,528 - llmrca.create_vdb.pipeline.rag - [rag.py:158] - INFO', '2024-11-06 15:10:11,530 - llmrca.create_vdb.pipeline.rag - [rag.py:158] - INFO', '2024-11-06 15:10:13,533 - llmrca.create_vdb.pipeline.rag - [rag.py:158] - INFO', '2024-11-06 15:10:03,519 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-11-06 15:10:03,521 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-11-06 15:10:04,055 - vllm.engine.metrics - [metrics.py:295] - INFO', '2024-11-06 15:10:05,474 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-11-06 15:10:05,496 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0,10.460528135299683
2,5267,b814a6b3ba924f0c,c09e55b1c6aad067,retrieve,2024-11-06 15:10:03.073900,2024-11-06 15:10:03.151720,[],OK,,1730905803.0739,1730905803.15172,0,0,1,1,4,0,0,0,0,0,10,0,1,0,0,0,0,0,"['2024-11-06 15:10:03,133 - urllib3.connectionpool - [connectionpool.py:291] - DEBUG', '2024-11-06 15:10:03,137 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-06 15:10:03,141 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 15:10:03,142 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 15:10:03,143 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:10:03,143 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:10:03,143 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:10:03,144 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:10:03,144 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:10:03,147 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:10:03,147 - httpx - [_client.py:1786] - INFO', '2024-11-06 15:10:03,147 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:10:03,148 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:10:03,149 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:10:03,149 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:10:03,149 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 15:10:03,149 - httpcore.connection - [_trace.py:85] - DEBUG']",11.2,1740,0.0778200626373291
3,5267,56d76a87d9cb9aef,b814a6b3ba924f0c,embedding,2024-11-06 15:10:03.074671,2024-11-06 15:10:03.130723,[],OK,,1730905803.074671,1730905803.130723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],11.2,1740,0.05605196952819824
4,5267,2979da8ac3b930c3,c09e55b1c6aad067,reranking,2024-11-06 15:10:03.159718,2024-11-06 15:10:03.442251,[],OK,,1730905803.159718,1730905803.442251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],11.2,1740,0.2825329303741455
5,5267,8e6e91e31ee7b3e0,c09e55b1c6aad067,llm,2024-11-06 15:10:03.447867,2024-11-06 15:10:05.499674,[],OK,,1730905803.447867,1730905805.499674,0,0,1,0,4,1,0,1,0,0,10,0,0,1,1,1,1,1,"['2024-11-06 15:10:03,450 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-11-06 15:10:03,451 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 15:10:03,451 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 15:10:03,451 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 15:10:03,452 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 15:10:03,452 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:10:03,452 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:10:03,452 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:10:03,452 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:10:03,452 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:10:05,495 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:10:05,496 - httpx - [_client.py:1786] - INFO', '2024-11-06 15:10:05,496 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:10:05,497 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:10:05,497 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:10:05,497 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:10:05,498 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-11-06 15:10:03,519 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-11-06 15:10:03,521 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-11-06 15:10:04,055 - vllm.engine.metrics - [metrics.py:295] - INFO', '2024-11-06 15:10:05,474 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-11-06 15:10:05,496 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0,2.051807165145874
6,5267,65e049937f411fed,8e6e91e31ee7b3e0,llm_request,2024-11-06 15:10:03.519079,2024-11-06 15:10:05.473882,[],OK,,1730905803.519079,1730905805.473882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0.0,0,1.9548029899597168
7,5267,075d52205a903145,65e049937f411fed,llm_scheduler,2024-11-06 23:10:03.541495,2024-11-06 23:10:03.563910,[],OK,,1730905803.5414946,1730905803.5639105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],43.0,1740,0.022415876388549805
8,5267,41c44f8c8bcf70d3,65e049937f411fed,llm_generate,2024-11-06 23:10:04.037643,2024-11-06 23:10:05.448078,[],OK,,1730905804.0376427,1730905805.448078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],43.0,1740,1.4104351997375488
9,5268,f64d3e805f7c8967,,query,2024-11-06 15:10:13.546460,2024-11-06 15:10:22.793792,[],OK,,1730905813.54646,1730905822.793792,4,1,2,4,8,1,1,1,0,1,20,1,0,1,1,1,1,1,"['2024-11-06 15:10:13,602 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-06 15:10:13,607 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 15:10:13,608 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 15:10:13,609 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:10:13,609 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:10:13,609 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:10:13,610 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:10:13,610 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:10:13,613 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:10:13,613 - httpx - [_client.py:1786] - INFO', '2024-11-06 15:10:13,614 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:10:13,616 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:10:13,616 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:10:13,617 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:10:13,617 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 15:10:13,617 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 15:10:13,633 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-06 15:10:13,636 - llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG', '2024-11-06 15:10:13,947 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-06 15:10:13,948 - llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG', '2024-11-06 15:10:13,948 - llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG', '2024-11-06 15:10:13,951 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-11-06 15:10:13,952 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 15:10:13,953 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 15:10:13,953 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 15:10:13,953 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 15:10:13,954 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:10:13,954 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:10:13,954 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:10:13,954 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:10:13,954 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:10:14,774 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:10:14,775 - httpx - [_client.py:1786] - INFO', '2024-11-06 15:10:14,775 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:10:14,776 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:10:14,776 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:10:14,776 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:10:14,777 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-11-06 15:10:14,783 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-06 15:10:14,784 - llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO', '2024-11-06 15:10:16,786 - llmrca.create_vdb.pipeline.rag - [rag.py:158] - INFO', '2024-11-06 15:10:18,789 - llmrca.create_vdb.pipeline.rag - [rag.py:158] - INFO', '2024-11-06 15:10:20,791 - llmrca.create_vdb.pipeline.rag - [rag.py:158] - INFO', '2024-11-06 15:10:22,793 - llmrca.create_vdb.pipeline.rag - [rag.py:158] - INFO', '2024-11-06 15:10:14,026 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-11-06 15:10:14,029 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-11-06 15:10:14,617 - vllm.engine.metrics - [metrics.py:295] - INFO', '2024-11-06 15:10:14,754 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-11-06 15:10:14,775 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0,9.247332096099854
10,5268,4a2a7a6277a0e22e,f64d3e805f7c8967,retrieve,2024-11-06 15:10:13.547289,2024-11-06 15:10:13.625797,[],OK,,1730905813.547289,1730905813.625797,0,0,1,1,4,0,0,0,0,0,10,0,0,0,0,0,0,0,"['2024-11-06 15:10:13,602 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-06 15:10:13,607 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 15:10:13,608 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 15:10:13,609 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:10:13,609 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:10:13,609 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:10:13,610 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:10:13,610 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:10:13,613 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:10:13,613 - httpx - [_client.py:1786] - INFO', '2024-11-06 15:10:13,614 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:10:13,616 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:10:13,616 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:10:13,617 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 15:10:13,617 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 15:10:13,617 - httpcore.connection - [_trace.py:85] - DEBUG']",11.6,1740,0.07850813865661621
