id,trace_rowid,span_id,parent_id,name,start_time,end_time,events,status_code,status_message,start_time_unix,end_time_unix,log@httpcore.http11 - [_trace.py:85] - DEBUG,log@urllib3.connectionpool - [connectionpool.py:291] - DEBUG,log@openai._base_client - [_base_client.py:446] - DEBUG,log@httpx - [_client.py:1786] - INFO,log@llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG,log@openai._base_client - [_base_client.py:1585] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO,log@httpcore.connection - [_trace.py:85] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG,log@urllib3.connectionpool - [connectionpool.py:546] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:112] - INFO,log@vllm.engine.metrics - [metrics.py:295] - INFO,log@vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG,log@vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG,log@vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO,log@vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO,log_entries,metric@cpu_usage,metric@gpu_graph_clock,duration
1,1115,7eee7d589eb82431,,query,2024-11-04 17:00:37.703107,2024-11-04 17:00:49.039850,[],OK,,1730739637.703107,1730739649.03985,20,2,1,2,1,1,1,8,1,1,4,0,2,1,1,1,1,"['2024-11-04 17:00:37,758 - urllib3.connectionpool - [connectionpool.py:291] - DEBUG', '2024-11-04 17:00:37,762 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-04 17:00:37,767 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 17:00:37,769 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 17:00:37,769 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 17:00:37,770 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 17:00:37,770 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 17:00:37,770 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 17:00:37,770 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 17:00:37,773 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 17:00:37,774 - httpx - [_client.py:1786] - INFO', '2024-11-04 17:00:37,774 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 17:00:37,776 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 17:00:37,776 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 17:00:37,777 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 17:00:37,777 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 17:00:37,777 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 17:00:37,796 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-04 17:00:37,799 - llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG', '2024-11-04 17:00:38,184 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-04 17:00:38,185 - llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG', '2024-11-04 17:00:38,185 - llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG', '2024-11-04 17:00:38,188 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-11-04 17:00:38,189 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 17:00:38,189 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 17:00:38,189 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 17:00:38,190 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 17:00:38,190 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 17:00:38,191 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 17:00:38,191 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 17:00:38,191 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 17:00:38,191 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 17:00:48,941 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 17:00:48,941 - httpx - [_client.py:1786] - INFO', '2024-11-04 17:00:48,941 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 17:00:49,033 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 17:00:49,033 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 17:00:49,033 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 17:00:49,034 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-11-04 17:00:49,036 - urllib3.connectionpool - [connectionpool.py:291] - DEBUG', '2024-11-04 17:00:49,039 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-04 17:00:49,039 - llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO', '2024-11-04 17:00:38,733 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-11-04 17:00:38,738 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-11-04 17:00:42,134 - vllm.engine.metrics - [metrics.py:295] - INFO', '2024-11-04 17:00:47,235 - vllm.engine.metrics - [metrics.py:295] - INFO', '2024-11-04 17:00:48,638 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-11-04 17:00:49,032 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0,11.336742877960205
2,1115,159c3f2181252001,7eee7d589eb82431,retrieve,2024-11-04 17:00:37.703882,2024-11-04 17:00:37.785630,[],OK,,1730739637.703882,1730739637.78563,10,1,0,1,0,0,0,4,0,0,1,0,0,0,0,0,0,"['2024-11-04 17:00:37,758 - urllib3.connectionpool - [connectionpool.py:291] - DEBUG', '2024-11-04 17:00:37,762 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-04 17:00:37,767 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 17:00:37,769 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 17:00:37,769 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 17:00:37,770 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 17:00:37,770 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 17:00:37,770 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 17:00:37,770 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 17:00:37,773 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 17:00:37,774 - httpx - [_client.py:1786] - INFO', '2024-11-04 17:00:37,774 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 17:00:37,776 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 17:00:37,776 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 17:00:37,777 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 17:00:37,777 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 17:00:37,777 - httpcore.connection - [_trace.py:85] - DEBUG']",11.6,1005,0.08174800872802734
3,1115,ff7459d0135c53f3,159c3f2181252001,embedding,2024-11-04 17:00:37.704591,2024-11-04 17:00:37.755560,[],OK,,1730739637.704591,1730739637.75556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],11.6,1005,0.05096888542175293
4,1115,7cf932f2cc3f5b6d,7eee7d589eb82431,reranking,2024-11-04 17:00:37.802131,2024-11-04 17:00:38.180230,[],OK,,1730739637.802131,1730739638.18023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],11.6,1005,0.3780989646911621
5,1115,cdd71ffb9b373c19,7eee7d589eb82431,llm,2024-11-04 17:00:38.186319,2024-11-04 17:00:49.034871,[],OK,,1730739638.186319,1730739649.034871,10,0,1,1,0,1,0,4,0,0,0,0,2,1,1,1,1,"['2024-11-04 17:00:38,188 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-11-04 17:00:38,189 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 17:00:38,189 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 17:00:38,189 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 17:00:38,190 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 17:00:38,190 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 17:00:38,191 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 17:00:38,191 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 17:00:38,191 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 17:00:38,191 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 17:00:48,941 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 17:00:48,941 - httpx - [_client.py:1786] - INFO', '2024-11-04 17:00:48,941 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 17:00:49,033 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 17:00:49,033 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 17:00:49,033 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 17:00:49,034 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-11-04 17:00:38,733 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-11-04 17:00:38,738 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-11-04 17:00:42,134 - vllm.engine.metrics - [metrics.py:295] - INFO', '2024-11-04 17:00:47,235 - vllm.engine.metrics - [metrics.py:295] - INFO', '2024-11-04 17:00:48,638 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-11-04 17:00:49,032 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0,10.848551988601685
6,1115,36445ac3ac636d28,cdd71ffb9b373c19,llm_request,2024-11-04 17:00:38.733620,2024-11-04 17:00:48.637422,[],OK,,1730739638.73362,1730739648.637422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0.0,0,9.903802156448364
7,1115,74e4c4167c6b6702,36445ac3ac636d28,llm_scheduler,2024-11-05 01:00:39.136633,2024-11-05 01:00:39.539647,[],OK,,1730739639.1366332,1730739639.5396466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],9.2,1005,0.4030134677886963
8,1115,c37f78264fb1d161,36445ac3ac636d28,llm_generate,2024-11-05 01:00:40.033578,2024-11-05 01:00:48.336432,[],OK,,1730739640.033578,1730739648.336432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],10.6,1005,8.302854061126709
9,1116,1291151ef75b23ce,,query,2024-11-04 17:00:49.046396,2024-11-04 17:00:53.144814,[],OK,,1730739649.046396,1730739653.144814,20,0,1,2,1,1,1,4,1,1,4,0,1,1,1,1,1,"['2024-11-04 17:00:49,071 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-04 17:00:49,074 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 17:00:49,075 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 17:00:49,076 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 17:00:49,076 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 17:00:49,076 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 17:00:49,077 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 17:00:49,077 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 17:00:49,078 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 17:00:49,079 - httpx - [_client.py:1786] - INFO', '2024-11-04 17:00:49,079 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 17:00:49,080 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 17:00:49,081 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 17:00:49,081 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 17:00:49,081 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 17:00:49,081 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 17:00:49,091 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-04 17:00:49,093 - llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG', '2024-11-04 17:00:49,468 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-04 17:00:49,468 - llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG', '2024-11-04 17:00:49,469 - llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG', '2024-11-04 17:00:49,472 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-11-04 17:00:49,473 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 17:00:49,473 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 17:00:49,473 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 17:00:49,473 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 17:00:49,474 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 17:00:53,040 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 17:00:53,041 - httpx - [_client.py:1786] - INFO', '2024-11-04 17:00:53,041 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 17:00:53,134 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 17:00:53,134 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 17:00:53,135 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 17:00:53,135 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-11-04 17:00:53,143 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-04 17:00:53,144 - llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO', '2024-11-04 17:00:49,939 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-11-04 17:00:50,033 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-11-04 17:00:52,540 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-11-04 17:00:52,741 - vllm.engine.metrics - [metrics.py:295] - INFO', '2024-11-04 17:00:53,132 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0,4.0984179973602295
10,1116,324da4237122efe4,1291151ef75b23ce,retrieve,2024-11-04 17:00:49.046706,2024-11-04 17:00:49.086737,[],OK,,1730739649.046706,1730739649.086737,10,0,0,1,0,0,0,4,0,0,1,0,0,0,0,0,0,"['2024-11-04 17:00:49,071 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-04 17:00:49,074 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 17:00:49,075 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 17:00:49,076 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 17:00:49,076 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 17:00:49,076 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 17:00:49,077 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 17:00:49,077 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 17:00:49,078 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 17:00:49,079 - httpx - [_client.py:1786] - INFO', '2024-11-04 17:00:49,079 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 17:00:49,080 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 17:00:49,081 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 17:00:49,081 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 17:00:49,081 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 17:00:49,081 - httpcore.connection - [_trace.py:85] - DEBUG']",9.6,1005,0.04003095626831055
