id,trace_rowid,span_id,parent_id,name,start_time,end_time,events,status_code,status_message,start_time_unix,end_time_unix,log@urllib3.connectionpool - [connectionpool.py:546] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:112] - INFO,log@llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO,log@llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG,log@httpcore.connection - [_trace.py:85] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG,log@urllib3.connectionpool - [connectionpool.py:291] - DEBUG,log@openai._base_client - [_base_client.py:446] - DEBUG,log@openai._base_client - [_base_client.py:1585] - DEBUG,log@httpx - [_client.py:1786] - INFO,log@httpcore.http11 - [_trace.py:85] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG,log@vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO,log@vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO,log@vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG,log@vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG,log@vllm.engine.metrics - [metrics.py:295] - INFO,log_entries,metric@cpu_usage,metric@gpu_graph_clock,duration
1,3,e360e301f4a546ed,,query,2024-10-30 13:03:53.524504,2024-10-30 13:03:57.266034,[],OK,,1730293433.524504,1730293437.266034,4,0,1,1,8,1,1,1,1,2,20,1,1,1,1,1,1,"['2024-10-30 13:03:53,581 - urllib3.connectionpool - [connectionpool.py:291] - DEBUG', '2024-10-30 13:03:53,585 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-30 13:03:53,590 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 13:03:53,591 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 13:03:53,591 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 13:03:53,592 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 13:03:53,592 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 13:03:53,592 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 13:03:53,592 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 13:03:53,596 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 13:03:53,597 - httpx - [_client.py:1786] - INFO', '2024-10-30 13:03:53,597 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 13:03:53,599 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 13:03:53,599 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 13:03:53,600 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 13:03:53,600 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 13:03:53,600 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 13:03:54,617 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-30 13:03:54,620 - llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG', '2024-10-30 13:03:55,013 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-30 13:03:55,013 - llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG', '2024-10-30 13:03:55,014 - llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG', '2024-10-30 13:03:55,017 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-10-30 13:03:55,017 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 13:03:55,017 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 13:03:55,018 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 13:03:55,018 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 13:03:55,018 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 13:03:55,019 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 13:03:55,019 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 13:03:55,019 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 13:03:55,019 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 13:03:57,254 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 13:03:57,255 - httpx - [_client.py:1786] - INFO', '2024-10-30 13:03:57,255 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 13:03:57,256 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 13:03:57,256 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 13:03:57,256 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 13:03:57,257 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-10-30 13:03:57,264 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-30 13:03:57,265 - llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO', '2024-10-30 13:03:55,079 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-10-30 13:03:55,082 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-10-30 13:03:55,615 - vllm.engine.metrics - [metrics.py:295] - INFO', '2024-10-30 13:03:57,232 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-10-30 13:03:57,255 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0.0,3.741529941558838
2,3,8e88bbd3f3399701,e360e301f4a546ed,retrieve,2024-10-30 13:03:53.525449,2024-10-30 13:03:54.609187,[],OK,,1730293433.525449,1730293434.609187,1,0,0,0,4,0,1,0,0,1,10,0,0,0,0,0,0,"['2024-10-30 13:03:53,581 - urllib3.connectionpool - [connectionpool.py:291] - DEBUG', '2024-10-30 13:03:53,585 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-30 13:03:53,590 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 13:03:53,591 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 13:03:53,591 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 13:03:53,592 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 13:03:53,592 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 13:03:53,592 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 13:03:53,592 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 13:03:53,596 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 13:03:53,597 - httpx - [_client.py:1786] - INFO', '2024-10-30 13:03:53,597 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 13:03:53,599 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 13:03:53,599 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 13:03:53,600 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 13:03:53,600 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 13:03:53,600 - httpcore.connection - [_trace.py:85] - DEBUG']",13.6,1005.0,1.083737850189209
3,3,34e1928a39b9b28a,8e88bbd3f3399701,embedding,2024-10-30 13:03:53.526308,2024-10-30 13:03:53.578372,[],OK,,1730293433.526308,1730293433.578372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],13.6,1005.0,0.052063941955566406
4,3,ae23f5d983601089,e360e301f4a546ed,reranking,2024-10-30 13:03:54.627438,2024-10-30 13:03:55.008919,[],OK,,1730293434.627438,1730293435.008919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],13.6,1005.0,0.3814809322357178
5,3,ad038ea723405c27,e360e301f4a546ed,llm,2024-10-30 13:03:55.014689,2024-10-30 13:03:57.258952,[],OK,,1730293435.014689,1730293437.258952,0,0,0,0,4,0,0,1,1,1,10,0,1,1,1,1,1,"['2024-10-30 13:03:55,017 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-10-30 13:03:55,017 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 13:03:55,017 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 13:03:55,018 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 13:03:55,018 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 13:03:55,018 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 13:03:55,019 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 13:03:55,019 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 13:03:55,019 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 13:03:55,019 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 13:03:57,254 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 13:03:57,255 - httpx - [_client.py:1786] - INFO', '2024-10-30 13:03:57,255 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 13:03:57,256 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 13:03:57,256 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 13:03:57,256 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 13:03:57,257 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-10-30 13:03:55,079 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-10-30 13:03:55,082 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-10-30 13:03:55,615 - vllm.engine.metrics - [metrics.py:295] - INFO', '2024-10-30 13:03:57,232 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-10-30 13:03:57,255 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0.0,2.244262933731079
6,3,a905d7507e1ea9c5,ad038ea723405c27,llm_request,2024-10-30 13:03:55.079470,2024-10-30 13:03:57.231489,[],OK,,1730293435.07947,1730293437.231489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0.0,0.0,2.1520190238952637
7,3,fca01e86166b4e8b,a905d7507e1ea9c5,llm_scheduler,2024-10-30 21:03:55.099638,2024-10-30 21:03:55.119806,[],OK,,1730293435.0996375,1730293435.1198058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],47.0,1005.0,0.020168304443359375
8,3,c5620ff65ca0e27f,a905d7507e1ea9c5,llm_generate,2024-10-30 21:03:55.596617,2024-10-30 21:03:57.202106,[],OK,,1730293435.5966167,1730293437.2021055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],47.0,1005.0,1.6054887771606445
9,4,3945a439ac072cb8,,query,2024-10-30 13:03:57.277516,2024-10-30 13:03:59.699019,[],OK,,1730293437.277516,1730293439.699019,4,0,1,1,4,1,0,1,1,2,20,1,1,1,1,1,0,"['2024-10-30 13:03:57,330 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-30 13:03:57,335 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 13:03:57,336 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 13:03:57,336 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 13:03:57,337 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 13:03:57,337 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 13:03:57,337 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 13:03:57,337 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 13:03:57,340 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 13:03:57,340 - httpx - [_client.py:1786] - INFO', '2024-10-30 13:03:57,340 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 13:03:57,342 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 13:03:57,342 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 13:03:57,342 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 13:03:57,343 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 13:03:57,343 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 13:03:58,359 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-30 13:03:58,362 - llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG', '2024-10-30 13:03:58,755 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-30 13:03:58,756 - llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG', '2024-10-30 13:03:58,756 - llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG', '2024-10-30 13:03:58,760 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-10-30 13:03:58,761 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 13:03:58,762 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 13:03:58,762 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 13:03:58,762 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 13:03:58,762 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 13:03:59,686 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 13:03:59,687 - httpx - [_client.py:1786] - INFO', '2024-10-30 13:03:59,688 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 13:03:59,688 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 13:03:59,689 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 13:03:59,689 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 13:03:59,689 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-10-30 13:03:59,697 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-30 13:03:59,698 - llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO', '2024-10-30 13:03:58,784 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-10-30 13:03:58,785 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-10-30 13:03:59,665 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-10-30 13:03:59,687 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0.0,2.4215030670166016
10,4,fa7f4e5d6849af9d,3945a439ac072cb8,retrieve,2024-10-30 13:03:57.278267,2024-10-30 13:03:58.350238,[],OK,,1730293437.278267,1730293438.350238,1,0,0,0,4,0,0,0,0,1,10,0,0,0,0,0,0,"['2024-10-30 13:03:57,330 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-30 13:03:57,335 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 13:03:57,336 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 13:03:57,336 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 13:03:57,337 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 13:03:57,337 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 13:03:57,337 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 13:03:57,337 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 13:03:57,340 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 13:03:57,340 - httpx - [_client.py:1786] - INFO', '2024-10-30 13:03:57,340 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 13:03:57,342 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 13:03:57,342 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 13:03:57,342 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 13:03:57,343 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 13:03:57,343 - httpcore.connection - [_trace.py:85] - DEBUG']",13.6,1005.0,1.0719711780548096
