id,trace_rowid,span_id,parent_id,name,start_time,end_time,events,status_code,status_message,start_time_unix,end_time_unix,log@httpx - [_client.py:1786] - INFO,log@llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO,log@httpcore.http11 - [_trace.py:85] - DEBUG,log@openai._base_client - [_base_client.py:1585] - DEBUG,log@openai._base_client - [_base_client.py:446] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG,log@urllib3.connectionpool - [connectionpool.py:291] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:112] - INFO,log@httpcore.connection - [_trace.py:85] - DEBUG,log@urllib3.connectionpool - [connectionpool.py:546] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG,log@vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG,log@vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO,log@vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG,log@vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO,log@vllm.engine.metrics - [metrics.py:295] - INFO,log_entries,metric@cpu_usage,metric@gpu_graph_clock,duration
1,1015,2a2ddfa5feddc311,,query,2024-11-04 16:46:22.702301,2024-11-04 16:46:36.444887,[],OK,,1730738782.702301,1730738796.444887,2,1,20,1,1,1,1,2,0,8,4,1,1,1,1,1,3,"['2024-11-04 16:46:22,762 - urllib3.connectionpool - [connectionpool.py:291] - DEBUG', '2024-11-04 16:46:22,766 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-04 16:46:22,771 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 16:46:22,772 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 16:46:22,773 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:46:22,773 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:46:22,774 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:46:22,774 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:46:22,774 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:46:22,777 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:46:22,778 - httpx - [_client.py:1786] - INFO', '2024-11-04 16:46:22,778 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:46:22,780 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:46:22,780 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:46:22,780 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:46:22,781 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 16:46:22,781 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 16:46:22,796 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-04 16:46:22,799 - llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG', '2024-11-04 16:46:23,192 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-04 16:46:23,193 - llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG', '2024-11-04 16:46:23,193 - llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG', '2024-11-04 16:46:23,196 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-11-04 16:46:23,197 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 16:46:23,197 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 16:46:23,197 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 16:46:23,198 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 16:46:23,198 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:46:23,198 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:46:23,198 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:46:23,198 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:46:23,198 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:46:36,340 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:46:36,341 - httpx - [_client.py:1786] - INFO', '2024-11-04 16:46:36,342 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:46:36,433 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:46:36,433 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:46:36,434 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:46:36,434 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-11-04 16:46:36,439 - urllib3.connectionpool - [connectionpool.py:291] - DEBUG', '2024-11-04 16:46:36,443 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-04 16:46:36,444 - llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO', '2024-11-04 16:46:23,337 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-11-04 16:46:23,339 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-11-04 16:46:24,932 - vllm.engine.metrics - [metrics.py:295] - INFO', '2024-11-04 16:46:30,232 - vllm.engine.metrics - [metrics.py:295] - INFO', '2024-11-04 16:46:35,840 - vllm.engine.metrics - [metrics.py:295] - INFO', '2024-11-04 16:46:36,134 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-11-04 16:46:36,431 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0.0,13.742585897445679
2,1015,219f9eb531ae51e9,2a2ddfa5feddc311,retrieve,2024-11-04 16:46:22.703107,2024-11-04 16:46:22.788493,[],OK,,1730738782.703107,1730738782.788493,1,0,10,0,0,0,0,1,0,4,1,0,0,0,0,0,0,"['2024-11-04 16:46:22,762 - urllib3.connectionpool - [connectionpool.py:291] - DEBUG', '2024-11-04 16:46:22,766 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-04 16:46:22,771 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 16:46:22,772 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 16:46:22,773 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:46:22,773 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:46:22,774 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:46:22,774 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:46:22,774 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:46:22,777 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:46:22,778 - httpx - [_client.py:1786] - INFO', '2024-11-04 16:46:22,778 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:46:22,780 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:46:22,780 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:46:22,780 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:46:22,781 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 16:46:22,781 - httpcore.connection - [_trace.py:85] - DEBUG']",12.0,1005.0,0.08538579940795898
3,1015,772196c2732d5d02,219f9eb531ae51e9,embedding,2024-11-04 16:46:22.703839,2024-11-04 16:46:22.758993,[],OK,,1730738782.703839,1730738782.758993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],12.0,1005.0,0.055153846740722656
4,1015,6c09acb56d7fa70d,2a2ddfa5feddc311,reranking,2024-11-04 16:46:22.805758,2024-11-04 16:46:23.187817,[],OK,,1730738782.805758,1730738783.187817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],12.0,1005.0,0.38205909729003906
5,1015,81796550a59a6f79,2a2ddfa5feddc311,llm,2024-11-04 16:46:23.194045,2024-11-04 16:46:36.436374,[],OK,,1730738783.194045,1730738796.436374,1,0,10,1,1,0,0,0,0,4,0,0,1,1,1,1,3,"['2024-11-04 16:46:23,196 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-11-04 16:46:23,197 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 16:46:23,197 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 16:46:23,197 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 16:46:23,198 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 16:46:23,198 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:46:23,198 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:46:23,198 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:46:23,198 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:46:23,198 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:46:36,340 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:46:36,341 - httpx - [_client.py:1786] - INFO', '2024-11-04 16:46:36,342 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:46:36,433 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:46:36,433 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:46:36,434 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:46:36,434 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-11-04 16:46:23,337 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-11-04 16:46:23,339 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-11-04 16:46:24,932 - vllm.engine.metrics - [metrics.py:295] - INFO', '2024-11-04 16:46:30,232 - vllm.engine.metrics - [metrics.py:295] - INFO', '2024-11-04 16:46:35,840 - vllm.engine.metrics - [metrics.py:295] - INFO', '2024-11-04 16:46:36,134 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-11-04 16:46:36,431 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0.0,13.242328882217407
6,1015,479834f90d5b5b54,81796550a59a6f79,llm_request,2024-11-04 16:46:23.337820,2024-11-04 16:46:36.134024,[],OK,,1730738783.33782,1730738796.134024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0.0,0.0,12.796203851699829
7,1015,d351c7ed9ea401be,479834f90d5b5b54,llm_scheduler,2024-11-05 00:46:23.740564,2024-11-05 00:46:24.143308,[],OK,,1730738783.740564,1730738784.1433082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],7.6,1005.0,0.4027440547943115
8,1015,7ec36fc83c251026,479834f90d5b5b54,llm_generate,2024-11-05 00:46:24.733786,2024-11-05 00:46:35.835593,[],OK,,1730738784.7337856,1730738795.8355932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],8.8,1005.0,11.101807594299316
9,1016,b5d35a347d5fcc7f,,query,2024-11-04 16:46:36.455437,2024-11-04 16:46:40.747923,[],OK,,1730738796.455437,1730738800.747923,2,1,20,1,1,1,1,0,0,4,4,1,1,1,1,1,0,"['2024-11-04 16:46:36,511 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-04 16:46:36,515 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 16:46:36,516 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 16:46:36,517 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:46:36,517 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:46:36,517 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:46:36,517 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:46:36,518 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:46:36,521 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:46:36,521 - httpx - [_client.py:1786] - INFO', '2024-11-04 16:46:36,522 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:46:36,524 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:46:36,524 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:46:36,525 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:46:36,525 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 16:46:36,525 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 16:46:36,540 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-04 16:46:36,543 - llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG', '2024-11-04 16:46:36,939 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-04 16:46:36,940 - llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG', '2024-11-04 16:46:36,940 - llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG', '2024-11-04 16:46:36,944 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-11-04 16:46:36,947 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:46:36,947 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:46:36,947 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:46:36,948 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:46:36,948 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:46:40,734 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:46:40,735 - httpx - [_client.py:1786] - INFO', '2024-11-04 16:46:40,735 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:46:40,737 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:46:40,737 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:46:40,738 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:46:40,738 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-11-04 16:46:40,746 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-04 16:46:40,747 - llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO', '2024-11-04 16:46:37,638 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-11-04 16:46:37,732 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-11-04 16:46:40,335 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-11-04 16:46:40,736 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0.0,4.292485952377319
10,1016,d41a8b9d15b431c1,b5d35a347d5fcc7f,retrieve,2024-11-04 16:46:36.456219,2024-11-04 16:46:36.532747,[],OK,,1730738796.456219,1730738796.532747,1,0,10,0,0,0,0,0,0,4,1,0,0,0,0,0,0,"['2024-11-04 16:46:36,511 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-04 16:46:36,515 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 16:46:36,516 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 16:46:36,517 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:46:36,517 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:46:36,517 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:46:36,517 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:46:36,518 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:46:36,521 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:46:36,521 - httpx - [_client.py:1786] - INFO', '2024-11-04 16:46:36,522 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:46:36,524 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:46:36,524 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:46:36,525 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 16:46:36,525 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 16:46:36,525 - httpcore.connection - [_trace.py:85] - DEBUG']",11.0,1005.0,0.07652807235717773
