id,trace_rowid,span_id,parent_id,name,start_time,end_time,events,status_code,status_message,start_time_unix,end_time_unix,log@httpx - [_client.py:1786] - INFO,log@urllib3.connectionpool - [connectionpool.py:546] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:112] - INFO,log@urllib3.connectionpool - [connectionpool.py:291] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO,log@openai._base_client - [_base_client.py:1585] - DEBUG,log@openai._base_client - [_base_client.py:446] - DEBUG,log@httpcore.connection - [_trace.py:85] - DEBUG,log@httpcore.http11 - [_trace.py:85] - DEBUG,log@vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG,log@vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG,log@vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO,log@vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO,log@vllm.engine.metrics - [metrics.py:295] - INFO,log_entries,metric@cpu_usage,metric@gpu_graph_clock,duration
1,616,7ebb0ed813048822,,query,2024-10-31 00:38:34.645694,2024-10-31 00:38:37.196381,[],OK,,1730335114.645694,1730335117.196381,2,4,1,0,1,1,1,1,1,1,8,20,1,1,1,1,1,"['2024-10-31 00:38:34,708 - urllib3.connectionpool - [connectionpool.py:291] - DEBUG', '2024-10-31 00:38:34,712 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-31 00:38:34,716 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 00:38:34,718 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 00:38:34,718 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:38:34,719 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:38:34,719 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:38:34,719 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:38:34,719 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:38:34,722 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:38:34,723 - httpx - [_client.py:1786] - INFO', '2024-10-31 00:38:34,723 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:38:34,725 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:38:34,725 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:38:34,725 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:38:34,725 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 00:38:34,726 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 00:38:35,745 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-31 00:38:35,749 - llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG', '2024-10-31 00:38:36,198 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-31 00:38:36,199 - llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG', '2024-10-31 00:38:36,199 - llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG', '2024-10-31 00:38:36,202 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-10-31 00:38:36,202 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 00:38:36,203 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 00:38:36,203 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 00:38:36,204 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 00:38:36,204 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:38:36,204 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:38:36,204 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:38:36,204 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:38:36,204 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:38:37,189 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:38:37,189 - httpx - [_client.py:1786] - INFO', '2024-10-31 00:38:37,190 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:38:37,190 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:38:37,191 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:38:37,191 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:38:37,191 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-10-31 00:38:37,195 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-31 00:38:37,196 - llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO', '2024-10-31 00:38:36,269 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-10-31 00:38:36,271 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-10-31 00:38:36,804 - vllm.engine.metrics - [metrics.py:295] - INFO', '2024-10-31 00:38:37,167 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-10-31 00:38:37,189 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0.0,2.550687074661255
2,616,559ebfdabebec5ce,7ebb0ed813048822,retrieve,2024-10-31 00:38:34.646629,2024-10-31 00:38:35.733553,[],OK,,1730335114.646629,1730335115.733553,1,1,0,0,1,0,0,0,0,0,4,10,0,0,0,0,0,"['2024-10-31 00:38:34,708 - urllib3.connectionpool - [connectionpool.py:291] - DEBUG', '2024-10-31 00:38:34,712 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-31 00:38:34,716 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 00:38:34,718 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 00:38:34,718 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:38:34,719 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:38:34,719 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:38:34,719 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:38:34,719 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:38:34,722 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:38:34,723 - httpx - [_client.py:1786] - INFO', '2024-10-31 00:38:34,723 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:38:34,725 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:38:34,725 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:38:34,725 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:38:34,725 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 00:38:34,726 - httpcore.connection - [_trace.py:85] - DEBUG']",24.8,810.0,1.0869238376617432
3,616,1b8efbd7665e12db,559ebfdabebec5ce,embedding,2024-10-31 00:38:34.647495,2024-10-31 00:38:34.705042,[],OK,,1730335114.647495,1730335114.705042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],24.8,1005.0,0.05754685401916504
4,616,0f6608dda94f3e2b,7ebb0ed813048822,reranking,2024-10-31 00:38:35.753731,2024-10-31 00:38:36.194046,[],OK,,1730335115.753731,1730335116.194046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],24.8,810.0,0.44031500816345215
5,616,83ca6a347715eb5b,7ebb0ed813048822,llm,2024-10-31 00:38:36.199725,2024-10-31 00:38:37.192315,[],OK,,1730335116.199725,1730335117.192315,1,0,0,0,0,0,0,0,1,1,4,10,1,1,1,1,1,"['2024-10-31 00:38:36,202 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-10-31 00:38:36,202 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 00:38:36,203 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 00:38:36,203 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 00:38:36,204 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 00:38:36,204 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:38:36,204 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:38:36,204 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:38:36,204 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:38:36,204 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:38:37,189 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:38:37,189 - httpx - [_client.py:1786] - INFO', '2024-10-31 00:38:37,190 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:38:37,190 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:38:37,191 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:38:37,191 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:38:37,191 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-10-31 00:38:36,269 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-10-31 00:38:36,271 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-10-31 00:38:36,804 - vllm.engine.metrics - [metrics.py:295] - INFO', '2024-10-31 00:38:37,167 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-10-31 00:38:37,189 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0.0,0.9925901889801025
6,616,228ac24d99ac7f9f,83ca6a347715eb5b,llm_request,2024-10-31 00:38:36.269116,2024-10-31 00:38:37.166346,[],OK,,1730335116.269116,1730335117.166346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0.0,0.0,0.8972301483154297
7,616,962fdae6ad38a5a8,228ac24d99ac7f9f,llm_scheduler,2024-10-31 08:38:36.288424,2024-10-31 08:38:36.307733,[],OK,,1730335116.2884245,1730335116.3077326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],21.4,1005.0,0.019308090209960938
8,616,c1a2fbea6e619aab,228ac24d99ac7f9f,llm_generate,2024-10-31 08:38:36.785950,2024-10-31 08:38:37.138058,[],OK,,1730335116.7859502,1730335117.1380582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],21.4,1005.0,0.3521080017089844
9,617,3e31f895159acb81,,query,2024-10-31 00:38:37.202451,2024-10-31 00:38:39.701075,[],OK,,1730335117.202451,1730335119.701075,2,4,1,0,0,1,1,1,1,1,4,20,1,1,1,1,0,"['2024-10-31 00:38:37,221 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-31 00:38:37,222 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 00:38:37,223 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 00:38:37,223 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:38:37,224 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:38:37,224 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:38:37,224 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:38:37,224 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:38:37,226 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:38:37,226 - httpx - [_client.py:1786] - INFO', '2024-10-31 00:38:37,226 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:38:37,228 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:38:37,228 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:38:37,228 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:38:37,228 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 00:38:37,228 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 00:38:38,241 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-31 00:38:38,244 - llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG', '2024-10-31 00:38:38,703 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-31 00:38:38,704 - llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG', '2024-10-31 00:38:38,704 - llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG', '2024-10-31 00:38:38,707 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-10-31 00:38:38,708 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:38:38,708 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:38:38,708 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:38:38,708 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:38:38,708 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:38:39,689 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:38:39,689 - httpx - [_client.py:1786] - INFO', '2024-10-31 00:38:39,690 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:38:39,691 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:38:39,691 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:38:39,691 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:38:39,692 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-10-31 00:38:39,699 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-31 00:38:39,700 - llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO', '2024-10-31 00:38:38,769 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-10-31 00:38:38,771 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-10-31 00:38:39,667 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-10-31 00:38:39,689 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0.0,2.498624086380005
10,617,73bb018b571b1487,3e31f895159acb81,retrieve,2024-10-31 00:38:37.202704,2024-10-31 00:38:38.232630,[],OK,,1730335117.202704,1730335118.23263,1,1,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,"['2024-10-31 00:38:37,221 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-31 00:38:37,222 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 00:38:37,223 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 00:38:37,223 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:38:37,224 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:38:37,224 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:38:37,224 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:38:37,224 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:38:37,226 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:38:37,226 - httpx - [_client.py:1786] - INFO', '2024-10-31 00:38:37,226 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:38:37,228 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:38:37,228 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:38:37,228 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 00:38:37,228 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 00:38:37,228 - httpcore.connection - [_trace.py:85] - DEBUG']",24.8,810.0,1.029926061630249
