id,trace_rowid,span_id,parent_id,name,start_time,end_time,events,status_code,status_message,start_time_unix,end_time_unix,log@llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG,log@httpcore.http11 - [_trace.py:85] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:112] - INFO,log@llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG,log@urllib3.connectionpool - [connectionpool.py:546] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG,log@openai._base_client - [_base_client.py:1585] - DEBUG,log@httpcore.connection - [_trace.py:85] - DEBUG,log@openai._base_client - [_base_client.py:446] - DEBUG,log@httpx - [_client.py:1786] - INFO,log@urllib3.connectionpool - [connectionpool.py:291] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO,log@vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG,log@vllm.engine.metrics - [metrics.py:295] - INFO,log@vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG,log@vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO,log@vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO,log_entries,metric@cpu_usage,metric@gpu_graph_clock,duration
1,922,c827ff1efcb16bfc,,query,2024-10-31 01:49:34.528933,2024-10-31 01:49:44.170644,[],OK,,1730339374.528933,1730339384.170644,1,20,0,1,4,1,1,8,1,2,1,3,1,1,1,1,1,"['2024-10-31 01:49:34,551 - urllib3.connectionpool - [connectionpool.py:291] - DEBUG', '2024-10-31 01:49:34,554 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-31 01:49:34,559 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 01:49:34,560 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 01:49:34,561 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 01:49:34,561 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 01:49:34,562 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 01:49:34,562 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 01:49:34,562 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 01:49:34,565 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 01:49:34,565 - httpx - [_client.py:1786] - INFO', '2024-10-31 01:49:34,566 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 01:49:34,567 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 01:49:34,567 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 01:49:34,567 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 01:49:34,568 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 01:49:34,568 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 01:49:35,583 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-31 01:49:35,587 - llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG', '2024-10-31 01:49:35,975 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-31 01:49:35,976 - llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG', '2024-10-31 01:49:35,976 - llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG', '2024-10-31 01:49:35,979 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-10-31 01:49:35,980 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 01:49:35,980 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 01:49:35,980 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 01:49:35,981 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 01:49:35,981 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 01:49:35,981 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 01:49:35,981 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 01:49:35,981 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 01:49:35,982 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 01:49:38,150 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 01:49:38,151 - httpx - [_client.py:1786] - INFO', '2024-10-31 01:49:38,152 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 01:49:38,152 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 01:49:38,153 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 01:49:38,153 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 01:49:38,154 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-10-31 01:49:38,162 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-31 01:49:40,165 - llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO', '2024-10-31 01:49:42,168 - llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO', '2024-10-31 01:49:44,170 - llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO', '2024-10-31 01:49:36,037 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-10-31 01:49:36,038 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-10-31 01:49:36,562 - vllm.engine.metrics - [metrics.py:295] - INFO', '2024-10-31 01:49:38,128 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-10-31 01:49:38,151 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0,9.641710996627808
2,922,e0f8e428b41667a4,c827ff1efcb16bfc,retrieve,2024-10-31 01:49:34.529353,2024-10-31 01:49:35.574195,[],OK,,1730339374.529353,1730339375.574195,0,10,0,0,1,0,0,4,0,1,1,0,0,0,0,0,0,"['2024-10-31 01:49:34,551 - urllib3.connectionpool - [connectionpool.py:291] - DEBUG', '2024-10-31 01:49:34,554 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-31 01:49:34,559 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 01:49:34,560 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 01:49:34,561 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 01:49:34,561 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 01:49:34,562 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 01:49:34,562 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 01:49:34,562 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 01:49:34,565 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 01:49:34,565 - httpx - [_client.py:1786] - INFO', '2024-10-31 01:49:34,566 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 01:49:34,567 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 01:49:34,567 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 01:49:34,567 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 01:49:34,568 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 01:49:34,568 - httpcore.connection - [_trace.py:85] - DEBUG']",10.8,1005,1.044842004776001
3,922,133d2a14f26dd31f,e0f8e428b41667a4,embedding,2024-10-31 01:49:34.529666,2024-10-31 01:49:34.549850,[],OK,,1730339374.529666,1730339374.54985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],10.8,1005,0.020184040069580078
4,922,522acb3671bf670e,c827ff1efcb16bfc,reranking,2024-10-31 01:49:35.591786,2024-10-31 01:49:35.970137,[],OK,,1730339375.591786,1730339375.970137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],10.8,1005,0.37835097312927246
5,922,e270d965c2cb3c0f,c827ff1efcb16bfc,llm,2024-10-31 01:49:35.976936,2024-10-31 01:49:38.156207,[],OK,,1730339375.976936,1730339378.156207,0,10,0,0,0,0,1,4,1,1,0,0,1,1,1,1,1,"['2024-10-31 01:49:35,979 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-10-31 01:49:35,980 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 01:49:35,980 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 01:49:35,980 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 01:49:35,981 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 01:49:35,981 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 01:49:35,981 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 01:49:35,981 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 01:49:35,981 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 01:49:35,982 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 01:49:38,150 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 01:49:38,151 - httpx - [_client.py:1786] - INFO', '2024-10-31 01:49:38,152 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 01:49:38,152 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 01:49:38,153 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 01:49:38,153 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 01:49:38,154 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-10-31 01:49:36,037 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-10-31 01:49:36,038 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-10-31 01:49:36,562 - vllm.engine.metrics - [metrics.py:295] - INFO', '2024-10-31 01:49:38,128 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-10-31 01:49:38,151 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0,2.1792709827423096
6,922,f3b61030c0550a20,e270d965c2cb3c0f,llm_request,2024-10-31 01:49:36.037580,2024-10-31 01:49:38.127926,[],OK,,1730339376.03758,1730339378.127926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0.0,0,2.090346097946167
7,922,3a79d9e6a3c52d4a,f3b61030c0550a20,llm_scheduler,2024-10-31 09:49:36.046896,2024-10-31 09:49:36.056211,[],OK,,1730339376.0468955,1730339376.0562117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],45.4,1005,0.009316205978393555
8,922,6852058ac5605342,f3b61030c0550a20,llm_generate,2024-10-31 09:49:36.542913,2024-10-31 09:49:38.098737,[],OK,,1730339376.542913,1730339378.0987363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],45.4,1005,1.5558233261108398
9,923,b2269a2664c9cc9a,,query,2024-10-31 01:49:44.181499,2024-10-31 01:49:52.669451,[],OK,,1730339384.181499,1730339392.669451,1,20,0,1,4,1,1,8,1,2,0,3,1,1,1,1,1,"['2024-10-31 01:49:44,236 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-31 01:49:44,241 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 01:49:44,242 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 01:49:44,243 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 01:49:44,243 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 01:49:44,243 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 01:49:44,244 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 01:49:44,244 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 01:49:44,246 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 01:49:44,247 - httpx - [_client.py:1786] - INFO', '2024-10-31 01:49:44,247 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 01:49:44,248 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 01:49:44,249 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 01:49:44,249 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 01:49:44,249 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 01:49:44,249 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 01:49:45,270 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-31 01:49:45,274 - llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG', '2024-10-31 01:49:45,666 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-31 01:49:45,667 - llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG', '2024-10-31 01:49:45,667 - llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG', '2024-10-31 01:49:45,671 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-10-31 01:49:45,672 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 01:49:45,672 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 01:49:45,672 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 01:49:45,673 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 01:49:45,674 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 01:49:45,674 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 01:49:45,674 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 01:49:45,674 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 01:49:45,674 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 01:49:46,651 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 01:49:46,652 - httpx - [_client.py:1786] - INFO', '2024-10-31 01:49:46,652 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 01:49:46,653 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 01:49:46,653 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 01:49:46,654 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 01:49:46,654 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-10-31 01:49:46,661 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-31 01:49:48,664 - llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO', '2024-10-31 01:49:50,666 - llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO', '2024-10-31 01:49:52,669 - llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO', '2024-10-31 01:49:45,734 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-10-31 01:49:45,737 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-10-31 01:49:46,271 - vllm.engine.metrics - [metrics.py:295] - INFO', '2024-10-31 01:49:46,630 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-10-31 01:49:46,652 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0,8.48795199394226
10,923,a7f5a81328c82037,b2269a2664c9cc9a,retrieve,2024-10-31 01:49:44.182335,2024-10-31 01:49:45.260374,[],OK,,1730339384.182335,1730339385.260374,0,10,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,"['2024-10-31 01:49:44,236 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-31 01:49:44,241 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 01:49:44,242 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 01:49:44,243 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 01:49:44,243 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 01:49:44,243 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 01:49:44,244 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 01:49:44,244 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 01:49:44,246 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 01:49:44,247 - httpx - [_client.py:1786] - INFO', '2024-10-31 01:49:44,247 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 01:49:44,248 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 01:49:44,249 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 01:49:44,249 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 01:49:44,249 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 01:49:44,249 - httpcore.connection - [_trace.py:85] - DEBUG']",12.0,1005,1.0780391693115234
