trace_rowid,query>duration,retrieve>duration,embedding>duration,reranking>duration,llm>duration,llm_request>duration,llm_scheduler>duration,llm_generate>duration,trace@query@llm_token_count_completion,trace@query@llm_token_count_prompt,trace@query@llm_token_count_total,trace@retrieve@retrieve_num,trace@embedding@embedding_model_name,trace@embedding@embedding_vector,trace@reranking@rerank_model_name,trace@reranking@top_k,trace@llm_request@llm_model_name,trace@llm_request@parameters_best_of,trace@llm_request@parameters_max_tokens,trace@llm_request@parameters_n,trace@llm_request@parameters_temperature,trace@llm_request@parameters_top_p,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG,log@rag@httpx - [_client.py:1786] - INFO,log@rag@urllib3.connectionpool - [connectionpool.py:291] - DEBUG,log@rag@openai._base_client - [_base_client.py:446] - DEBUG,log@rag@openai._base_client - [_base_client.py:1585] - DEBUG,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO,log@rag@httpcore.connection - [_trace.py:85] - DEBUG,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:112] - INFO,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG,log@rag@httpcore.http11 - [_trace.py:85] - DEBUG,log@rag@urllib3.connectionpool - [connectionpool.py:546] - DEBUG,log@vllm@vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG,log@vllm@vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG,log@vllm@vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO,log@vllm@vllm.engine.metrics - [metrics.py:295] - INFO,log@vllm@vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO,metric@qdrant@cpu_usage_percent,metric@qdrant@mem_rss,metric@qdrant@mem_vms,metric@qdrant@mem_memory_percent,metric@qdrant@disk_read_bytes,metric@qdrant@disk_write_bytes,metric@qdrant@disk_read_count,metric@qdrant@disk_write_count,metric@rag@cpu_usage_percent,metric@rag@mem_rss,metric@rag@mem_vms,metric@rag@mem_memory_percent,metric@rag@disk_read_bytes,metric@rag@disk_write_bytes,metric@rag@disk_read_count,metric@rag@disk_write_count,metric@rag@gpu_3_gpu_utilization_percent,metric@rag@gpu_3_gpu_memory_used_MB,metric@rag@gpu_3_gpu_memory_total_MB,metric@rag@gpu_3_gpu_memory_process_used_MB,metric@rag@gpu_3_gpu_temperature_C,metric@rag@gpu_3_gpu_power_W,metric@rag@gpu_3_gpu_sm_activity_percent,metric@rag@gpu_3_gpu_graph_clock,metric@rag@gpu_4_gpu_utilization_percent,metric@rag@gpu_4_gpu_memory_used_MB,metric@rag@gpu_4_gpu_memory_total_MB,metric@rag@gpu_4_gpu_memory_process_used_MB,metric@rag@gpu_4_gpu_temperature_C,metric@rag@gpu_4_gpu_power_W,metric@rag@gpu_4_gpu_sm_activity_percent,metric@rag@gpu_4_gpu_graph_clock,metric@vllm@cpu_usage_percent,metric@vllm@mem_rss,metric@vllm@mem_vms,metric@vllm@mem_memory_percent,metric@vllm@disk_read_bytes,metric@vllm@disk_write_bytes,metric@vllm@disk_read_count,metric@vllm@disk_write_count,metric@vllm@gpu_5_gpu_utilization_percent,metric@vllm@gpu_5_gpu_memory_used_MB,metric@vllm@gpu_5_gpu_memory_total_MB,metric@vllm@gpu_5_gpu_memory_process_used_MB,metric@vllm@gpu_5_gpu_temperature_C,metric@vllm@gpu_5_gpu_power_W,metric@vllm@gpu_5_gpu_sm_activity_percent,metric@vllm@gpu_5_gpu_graph_clock,quality@record@quality_kb,quality@record@quality_prompt,quality@answer_correctness,trace@query@input_value_sum,trace@query@output_value_sum,trace@retrieve@documents_contents_sum,trace@retrieve@documents_scores_top3mean,trace@reranking@output_documents_contents_sum,trace@reranking@output_documents_scores_top3mean
1524,1.6756269931793213,0.0772469043731689,0.0475828647613525,0.3793818950653076,1.1918890476226809,1.0962810516357422,0.022456407546997,0.3469781875610351,5.0,3367.0,3372.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,1,1,2,0,1,1,1,4,0,1,20,4,1,1,1,0,1,0.0,36982509568.0,134785609728.0,33.7,2443570520576.0,4064381035520.0,44844187.0,163619565.0,34.2,1810911232.0,47465267200.0,1.3435493860616532,11739136.0,12963840.0,21062.0,9907.0,6.0,2299.1875,46068.0,1626.0,36.0,62.003,6.0,405.0,100.0,3617.1875,46068.0,2944.0,42.0,119.108,100.0,1005.0,74.7,5899636736.0,68946288640.0,4.377052378147476,9494528.0,745091072.0,14969.0,2904868.0,0.0,41465.1875,46068.0,40784.0,49.0,114.195,0.0,1005.0,0,0,1.0,14,2,5916,0.7679070233333333,1909,0.9987507065137228
1525,1.7895839214324951,0.0822908878326416,0.0610899925231933,0.379288911819458,1.3038451671600342,1.2031428813934326,0.0227587223052978,0.4301934242248535,6.0,3545.0,3551.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,1,1,2,0,1,1,1,4,0,1,20,4,1,1,1,1,1,0.0,36982509568.0,134785609728.0,33.7,2443570520576.0,4064381035520.0,44844187.0,163619565.0,34.2,1810911232.0,47465267200.0,1.3435493860616532,11739136.0,12963840.0,21062.0,9907.0,6.0,2299.1875,46068.0,1626.0,36.0,62.003,6.0,405.0,100.0,3617.1875,46068.0,2944.0,42.0,119.108,100.0,1005.0,74.7,5899636736.0,68946288640.0,4.377052378147476,9494528.0,745091072.0,14969.0,2904868.0,0.0,41465.1875,46068.0,40784.0,49.0,114.195,0.0,1005.0,0,0,0.658248290463863,8,3,6480,0.65477401,1937,0.7411788602670034
1526,1.6190550327301023,0.0865769386291503,0.0639870166778564,0.3762960433959961,1.1310479640960691,1.0361340045928955,0.021524429321289,0.3633918762207031,6.0,3055.0,3061.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,1,1,2,0,1,1,1,4,0,1,20,4,1,1,1,0,1,0.0,37063770112.0,134785609728.0,33.8,2443570520576.0,4064383276032.0,44844187.0,163619687.0,37.8,1810911232.0,47465267200.0,1.3435493860616532,11739136.0,13336576.0,21092.0,10174.0,0.0,2299.1875,46068.0,1626.0,36.0,60.09,0.0,405.0,55.0,3617.1875,46068.0,2944.0,40.0,125.68,55.0,1005.0,71.3,5899636736.0,68946288640.0,4.377052378147476,9494528.0,751435776.0,14995.0,2929200.0,50.0,41465.1875,46068.0,40784.0,52.0,97.212,50.0,1005.0,0,0,1.0,5,3,6716,0.6868497466666668,1681,0.994702418645223
1527,2.641765832901001,0.0755889415740966,0.0466511249542236,0.3851268291473388,2.144212007522583,2.047016859054565,0.0199992656707763,1.4833436012268066,21.0,2556.0,2577.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,1,1,2,0,1,1,1,4,0,1,20,4,1,1,1,0,1,0.0,37063770112.0,134785609728.0,33.8,2443570520576.0,4064383276032.0,44844187.0,163619687.0,37.8,1810911232.0,47465267200.0,1.3435493860616532,11739136.0,13336576.0,21092.0,10174.0,0.0,2299.1875,46068.0,1626.0,36.0,60.09,0.0,405.0,55.0,3617.1875,46068.0,2944.0,40.0,125.68,55.0,1005.0,71.3,5899636736.0,68946288640.0,4.377052378147476,9494528.0,751435776.0,14995.0,2929200.0,50.0,41465.1875,46068.0,40784.0,52.0,97.212,50.0,1005.0,0,0,0.2659075191683887,8,13,5661,0.7937960666666667,1155,0.9988147219022115
1528,2.4812140464782715,0.0766029357910156,0.0489618778228759,0.3753530979156494,2.0053789615631104,1.900068998336792,0.0192317962646484,1.193603515625,17.0,3316.0,3333.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,1,1,2,0,1,1,1,4,0,1,20,4,1,1,1,1,1,0.0,37086982144.0,134785609728.0,33.8,2443570520576.0,4064384021504.0,44844187.0,163619796.0,25.0,1810911232.0,47465267200.0,1.3435493860616532,11739136.0,13565952.0,21112.0,10352.0,0.0,2299.1875,46068.0,1626.0,36.0,60.531,0.0,405.0,0.0,3617.1875,46068.0,2944.0,39.0,78.626,0.0,1005.0,82.1,5899636736.0,68946288640.0,4.377052378147476,9494528.0,760356864.0,15034.0,2964063.0,48.0,41465.1875,46068.0,40784.0,51.0,149.118,48.0,1005.0,0,0,0.296116135138184,7,11,6289,0.7488526666666667,1867,0.9961487452189127
1529,2.8476951122283936,0.0766828060150146,0.0467071533203125,0.3771569728851318,2.366715908050537,2.270724058151245,0.0217387676239013,1.5510611534118652,20.0,3296.0,3316.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,1,1,2,0,1,1,1,4,0,1,20,4,1,1,1,0,1,0.0,37086982144.0,134785609728.0,33.8,2443570520576.0,4064384021504.0,44844187.0,163619796.0,25.0,1810911232.0,47465267200.0,1.3435493860616532,11739136.0,13565952.0,21112.0,10352.0,0.0,2299.1875,46068.0,1626.0,36.0,60.531,0.0,405.0,0.0,3617.1875,46068.0,2944.0,39.0,78.626,0.0,1005.0,82.1,5899636736.0,68946288640.0,4.377052378147476,9494528.0,760356864.0,15034.0,2964063.0,48.0,41465.1875,46068.0,40784.0,51.0,149.118,48.0,1005.0,0,0,0.5469860812944991,8,14,5470,0.6474032799999999,1509,0.9971590638160706
1530,3.510211944580078,0.0733170509338378,0.047461986541748,0.37481689453125,3.0375330448150635,2.9426510334014893,0.0210514068603515,2.300542116165161,30.0,2883.0,2913.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,1,1,2,0,1,1,1,4,0,1,20,4,1,1,1,1,1,0.0,37089161216.0,134785609728.0,33.8,2443570524672.0,4064410412032.0,44844188.0,163620232.0,24.4,1810911232.0,47465267200.0,1.3435493860616532,11739136.0,13791232.0,21131.0,10530.0,0.0,2299.1875,46068.0,1626.0,36.0,60.922,0.0,405.0,0.0,3617.1875,46068.0,2944.0,39.0,74.759,0.0,1005.0,82.9,5899636736.0,68946288640.0,4.377052378147476,9494528.0,770260992.0,15076.0,3002788.0,40.0,41465.1875,46068.0,40784.0,51.0,152.154,40.0,1005.0,0,0,0.2528190546508173,9,22,4912,0.6136939666666666,1430,0.2693173308313514
1531,2.7058300971984863,0.0733890533447265,0.0475480556488037,0.3725488185882568,2.233112096786499,2.13484001159668,0.0228655338287353,1.3137810230255127,17.0,3684.0,3701.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,1,1,2,0,1,1,1,4,0,1,20,4,1,1,1,1,1,0.0,37089161216.0,134785609728.0,33.8,2443570524672.0,4064410412032.0,44844188.0,163620232.0,24.4,1810911232.0,47465267200.0,1.3435493860616532,11739136.0,13791232.0,21131.0,10530.0,0.0,2299.1875,46068.0,1626.0,36.0,60.922,0.0,405.0,0.0,3617.1875,46068.0,2944.0,39.0,74.759,0.0,1005.0,82.9,5899636736.0,68946288640.0,4.377052378147476,9494528.0,770260992.0,15076.0,3002788.0,40.0,41465.1875,46068.0,40784.0,51.0,152.154,40.0,1005.0,0,0,0.3152352563430426,8,10,6023,0.7574834333333333,2074,0.9998785456021627
1532,2.786444187164306,0.0781960487365722,0.0473549365997314,0.3781569004058838,2.298259019851685,2.197709083557129,0.0208673477172851,1.4965500831604004,22.0,3133.0,3155.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,1,1,2,0,1,1,1,4,0,1,20,4,1,1,1,0,1,0.0,37076508672.0,134785609728.0,33.8,2443570528768.0,4064424657920.0,44844189.0,163620434.0,22.4,1810911232.0,47465267200.0,1.3435493860616532,11739136.0,13983744.0,21151.0,10688.0,6.0,2299.1875,46068.0,1626.0,36.0,62.057,6.0,405.0,0.0,3617.1875,46068.0,2944.0,42.0,87.6,77.0,1005.0,85.5,5899636736.0,68946288640.0,4.377052378147476,9494528.0,781094912.0,15121.0,3045285.0,0.0,41465.1875,46068.0,40784.0,49.0,98.162,0.0,1005.0,0,0,0.2755527166605029,7,15,5292,0.7531321766666667,1349,0.9970669945081075
1533,4.246275901794434,0.0735821723937988,0.0471270084381103,0.3823668956756592,3.761719942092896,3.660422086715698,0.021759033203125,2.8886053562164307,38.0,3504.0,3542.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,1,1,2,0,1,1,1,4,0,1,20,4,1,1,1,1,1,0.0,37054427136.0,134785609728.0,33.8,2443570528768.0,4064445174784.0,44844189.0,163620983.0,12.8,1809158144.0,47465267200.0,1.3422487368280016,11739136.0,14155776.0,21161.0,10797.0,0.0,2299.1875,46068.0,1626.0,36.0,58.846,0.0,405.0,0.0,3617.1875,46068.0,2944.0,39.0,63.097,0.0,1005.0,92.7,5899636736.0,68946288640.0,4.377052378147476,9494528.0,791863296.0,15169.0,3087417.0,47.0,41465.1875,46068.0,40784.0,50.0,115.069,47.0,1005.0,0,0,0.1724546724547359,8,27,6825,0.7414601333333333,2019,0.9970691998799642
