id,trace_rowid,span_id,parent_id,name,start_time,end_time,events,status_code,status_message,start_time_unix,end_time_unix,log@httpcore.connection - [_trace.py:85] - DEBUG,log@httpx - [_client.py:1786] - INFO,log@openai._base_client - [_base_client.py:446] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG,log@openai._base_client - [_base_client.py:1585] - DEBUG,log@httpcore.http11 - [_trace.py:85] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO,log@llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG,log@urllib3.connectionpool - [connectionpool.py:546] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:112] - INFO,log@urllib3.connectionpool - [connectionpool.py:291] - DEBUG,log@vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG,log@vllm.engine.metrics - [metrics.py:295] - INFO,log@vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG,log@vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO,log@vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO,log_entries,metric@cpu_usage,metric@gpu_graph_clock,duration
1,1427,82a4a28ccd0a888c,,query,2024-10-31 05:03:16.877680,2024-10-31 05:03:19.142072,[],OK,,1730350996.87768,1730350999.142072,8,2,1,1,1,20,1,1,4,1,0,1,1,1,1,1,1,"['2024-10-31 05:03:16,934 - urllib3.connectionpool - [connectionpool.py:291] - DEBUG', '2024-10-31 05:03:16,939 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-31 05:03:16,944 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 05:03:16,945 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 05:03:16,946 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 05:03:16,946 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 05:03:16,946 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 05:03:16,947 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 05:03:16,947 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 05:03:16,950 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 05:03:16,950 - httpx - [_client.py:1786] - INFO', '2024-10-31 05:03:16,951 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 05:03:16,952 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 05:03:16,953 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 05:03:16,953 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 05:03:16,953 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 05:03:16,954 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 05:03:17,971 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-31 05:03:17,974 - llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG', '2024-10-31 05:03:18,374 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-31 05:03:18,375 - llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG', '2024-10-31 05:03:18,375 - llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG', '2024-10-31 05:03:18,381 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-10-31 05:03:18,382 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 05:03:18,382 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 05:03:18,382 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 05:03:18,383 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 05:03:18,383 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 05:03:18,383 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 05:03:18,383 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 05:03:18,383 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 05:03:18,383 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 05:03:19,130 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 05:03:19,131 - httpx - [_client.py:1786] - INFO', '2024-10-31 05:03:19,131 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 05:03:19,132 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 05:03:19,132 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 05:03:19,133 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 05:03:19,133 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-10-31 05:03:19,140 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-31 05:03:19,141 - llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO', '2024-10-31 05:03:18,444 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-10-31 05:03:18,446 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-10-31 05:03:18,979 - vllm.engine.metrics - [metrics.py:295] - INFO', '2024-10-31 05:03:19,108 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-10-31 05:03:19,131 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0,2.2643918991088867
2,1427,c344ea73c5e65f83,82a4a28ccd0a888c,retrieve,2024-10-31 05:03:16.878534,2024-10-31 05:03:17.961966,[],OK,,1730350996.878534,1730350997.961966,4,1,0,0,0,10,0,0,1,0,0,1,0,0,0,0,0,"['2024-10-31 05:03:16,934 - urllib3.connectionpool - [connectionpool.py:291] - DEBUG', '2024-10-31 05:03:16,939 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-31 05:03:16,944 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 05:03:16,945 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 05:03:16,946 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 05:03:16,946 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 05:03:16,946 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 05:03:16,947 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 05:03:16,947 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 05:03:16,950 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 05:03:16,950 - httpx - [_client.py:1786] - INFO', '2024-10-31 05:03:16,951 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 05:03:16,952 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 05:03:16,953 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 05:03:16,953 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 05:03:16,953 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 05:03:16,954 - httpcore.connection - [_trace.py:85] - DEBUG']",24.6,1005,1.0834319591522217
3,1427,01b021d8745cd12e,c344ea73c5e65f83,embedding,2024-10-31 05:03:16.879327,2024-10-31 05:03:16.931508,[],OK,,1730350996.879327,1730350996.931508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],24.6,1005,0.05218100547790527
4,1427,9c3ab90f284462ab,82a4a28ccd0a888c,reranking,2024-10-31 05:03:17.983338,2024-10-31 05:03:18.369950,[],OK,,1730350997.983338,1730350998.36995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],24.6,1005,0.3866119384765625
5,1427,efcde53fccaed548,82a4a28ccd0a888c,llm,2024-10-31 05:03:18.376298,2024-10-31 05:03:19.135431,[],OK,,1730350998.376298,1730350999.135431,4,1,1,0,1,10,0,0,0,0,0,0,1,1,1,1,1,"['2024-10-31 05:03:18,381 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-10-31 05:03:18,382 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 05:03:18,382 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 05:03:18,382 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 05:03:18,383 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 05:03:18,383 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 05:03:18,383 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 05:03:18,383 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 05:03:18,383 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 05:03:18,383 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 05:03:19,130 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 05:03:19,131 - httpx - [_client.py:1786] - INFO', '2024-10-31 05:03:19,131 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 05:03:19,132 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 05:03:19,132 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 05:03:19,133 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 05:03:19,133 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-10-31 05:03:18,444 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-10-31 05:03:18,446 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-10-31 05:03:18,979 - vllm.engine.metrics - [metrics.py:295] - INFO', '2024-10-31 05:03:19,108 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-10-31 05:03:19,131 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0,0.7591331005096436
6,1427,6391a567684e8ede,efcde53fccaed548,llm_request,2024-10-31 05:03:18.443885,2024-10-31 05:03:19.107314,[],OK,,1730350998.443885,1730350999.107314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0.0,0,0.6634290218353271
7,1427,ccd23da3bf5544b0,6391a567684e8ede,llm_scheduler,2024-10-31 13:03:18.464568,2024-10-31 13:03:18.485251,[],OK,,1730350998.464568,1730350998.4852512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],21.8,1005,0.02068328857421875
8,1427,5f4cca5a7e84fcf6,6391a567684e8ede,llm_generate,2024-10-31 13:03:18.961989,2024-10-31 13:03:19.076547,[],OK,,1730350998.9619887,1730350999.0765471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],21.8,1005,0.11455845832824707
9,1428,b536838df25b6d43,,query,2024-10-31 05:03:19.152791,2024-10-31 05:03:21.396372,[],OK,,1730350999.152791,1730351001.396372,4,2,1,1,1,20,1,1,4,1,0,0,1,0,1,1,1,"['2024-10-31 05:03:19,207 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-31 05:03:19,211 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 05:03:19,213 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 05:03:19,213 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 05:03:19,214 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 05:03:19,214 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 05:03:19,214 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 05:03:19,214 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 05:03:19,216 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 05:03:19,217 - httpx - [_client.py:1786] - INFO', '2024-10-31 05:03:19,217 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 05:03:19,218 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 05:03:19,219 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 05:03:19,219 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 05:03:19,219 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 05:03:19,219 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 05:03:20,235 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-31 05:03:20,237 - llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG', '2024-10-31 05:03:20,634 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-31 05:03:20,635 - llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG', '2024-10-31 05:03:20,635 - llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG', '2024-10-31 05:03:20,638 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-10-31 05:03:20,639 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 05:03:20,640 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 05:03:20,640 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 05:03:20,640 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 05:03:20,640 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 05:03:21,384 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 05:03:21,385 - httpx - [_client.py:1786] - INFO', '2024-10-31 05:03:21,385 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 05:03:21,386 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 05:03:21,386 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 05:03:21,386 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 05:03:21,387 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-10-31 05:03:21,395 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-31 05:03:21,396 - llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO', '2024-10-31 05:03:20,700 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-10-31 05:03:20,702 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-10-31 05:03:21,361 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-10-31 05:03:21,385 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0,2.2435810565948486
10,1428,8e214aabf0f6dfa1,b536838df25b6d43,retrieve,2024-10-31 05:03:19.153586,2024-10-31 05:03:20.226238,[],OK,,1730350999.153586,1730351000.226238,4,1,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,"['2024-10-31 05:03:19,207 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-31 05:03:19,211 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 05:03:19,213 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 05:03:19,213 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 05:03:19,214 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 05:03:19,214 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 05:03:19,214 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 05:03:19,214 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 05:03:19,216 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 05:03:19,217 - httpx - [_client.py:1786] - INFO', '2024-10-31 05:03:19,217 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 05:03:19,218 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 05:03:19,219 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 05:03:19,219 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 05:03:19,219 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 05:03:19,219 - httpcore.connection - [_trace.py:85] - DEBUG']",24.6,1005,1.0726521015167236
