id,trace_rowid,span_id,parent_id,name,start_time,end_time,events,status_code,status_message,start_time_unix,end_time_unix,log@urllib3.connectionpool - [connectionpool.py:546] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:112] - INFO,log@llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO,log@llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG,log@httpcore.connection - [_trace.py:85] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG,log@urllib3.connectionpool - [connectionpool.py:291] - DEBUG,log@openai._base_client - [_base_client.py:446] - DEBUG,log@openai._base_client - [_base_client.py:1585] - DEBUG,log@httpx - [_client.py:1786] - INFO,log@httpcore.http11 - [_trace.py:85] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG,log@vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO,log@vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO,log@vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG,log@vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG,log@vllm.engine.metrics - [metrics.py:295] - INFO,log_entries,metric@cpu_usage,metric@gpu_graph_clock,duration
1,1491,56bcffe64a3c401a,,query,2024-10-31 12:04:00.942683,2024-10-31 12:04:04.339658,[],OK,,1730376240.942683,1730376244.339658,4,0,1,1,8,1,1,1,1,2,20,1,1,1,1,1,1,"['2024-10-31 12:04:00,977 - urllib3.connectionpool - [connectionpool.py:291] - DEBUG', '2024-10-31 12:04:00,981 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-31 12:04:00,985 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 12:04:00,987 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 12:04:00,987 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:04:00,988 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:04:00,988 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:04:00,988 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:04:00,988 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:04:00,991 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:04:00,991 - httpx - [_client.py:1786] - INFO', '2024-10-31 12:04:00,992 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:04:00,993 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:04:00,993 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:04:00,994 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:04:00,994 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 12:04:00,994 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 12:04:02,004 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-31 12:04:02,009 - llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG', '2024-10-31 12:04:02,404 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-31 12:04:02,405 - llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG', '2024-10-31 12:04:02,405 - llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG', '2024-10-31 12:04:02,410 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-10-31 12:04:02,411 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 12:04:02,411 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 12:04:02,411 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 12:04:02,412 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 12:04:02,412 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:04:02,412 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:04:02,412 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:04:02,412 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:04:02,412 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:04:04,328 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:04:04,329 - httpx - [_client.py:1786] - INFO', '2024-10-31 12:04:04,329 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:04:04,330 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:04:04,330 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:04:04,330 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:04:04,331 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-10-31 12:04:04,338 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-31 12:04:04,339 - llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO', '2024-10-31 12:04:02,480 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-10-31 12:04:02,482 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-10-31 12:04:02,996 - vllm.engine.metrics - [metrics.py:295] - INFO', '2024-10-31 12:04:04,306 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-10-31 12:04:04,329 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0,3.396975040435791
2,1491,cf7091d21bed0eab,56bcffe64a3c401a,retrieve,2024-10-31 12:04:00.943580,2024-10-31 12:04:01.998792,[],OK,,1730376240.94358,1730376241.998792,1,0,0,0,4,0,1,0,0,1,10,0,0,0,0,0,0,"['2024-10-31 12:04:00,977 - urllib3.connectionpool - [connectionpool.py:291] - DEBUG', '2024-10-31 12:04:00,981 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-31 12:04:00,985 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 12:04:00,987 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 12:04:00,987 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:04:00,988 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:04:00,988 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:04:00,988 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:04:00,988 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:04:00,991 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:04:00,991 - httpx - [_client.py:1786] - INFO', '2024-10-31 12:04:00,992 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:04:00,993 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:04:00,993 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:04:00,994 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:04:00,994 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 12:04:00,994 - httpcore.connection - [_trace.py:85] - DEBUG']",13.4,1005,1.0552120208740234
3,1491,60c23bce3777d778,cf7091d21bed0eab,embedding,2024-10-31 12:04:00.944379,2024-10-31 12:04:00.975810,[],OK,,1730376240.944379,1730376240.97581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],13.4,1005,0.031430959701538086
4,1491,c4b6dadf0ce2cb2a,56bcffe64a3c401a,reranking,2024-10-31 12:04:02.013764,2024-10-31 12:04:02.398971,[],OK,,1730376242.013764,1730376242.398971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],13.4,1005,0.3852071762084961
5,1491,fa64ca89f87d5c17,56bcffe64a3c401a,llm,2024-10-31 12:04:02.405947,2024-10-31 12:04:04.333025,[],OK,,1730376242.405947,1730376244.333025,0,0,0,0,4,0,0,1,1,1,10,0,1,1,1,1,1,"['2024-10-31 12:04:02,410 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-10-31 12:04:02,411 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 12:04:02,411 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 12:04:02,411 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 12:04:02,412 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 12:04:02,412 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:04:02,412 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:04:02,412 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:04:02,412 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:04:02,412 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:04:04,328 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:04:04,329 - httpx - [_client.py:1786] - INFO', '2024-10-31 12:04:04,329 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:04:04,330 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:04:04,330 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:04:04,330 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:04:04,331 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-10-31 12:04:02,480 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-10-31 12:04:02,482 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-10-31 12:04:02,996 - vllm.engine.metrics - [metrics.py:295] - INFO', '2024-10-31 12:04:04,306 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-10-31 12:04:04,329 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0,1.9270780086517334
6,1491,1e707c5230c1fb6a,fa64ca89f87d5c17,llm_request,2024-10-31 12:04:02.479949,2024-10-31 12:04:04.305833,[],OK,,1730376242.479949,1730376244.305833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0.0,0,1.8258841037750244
7,1491,47b6508f75fd1d1d,1e707c5230c1fb6a,llm_scheduler,2024-10-31 20:04:02.499384,2024-10-31 20:04:02.518818,[],OK,,1730376242.499384,1730376242.5188184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],40.2,1005,0.019434452056884766
8,1491,7ec0a69ca4251b98,1e707c5230c1fb6a,llm_generate,2024-10-31 20:04:02.977844,2024-10-31 20:04:04.277019,[],OK,,1730376242.9778442,1730376244.277019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],40.2,1005,1.2991747856140137
9,1492,e687bef16f64627e,,query,2024-10-31 12:04:04.349644,2024-10-31 12:04:07.748600,[],OK,,1730376244.349644,1730376247.7486,4,0,1,1,4,1,0,1,1,2,20,1,1,1,1,1,0,"['2024-10-31 12:04:04,404 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-31 12:04:04,408 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 12:04:04,410 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 12:04:04,410 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:04:04,410 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:04:04,411 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:04:04,411 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:04:04,411 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:04:04,413 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:04:04,414 - httpx - [_client.py:1786] - INFO', '2024-10-31 12:04:04,414 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:04:04,415 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:04:04,416 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:04:04,416 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:04:04,416 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 12:04:04,417 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 12:04:05,580 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-31 12:04:05,584 - llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG', '2024-10-31 12:04:05,974 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-31 12:04:05,975 - llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG', '2024-10-31 12:04:05,975 - llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG', '2024-10-31 12:04:05,978 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-10-31 12:04:05,980 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:04:05,981 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:04:05,981 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:04:05,981 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:04:05,981 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:04:07,736 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:04:07,736 - httpx - [_client.py:1786] - INFO', '2024-10-31 12:04:07,737 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:04:07,737 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:04:07,738 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:04:07,738 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:04:07,738 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-10-31 12:04:07,747 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-31 12:04:07,748 - llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO', '2024-10-31 12:04:06,042 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-10-31 12:04:06,045 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-10-31 12:04:07,714 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-10-31 12:04:07,736 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0,3.398956060409546
10,1492,b40515de12cf9373,e687bef16f64627e,retrieve,2024-10-31 12:04:04.350628,2024-10-31 12:04:05.428833,[],OK,,1730376244.350628,1730376245.428833,1,0,0,0,4,0,0,0,0,1,10,0,0,0,0,0,0,"['2024-10-31 12:04:04,404 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-31 12:04:04,408 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 12:04:04,410 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 12:04:04,410 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:04:04,410 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:04:04,411 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:04:04,411 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:04:04,411 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:04:04,413 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:04:04,414 - httpx - [_client.py:1786] - INFO', '2024-10-31 12:04:04,414 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:04:04,415 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:04:04,416 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:04:04,416 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:04:04,416 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 12:04:04,417 - httpcore.connection - [_trace.py:85] - DEBUG']",13.4,1005,1.0782051086425781
