trace_rowid,query>duration,retrieve>duration,embedding>duration,reranking>duration,llm>duration,llm_request>duration,llm_scheduler>duration,llm_generate>duration,trace@query@llm_token_count_completion,trace@query@llm_token_count_prompt,trace@query@llm_token_count_total,trace@retrieve@retrieve_num,trace@embedding@embedding_model_name,trace@embedding@embedding_vector,trace@reranking@rerank_model_name,trace@reranking@top_k,trace@llm_request@llm_model_name,trace@llm_request@parameters_best_of,trace@llm_request@parameters_max_tokens,trace@llm_request@parameters_n,trace@llm_request@parameters_temperature,trace@llm_request@parameters_top_p,log@rag@urllib3.connectionpool - [connectionpool.py:291] - DEBUG,log@rag@openai._base_client - [_base_client.py:1585] - DEBUG,log@rag@httpcore.connection - [_trace.py:85] - DEBUG,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG,log@rag@openai._base_client - [_base_client.py:446] - DEBUG,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:112] - INFO,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG,log@rag@httpcore.http11 - [_trace.py:85] - DEBUG,log@rag@urllib3.connectionpool - [connectionpool.py:546] - DEBUG,log@rag@httpx - [_client.py:1786] - INFO,log@vllm@vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG,log@vllm@vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO,log@vllm@vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO,log@vllm@vllm.engine.metrics - [metrics.py:295] - INFO,log@vllm@vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG,metric@qdrant@cpu_usage_percent,metric@qdrant@mem_rss,metric@qdrant@mem_vms,metric@qdrant@mem_memory_percent,metric@qdrant@disk_read_bytes,metric@qdrant@disk_write_bytes,metric@qdrant@disk_read_count,metric@qdrant@disk_write_count,metric@rag@cpu_usage_percent,metric@rag@mem_rss,metric@rag@mem_vms,metric@rag@mem_memory_percent,metric@rag@disk_read_bytes,metric@rag@disk_write_bytes,metric@rag@disk_read_count,metric@rag@disk_write_count,metric@rag@gpu_3_gpu_utilization_percent,metric@rag@gpu_3_gpu_memory_used_MB,metric@rag@gpu_3_gpu_memory_total_MB,metric@rag@gpu_3_gpu_memory_process_used_MB,metric@rag@gpu_3_gpu_temperature_C,metric@rag@gpu_3_gpu_power_W,metric@rag@gpu_3_gpu_fan_speed_percent,metric@rag@gpu_3_gpu_sm_activity_percent,metric@rag@gpu_4_gpu_utilization_percent,metric@rag@gpu_4_gpu_memory_used_MB,metric@rag@gpu_4_gpu_memory_total_MB,metric@rag@gpu_4_gpu_memory_process_used_MB,metric@rag@gpu_4_gpu_temperature_C,metric@rag@gpu_4_gpu_power_W,metric@rag@gpu_4_gpu_fan_speed_percent,metric@rag@gpu_4_gpu_sm_activity_percent,metric@rag@gpu_3_gpu_graph_clock,metric@rag@gpu_4_gpu_graph_clock,metric@vllm@cpu_usage_percent,metric@vllm@mem_rss,metric@vllm@mem_vms,metric@vllm@mem_memory_percent,metric@vllm@disk_read_bytes,metric@vllm@disk_write_bytes,metric@vllm@disk_read_count,metric@vllm@disk_write_count,metric@vllm@gpu_5_gpu_utilization_percent,metric@vllm@gpu_5_gpu_memory_used_MB,metric@vllm@gpu_5_gpu_memory_total_MB,metric@vllm@gpu_5_gpu_memory_process_used_MB,metric@vllm@gpu_5_gpu_temperature_C,metric@vllm@gpu_5_gpu_power_W,metric@vllm@gpu_5_gpu_fan_speed_percent,metric@vllm@gpu_5_gpu_sm_activity_percent,metric@vllm@gpu_5_gpu_graph_clock,quality@record@quality_kb,quality@record@quality_prompt,quality@answer_correctness,trace@query@input_value_sum,trace@query@output_value_sum,trace@retrieve@documents_contents_sum,trace@retrieve@documents_scores_top3mean,trace@reranking@output_documents_contents_sum,trace@reranking@output_documents_scores_top3mean
1494,3.417834997177124,1.0732519626617432,0.0467660427093505,0.3848068714141845,1.9037079811096191,1.8113999366760252,0.0210785865783691,1.279025316238403,17.0,2515.0,2532.0,10.0,2,1024,2,3.0,7.0,1.0,256,1.0,0.2,1.0,0,1,4,1,1,1,0,1,1,20,4,2,1,1,1,0,1,0.0,33765715968.0,134785609728.0,33.7,2230455164928.0,3762455348224.0,42423139.0,153009697.0,22.6,1809330176.0,47464357888.0,1.3423763706313037,3689893888.0,573440.0,20037.0,629.0,0.0,2299.1875,46068.0,1626.0,38.0,62.53,,0.0,0.0,3617.1875,46068.0,2944.0,38.0,88.629,,0.0,1005.0,1005.0,56.0,9179156480.0,67562971136.0,6.810190270700053,15428972544.0,240832512.0,13104.0,927164.0,50.0,37987.1875,46068.0,37300.0,44.0,129.284,,50.0,1005.0,0,0,0.3152352563430426,6,10,4800,0.6395011066666666,1005,0.6827405790487925
1495,2.7977099418640137,1.066669225692749,0.0403108596801757,0.3820691108703613,1.306077003479004,1.223599910736084,0.0209310054779052,0.711728572845459,17.0,2515.0,2532.0,10.0,2,1024,2,3.0,7.0,1.0,256,1.0,0.2,1.0,0,1,4,1,1,1,0,1,1,20,4,2,1,1,1,1,1,0.0,33680752640.0,134785609728.0,33.6,2230455169024.0,3762459169792.0,42423140.0,153009911.0,14.0,1809854464.0,47464357888.0,1.342765349841368,3689893888.0,675840.0,20056.0,780.0,0.0,2299.1875,46068.0,1626.0,38.0,63.896,,0.0,0.0,3617.1875,46068.0,2944.0,38.0,62.71,,0.0,1005.0,1005.0,53.8,9179156480.0,67562971136.0,6.810190270700053,15428972544.0,248512512.0,13136.0,957302.0,0.0,37987.1875,46068.0,37300.0,41.0,71.06,,0.0,1005.0,0,0,0.3152352563430426,6,10,4800,0.6395011066666666,1005,0.6827405790487925
1496,3.384140014648437,1.0953199863433838,0.0496699810028076,0.3829071521759033,1.87064790725708,1.7691221237182615,0.01932954788208,1.2434287071228027,17.0,2515.0,2532.0,10.0,2,1024,2,3.0,7.0,1.0,256,1.0,0.2,1.0,0,1,4,1,1,1,0,1,1,20,4,2,1,1,1,0,1,0.0,33727127552.0,134785609728.0,33.7,2230455169024.0,3762459718656.0,42423140.0,153009946.0,21.8,1809854464.0,47464357888.0,1.342765349841368,3689893888.0,860160.0,20065.0,896.0,0.0,2299.1875,46068.0,1626.0,38.0,62.535,,0.0,0.0,3617.1875,46068.0,2944.0,38.0,74.893,,0.0,1005.0,1005.0,61.7,9179156480.0,67562971136.0,6.810190270700053,15428972544.0,256987136.0,13174.0,990476.0,45.0,37987.1875,46068.0,37300.0,43.0,116.686,,45.0,1005.0,0,0,0.3152352563430426,6,10,4800,0.6395011066666666,1005,0.6827405790487925
1497,3.381040096282959,1.0679340362548828,0.0419669151306152,0.3808979988098144,1.871500015258789,1.776757001876831,0.0207061767578125,1.2485058307647705,17.0,2515.0,2532.0,10.0,2,1024,2,3.0,7.0,1.0,256,1.0,0.2,1.0,0,1,4,1,1,1,0,1,1,20,4,2,1,1,1,1,1,0.0,33727127552.0,134785609728.0,33.7,2230455169024.0,3762459718656.0,42423140.0,153009946.0,21.8,1809854464.0,47464357888.0,1.342765349841368,3689893888.0,860160.0,20065.0,896.0,0.0,2299.1875,46068.0,1626.0,38.0,62.535,,0.0,0.0,3617.1875,46068.0,2944.0,38.0,74.893,,0.0,1005.0,1005.0,61.7,9179156480.0,67562971136.0,6.810190270700053,15428972544.0,256987136.0,13174.0,990476.0,45.0,37987.1875,46068.0,37300.0,43.0,116.686,,45.0,1005.0,0,0,0.3152352563430426,6,10,4800,0.6395011066666666,1005,0.6827405790487925
1498,3.4113609790802,1.1514530181884766,0.0497889518737793,0.3836610317230224,1.8421509265899656,1.7488670349121094,0.0208466053009033,1.2176871299743652,17.0,2515.0,2532.0,10.0,2,1024,2,3.0,7.0,1.0,256,1.0,0.2,1.0,0,1,4,1,1,1,0,1,1,20,4,2,1,1,1,0,1,0.0,33708294144.0,134785609728.0,33.7,2230455169024.0,3762461709312.0,42423140.0,153010080.0,22.6,1810378752.0,47464357888.0,1.343154329051432,3689893888.0,1052672.0,20083.0,1074.0,0.0,2299.1875,46068.0,1626.0,38.0,62.671,,0.0,100.0,3617.1875,46068.0,2944.0,40.0,92.53,,100.0,1005.0,1005.0,40.4,9179156480.0,67564019712.0,6.810190270700053,15428972544.0,262643712.0,13199.0,1012554.0,0.0,37987.1875,46068.0,37300.0,42.0,66.548,,0.0,1005.0,0,0,0.3152352563430426,6,10,4800,0.6395011066666666,1005,0.6827405790487925
1499,3.3854639530181885,1.0755040645599363,0.0485658645629882,0.3800060749053955,1.8942530155181885,1.8025410175323489,0.0202512741088867,1.271716594696045,17.0,2515.0,2532.0,10.0,2,1024,2,3.0,7.0,1.0,256,1.0,0.2,1.0,0,1,4,1,1,1,0,1,1,20,4,2,1,1,1,1,1,0.0,33685737472.0,134785609728.0,33.6,2230455177216.0,3762463466496.0,42423142.0,153010289.0,12.2,1810378752.0,47464357888.0,1.343154329051432,3689893888.0,1146880.0,20092.0,1163.0,0.0,2299.1875,46068.0,1626.0,38.0,62.584,,0.0,0.0,3617.1875,46068.0,2944.0,38.0,79.786,,0.0,1005.0,1005.0,72.5,9179156480.0,67564019712.0,6.810190270700053,15428972544.0,271425536.0,13236.0,1047049.0,32.0,37987.1875,46068.0,37300.0,43.0,101.572,,32.0,1005.0,0,0,0.3152352563430426,6,10,4800,0.6395011066666666,1005,0.6827405790487925
1500,4.291453123092651,1.0765340328216553,0.0472660064697265,0.3853449821472168,2.74010705947876,2.678828001022339,0.0150995254516601,2.1535372734069824,28.0,2515.0,2543.0,10.0,2,1024,2,3.0,7.0,1.0,256,1.0,0.2,1.0,0,1,4,1,1,1,0,1,1,20,4,2,1,1,1,1,1,0.0,33685737472.0,134785609728.0,33.6,2230455177216.0,3762463466496.0,42423142.0,153010289.0,12.2,1810378752.0,47464357888.0,1.343154329051432,3689893888.0,1146880.0,20092.0,1163.0,0.0,2299.1875,46068.0,1626.0,38.0,62.584,,0.0,0.0,3617.1875,46068.0,2944.0,38.0,79.786,,0.0,1005.0,1005.0,72.5,9179156480.0,67564019712.0,6.810190270700053,15428972544.0,271425536.0,13236.0,1047049.0,32.0,37987.1875,46068.0,37300.0,43.0,101.572,,32.0,1005.0,0,0,0.2429271565710802,6,16,4800,0.6395011066666666,1005,0.6827405790487925
1501,3.6298751831054688,1.072633981704712,0.0481588840484619,0.3765039443969726,1.888584852218628,1.797163009643555,0.0205841064453125,1.2646980285644531,17.0,2515.0,2532.0,10.0,2,1024,2,3.0,7.0,1.0,256,1.0,0.2,1.0,0,1,4,1,1,1,0,1,1,20,4,2,1,1,1,0,1,0.0,33688264704.0,134785609728.0,33.6,2230455181312.0,3762506376192.0,42423143.0,153011009.0,12.2,1810378752.0,47464357888.0,1.343154329051432,3689893888.0,1249280.0,20112.0,1314.0,0.0,2299.1875,46068.0,1626.0,38.0,63.699,,0.0,0.0,3617.1875,46068.0,2944.0,38.0,62.849,,0.0,1005.0,1005.0,56.3,9179156480.0,67564019712.0,6.810190270700053,15428972544.0,278835200.0,13267.0,1076113.0,0.0,37987.1875,46068.0,37300.0,42.0,66.212,,0.0,1005.0,0,0,0.3152352563430426,6,10,4800,0.6395011066666666,1005,0.6827405790487925
1502,3.4595680236816406,1.076780080795288,0.048595905303955,0.3811850547790527,1.8961760997772217,1.8059399127960205,0.0213186740875244,1.2874879837036133,17.0,2515.0,2532.0,10.0,2,1024,2,3.0,7.0,1.0,256,1.0,0.2,1.0,0,1,4,1,1,1,0,1,1,20,4,2,1,1,1,1,1,0.0,33663954944.0,134785609728.0,33.6,2230455181312.0,3762507158528.0,42423143.0,153011129.0,21.4,1806434304.0,47465275392.0,1.3402278682757156,3689893888.0,1433600.0,20122.0,1430.0,0.0,2299.1875,46068.0,1626.0,38.0,62.538,,0.0,0.0,3617.1875,46068.0,2944.0,38.0,86.583,,0.0,1005.0,1005.0,57.9,9179156480.0,67564019712.0,6.810190270700053,15428972544.0,284848128.0,13295.0,1099592.0,36.0,37987.1875,46068.0,37300.0,45.0,120.288,,36.0,1005.0,0,0,0.3152352563430426,6,10,4800,0.6395011066666666,1005,0.6827405790487925
1503,3.3850789070129395,1.066450119018555,0.0483269691467285,0.380573034286499,1.893625020980835,1.8008859157562256,0.0209360122680664,1.2705178260803225,17.0,2515.0,2532.0,10.0,2,1024,2,3.0,7.0,1.0,256,1.0,0.2,1.0,0,1,4,1,1,1,0,1,1,20,4,2,1,1,1,0,1,0.0,33663954944.0,134785609728.0,33.6,2230455181312.0,3762507158528.0,42423143.0,153011129.0,21.4,1806434304.0,47465275392.0,1.3402278682757156,3689893888.0,1433600.0,20122.0,1430.0,0.0,2299.1875,46068.0,1626.0,38.0,62.538,,0.0,0.0,3617.1875,46068.0,2944.0,38.0,86.583,,0.0,1005.0,1005.0,57.9,9179156480.0,67564019712.0,6.810190270700053,15428972544.0,284848128.0,13295.0,1099592.0,36.0,37987.1875,46068.0,37300.0,45.0,120.288,,36.0,1005.0,0,0,0.3152352563430426,6,10,4800,0.6395011066666666,1005,0.6827405790487925
