id,trace_rowid,span_id,parent_id,name,start_time,end_time,events,status_code,status_message,start_time_unix,end_time_unix,log@openai._base_client - [_base_client.py:1585] - DEBUG,log@httpcore.connection - [_trace.py:85] - DEBUG,log@httpx - [_client.py:1786] - INFO,log@httpcore.http11 - [_trace.py:85] - DEBUG,log@urllib3.connectionpool - [connectionpool.py:546] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG,log@urllib3.connectionpool - [connectionpool.py:291] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:112] - INFO,log@llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO,log@llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG,log@openai._base_client - [_base_client.py:446] - DEBUG,log@vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO,log@vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG,log@vllm.engine.metrics - [metrics.py:295] - INFO,log@vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO,log@vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG,log_entries,metric@cpu_usage,metric@gpu_graph_clock,duration
1,1525,ed5121f45b7965a2,,query,2024-10-31 12:25:05.924534,2024-10-31 12:25:11.944315,[],OK,,1730377505.924534,1730377511.944315,1,8,2,20,4,1,1,1,0,1,1,1,1,1,2,1,1,"['2024-10-31 12:25:05,949 - urllib3.connectionpool - [connectionpool.py:291] - DEBUG', '2024-10-31 12:25:05,953 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-31 12:25:05,957 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 12:25:05,958 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 12:25:05,958 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:25:05,959 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:25:05,959 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:25:05,959 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:25:05,959 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:25:05,962 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:25:05,962 - httpx - [_client.py:1786] - INFO', '2024-10-31 12:25:05,962 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:25:05,964 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:25:05,964 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:25:05,964 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:25:05,964 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 12:25:05,964 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 12:25:06,978 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-31 12:25:06,982 - llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG', '2024-10-31 12:25:07,452 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-31 12:25:07,454 - llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG', '2024-10-31 12:25:07,454 - llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG', '2024-10-31 12:25:07,457 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-10-31 12:25:07,460 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 12:25:07,460 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 12:25:07,460 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 12:25:07,461 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 12:25:07,461 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:25:07,462 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:25:07,462 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:25:07,462 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:25:07,462 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:25:11,933 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:25:11,934 - httpx - [_client.py:1786] - INFO', '2024-10-31 12:25:11,934 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:25:11,935 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:25:11,935 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:25:11,936 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:25:11,936 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-10-31 12:25:11,943 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-31 12:25:11,944 - llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO', '2024-10-31 12:25:06,270 - vllm.engine.metrics - [metrics.py:295] - INFO', '2024-10-31 12:25:07,528 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-10-31 12:25:07,530 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-10-31 12:25:11,308 - vllm.engine.metrics - [metrics.py:295] - INFO', '2024-10-31 12:25:11,912 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-10-31 12:25:11,934 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0,6.019780874252319
2,1525,5efcd67d2c212467,ed5121f45b7965a2,retrieve,2024-10-31 12:25:05.924986,2024-10-31 12:25:06.969380,[],OK,,1730377505.924986,1730377506.96938,0,4,1,10,1,0,0,1,0,0,0,0,0,0,1,0,0,"['2024-10-31 12:25:05,949 - urllib3.connectionpool - [connectionpool.py:291] - DEBUG', '2024-10-31 12:25:05,953 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-31 12:25:05,957 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 12:25:05,958 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 12:25:05,958 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:25:05,959 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:25:05,959 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:25:05,959 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:25:05,959 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:25:05,962 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:25:05,962 - httpx - [_client.py:1786] - INFO', '2024-10-31 12:25:05,962 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:25:05,964 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:25:05,964 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:25:05,964 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:25:05,964 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 12:25:05,964 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 12:25:06,270 - vllm.engine.metrics - [metrics.py:295] - INFO']",11.8,1005,1.0443940162658691
3,1525,820d1bf48dbee85e,5efcd67d2c212467,embedding,2024-10-31 12:25:05.925334,2024-10-31 12:25:05.948551,[],OK,,1730377505.925334,1730377505.948551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],11.8,1005,0.023216962814331055
4,1525,73e5f02373f8c70e,ed5121f45b7965a2,reranking,2024-10-31 12:25:06.986976,2024-10-31 12:25:07.374411,[],OK,,1730377506.986976,1730377507.374411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],11.8,1005,0.3874351978302002
5,1525,12fcbd15c49aabfd,ed5121f45b7965a2,llm,2024-10-31 12:25:07.455072,2024-10-31 12:25:11.938517,[],OK,,1730377507.455072,1730377511.938517,1,4,1,10,0,0,0,0,0,0,0,1,1,1,1,1,1,"['2024-10-31 12:25:07,457 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-10-31 12:25:07,460 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 12:25:07,460 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 12:25:07,460 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 12:25:07,461 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 12:25:07,461 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:25:07,462 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:25:07,462 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:25:07,462 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:25:07,462 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:25:11,933 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:25:11,934 - httpx - [_client.py:1786] - INFO', '2024-10-31 12:25:11,934 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:25:11,935 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:25:11,935 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:25:11,936 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:25:11,936 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-10-31 12:25:07,528 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-10-31 12:25:07,530 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-10-31 12:25:11,308 - vllm.engine.metrics - [metrics.py:295] - INFO', '2024-10-31 12:25:11,912 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-10-31 12:25:11,934 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0,4.483445167541504
6,1525,ef7e85eca417956f,12fcbd15c49aabfd,llm_request,2024-10-31 12:25:07.528123,2024-10-31 12:25:11.911788,[],OK,,1730377507.528123,1730377511.911788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0.0,0,4.383665084838867
7,1525,4648a4a5aa59c901,ef7e85eca417956f,llm_scheduler,2024-10-31 20:25:07.549120,2024-10-31 20:25:07.570117,[],OK,,1730377507.5491204,1730377507.5701177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],53.5,1005,0.020997285842895508
8,1525,c91b7cc67d140e4c,ef7e85eca417956f,llm_generate,2024-10-31 20:25:08.201131,2024-10-31 20:25:11.884547,[],OK,,1730377508.2011309,1730377511.8845468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],53.5,1005,3.6834158897399902
9,1526,6a3d661df9451179,,query,2024-10-31 12:25:11.950506,2024-10-31 12:25:17.870762,[],OK,,1730377511.950506,1730377517.870762,1,4,2,20,4,1,1,0,0,1,1,1,1,1,1,1,1,"['2024-10-31 12:25:11,980 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-31 12:25:11,984 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 12:25:11,985 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 12:25:11,985 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:25:11,986 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:25:11,986 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:25:11,986 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:25:11,986 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:25:11,990 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:25:11,991 - httpx - [_client.py:1786] - INFO', '2024-10-31 12:25:11,991 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:25:11,992 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:25:11,993 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:25:11,993 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:25:11,993 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 12:25:11,993 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 12:25:13,009 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-31 12:25:13,014 - llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG', '2024-10-31 12:25:13,415 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-31 12:25:13,416 - llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG', '2024-10-31 12:25:13,417 - llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG', '2024-10-31 12:25:13,421 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-10-31 12:25:13,425 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:25:13,426 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:25:13,426 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:25:13,426 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:25:13,426 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:25:17,857 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:25:17,858 - httpx - [_client.py:1786] - INFO', '2024-10-31 12:25:17,858 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:25:17,859 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:25:17,859 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:25:17,860 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:25:17,860 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-10-31 12:25:17,869 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-31 12:25:17,870 - llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO', '2024-10-31 12:25:13,493 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-10-31 12:25:13,495 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-10-31 12:25:16,316 - vllm.engine.metrics - [metrics.py:295] - INFO', '2024-10-31 12:25:17,837 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-10-31 12:25:17,858 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0,5.9202561378479
10,1526,4ed596e2c2b52e4b,6a3d661df9451179,retrieve,2024-10-31 12:25:11.950871,2024-10-31 12:25:12.999824,[],OK,,1730377511.950871,1730377512.999824,0,4,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,"['2024-10-31 12:25:11,980 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-31 12:25:11,984 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 12:25:11,985 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 12:25:11,985 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:25:11,986 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:25:11,986 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:25:11,986 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:25:11,986 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:25:11,990 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:25:11,991 - httpx - [_client.py:1786] - INFO', '2024-10-31 12:25:11,991 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:25:11,992 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:25:11,993 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:25:11,993 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-31 12:25:11,993 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-31 12:25:11,993 - httpcore.connection - [_trace.py:85] - DEBUG']",11.4,1005,1.0489530563354492
