trace_rowid,query>duration,retrieve>duration,embedding>duration,reranking>duration,llm>duration,llm_request>duration,llm_scheduler>duration,llm_generate>duration,trace@query@llm_token_count_completion,trace@query@llm_token_count_prompt,trace@query@llm_token_count_total,trace@retrieve@retrieve_num,trace@embedding@embedding_model_name,trace@embedding@embedding_vector,trace@reranking@rerank_model_name,trace@reranking@top_k,trace@llm_request@llm_model_name,trace@llm_request@parameters_best_of,trace@llm_request@parameters_max_tokens,trace@llm_request@parameters_n,trace@llm_request@parameters_temperature,trace@llm_request@parameters_top_p,log@rag@openai._base_client - [_base_client.py:1585] - DEBUG,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG,log@rag@urllib3.connectionpool - [connectionpool.py:546] - DEBUG,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:112] - INFO,log@rag@httpx - [_client.py:1786] - INFO,log@rag@openai._base_client - [_base_client.py:446] - DEBUG,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO,log@rag@httpcore.http11 - [_trace.py:85] - DEBUG,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG,log@rag@httpcore.connection - [_trace.py:85] - DEBUG,log@rag@urllib3.connectionpool - [connectionpool.py:291] - DEBUG,log@vllm@vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG,log@vllm@vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO,log@vllm@vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO,log@vllm@vllm.engine.metrics - [metrics.py:295] - INFO,log@vllm@vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG,metric@qdrant@cpu_usage_percent,metric@qdrant@mem_rss,metric@qdrant@mem_vms,metric@qdrant@mem_memory_percent,metric@qdrant@disk_read_bytes,metric@qdrant@disk_write_bytes,metric@qdrant@disk_read_count,metric@qdrant@disk_write_count,metric@rag@cpu_usage_percent,metric@rag@mem_rss,metric@rag@mem_vms,metric@rag@mem_memory_percent,metric@rag@disk_read_bytes,metric@rag@disk_write_bytes,metric@rag@disk_read_count,metric@rag@disk_write_count,metric@rag@gpu_3_gpu_utilization_percent,metric@rag@gpu_3_gpu_memory_used_MB,metric@rag@gpu_3_gpu_memory_total_MB,metric@rag@gpu_3_gpu_memory_process_used_MB,metric@rag@gpu_3_gpu_temperature_C,metric@rag@gpu_3_gpu_power_W,metric@rag@gpu_3_gpu_sm_activity_percent,metric@rag@gpu_3_gpu_graph_clock,metric@rag@gpu_4_gpu_utilization_percent,metric@rag@gpu_4_gpu_memory_used_MB,metric@rag@gpu_4_gpu_memory_total_MB,metric@rag@gpu_4_gpu_memory_process_used_MB,metric@rag@gpu_4_gpu_temperature_C,metric@rag@gpu_4_gpu_power_W,metric@rag@gpu_4_gpu_sm_activity_percent,metric@rag@gpu_4_gpu_graph_clock,metric@vllm@cpu_usage_percent,metric@vllm@mem_rss,metric@vllm@mem_vms,metric@vllm@mem_memory_percent,metric@vllm@disk_read_bytes,metric@vllm@disk_write_bytes,metric@vllm@disk_read_count,metric@vllm@disk_write_count,metric@vllm@gpu_5_gpu_utilization_percent,metric@vllm@gpu_5_gpu_memory_used_MB,metric@vllm@gpu_5_gpu_memory_total_MB,metric@vllm@gpu_5_gpu_memory_process_used_MB,metric@vllm@gpu_5_gpu_temperature_C,metric@vllm@gpu_5_gpu_power_W,metric@vllm@gpu_5_gpu_sm_activity_percent,metric@vllm@gpu_5_gpu_graph_clock,quality@record@quality_kb,quality@record@quality_prompt,quality@answer_correctness,trace@query@input_value_sum,trace@query@output_value_sum,trace@retrieve@documents_contents_sum,trace@retrieve@documents_scores_top3mean,trace@reranking@output_documents_contents_sum,trace@reranking@output_documents_scores_top3mean
718,3.217010021209717,0.443444013595581,0.2529900074005127,1.3907999992370603,1.1952710151672363,1.0927329063415527,0.0229325294494628,0.3431165218353271,5.0,3367.0,3372.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,1,1,4,0,2,1,1,20,1,1,4,0,1,1,1,1,1,0.0,36615737344.0,134785609728.0,33.5,2443143164416.0,4054184518656.0,44826826.0,162881745.0,5.6,1813753856.0,47466311680.0,1.3456583827162194,876154880.0,49561600.0,24301.0,38960.0,0.0,2299.1875,46068.0,1626.0,37.0,62.238,0.0,1005.0,0.0,3617.1875,46068.0,2944.0,36.0,74.048,0.0,1005.0,64.0,5869178880.0,68908216320.0,4.354455117162817,3008274432.0,2065895424.0,20492.0,8054505.0,42.0,41465.1875,46068.0,40784.0,40.0,158.241,42.0,1005.0,0,0,1.0,14,2,5916,0.7679070233333333,1909,0.9987507065137228
719,3.247274875640869,0.4265668392181396,0.3166089057922363,1.2989170551300049,1.3247020244598389,1.2157390117645264,0.0289428234100341,0.435513973236084,6.0,3545.0,3551.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,1,1,4,0,2,1,1,20,1,1,4,0,1,1,1,0,1,0.0,36615737344.0,134785609728.0,33.5,2443143164416.0,4054184518656.0,44826826.0,162881745.0,5.6,1813753856.0,47466311680.0,1.3456583827162194,876154880.0,49561600.0,24301.0,38960.0,0.0,2299.1875,46068.0,1626.0,37.0,62.238,0.0,1005.0,0.0,3617.1875,46068.0,2944.0,36.0,74.048,0.0,1005.0,64.0,5869178880.0,68908216320.0,4.354455117162817,3008274432.0,2065895424.0,20492.0,8054505.0,42.0,41465.1875,46068.0,40784.0,40.0,158.241,42.0,1005.0,0,0,0.658248290463863,8,3,6480,0.65477401,1937,0.7411788602670034
720,3.0935909748077397,0.5009019374847412,0.3097810745239258,1.279008865356445,1.2751660346984863,1.0948739051818848,0.0222110748291015,0.4221315383911133,6.0,3055.0,3061.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,1,1,4,0,2,1,1,20,1,1,4,0,1,1,1,1,1,0.0,36612526080.0,134785609728.0,33.5,2443143164416.0,4054190314496.0,44826826.0,162881920.0,11.6,1814278144.0,47466311680.0,1.3460473619262834,876154880.0,49766400.0,24319.0,39105.0,0.0,2299.1875,46068.0,1626.0,37.0,62.764,0.0,1005.0,81.0,3617.1875,46068.0,2944.0,39.0,120.288,81.0,1005.0,28.2,5869178880.0,68908216320.0,4.354455117162817,3008274432.0,2068217856.0,20501.0,8063488.0,0.0,41465.1875,46068.0,40784.0,38.0,66.134,0.0,1005.0,0,0,1.0,5,3,6716,0.6868497466666668,1681,0.994702418645223
721,4.076756000518799,0.4943330287933349,0.3027510643005371,1.2001099586486816,2.238765954971313,2.144442081451416,0.0214581489562988,1.5784919261932373,21.0,2556.0,2577.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,1,1,4,0,2,1,1,20,1,1,4,0,1,1,1,1,1,0.0,36594536448.0,134785609728.0,33.4,2443143164416.0,4054201250816.0,44826826.0,162882112.0,5.8,1814802432.0,47466311680.0,1.3464363411363474,876154880.0,49922048.0,24329.0,39219.0,0.0,2299.1875,46068.0,1626.0,37.0,62.171,0.0,1005.0,0.0,3617.1875,46068.0,2944.0,36.0,62.117,0.0,1005.0,63.1,5869178880.0,68908216320.0,4.354455117162817,3008274432.0,2074664960.0,20530.0,8088611.0,44.0,41465.1875,46068.0,40784.0,40.0,112.139,44.0,1005.0,0,0,0.2659075191683887,8,13,5661,0.7937960666666667,1155,0.9988147219022115
722,4.006226062774658,0.3139479160308838,0.2090790271759033,1.2877919673919678,2.1331892013549805,2.030186891555786,0.023078441619873,1.308053493499756,17.0,3316.0,3333.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,1,1,4,0,2,1,1,20,1,1,4,0,1,1,1,0,1,0.0,36594536448.0,134785609728.0,33.4,2443143164416.0,4054201250816.0,44826826.0,162882112.0,5.8,1814802432.0,47466311680.0,1.3464363411363474,876154880.0,49922048.0,24329.0,39219.0,0.0,2299.1875,46068.0,1626.0,37.0,62.171,0.0,1005.0,0.0,3617.1875,46068.0,2944.0,36.0,62.117,0.0,1005.0,63.1,5869178880.0,68908216320.0,4.354455117162817,3008274432.0,2074664960.0,20530.0,8088611.0,44.0,41465.1875,46068.0,40784.0,40.0,112.139,44.0,1005.0,0,0,0.296116135138184,7,11,6289,0.7488526666666667,1867,0.9961487452189127
723,4.153082847595215,0.4823470115661621,0.2888228893280029,1.1881389617919922,2.454328775405884,2.271982192993164,0.0234200954437255,1.5510666370391846,20.0,3296.0,3316.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,1,1,4,0,2,1,1,20,1,1,4,0,1,1,1,1,1,0.0,36582051840.0,134785609728.0,33.4,2443143164416.0,4054208111616.0,44826826.0,162882320.0,8.6,1813970944.0,47466311680.0,1.3458194444203864,876154880.0,50118656.0,24349.0,39378.0,0.0,2299.1875,46068.0,1626.0,37.0,63.781,0.0,1005.0,0.0,3617.1875,46068.0,2944.0,36.0,62.0,0.0,1005.0,49.7,5869178880.0,68908216320.0,4.354455117162817,3008274432.0,2080694272.0,20554.0,8112160.0,0.0,41465.1875,46068.0,40784.0,39.0,77.476,0.0,1005.0,0,0,0.5469860812944991,8,14,5470,0.6474032799999999,1509,0.9971590638160706
724,4.970010995864868,0.4087769985198974,0.3045709133148193,1.298475980758667,3.1464040279388428,2.965959072113037,0.0221130847930908,2.322038412094116,30.0,2883.0,2913.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,1,1,4,0,2,1,1,20,1,1,4,0,1,1,1,1,1,0.0,36596756480.0,134785609728.0,33.4,2443143164416.0,4054209422336.0,44826826.0,162882392.0,7.6,1814495232.0,47466311680.0,1.3462084236304506,876154880.0,50229248.0,24359.0,39472.0,0.0,2299.1875,46068.0,1626.0,37.0,62.576,0.0,1005.0,50.0,3617.1875,46068.0,2944.0,39.0,117.631,50.0,1005.0,49.1,5869178880.0,68908216320.0,4.354455117162817,3008274432.0,2086072320.0,20577.0,8133224.0,0.0,41465.1875,46068.0,40784.0,39.0,72.612,0.0,1005.0,0,0,0.2528190546508173,9,22,4912,0.6136939666666666,1430,0.2693173308313514
725,4.47992205619812,0.314816951751709,0.2096920013427734,1.294564962387085,2.236828088760376,2.0953149795532227,0.0234711170196533,1.2773220539093018,17.0,3684.0,3701.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,1,1,4,0,2,1,1,20,1,1,4,0,1,1,1,1,1,0.0,36613910528.0,134785609728.0,33.5,2443143168512.0,4054224069632.0,44826827.0,162882668.0,5.2,1814495232.0,47466311680.0,1.3462084236304506,876154880.0,50348032.0,24369.0,39560.0,0.0,2299.1875,46068.0,1626.0,37.0,62.221,0.0,1005.0,51.0,3617.1875,46068.0,2944.0,38.0,122.688,51.0,1005.0,63.5,5869178880.0,68908216320.0,4.354455117162817,3008274432.0,2093744128.0,20610.0,8163337.0,0.0,41465.1875,46068.0,40784.0,39.0,64.605,0.0,1005.0,0,0,0.3152352563430426,8,10,6023,0.7574834333333333,2074,0.9998785456021627
726,4.017553091049194,0.1198019981384277,0.0197269916534423,1.2039988040924072,2.5694799423217773,2.407050132751465,0.021928071975708,1.7023978233337402,22.0,3133.0,3155.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,1,1,4,0,2,1,1,20,1,1,4,0,1,1,1,1,1,0.0,36409126912.0,134785609728.0,33.3,2443143168512.0,4054232966144.0,44826827.0,162883030.0,5.4,1814495232.0,47466311680.0,1.3462084236304506,876154880.0,50515968.0,24377.0,39673.0,0.0,2299.1875,46068.0,1626.0,37.0,62.245,0.0,1005.0,0.0,3617.1875,46068.0,2944.0,36.0,80.437,0.0,1005.0,65.9,5869178880.0,68908216320.0,4.354455117162817,3008274432.0,2099748864.0,20637.0,8186660.0,49.0,41465.1875,46068.0,40784.0,42.0,123.164,49.0,1005.0,0,0,0.2755527166605029,7,15,5292,0.7531321766666667,1349,0.9970669945081075
727,5.224561929702759,0.483436107635498,0.3855640888214111,1.1912789344787598,3.524538993835449,3.339447021484375,0.0229299068450927,2.5654420852661133,34.0,3504.0,3538.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,1,1,4,0,2,1,1,20,1,1,4,0,1,1,1,1,1,0.0,36529446912.0,134785609728.0,33.4,2443143168512.0,4054242620416.0,44826827.0,162883304.0,5.4,1815019520.0,47466311680.0,1.3465974028405148,876154880.0,50647040.0,24386.0,39764.0,0.0,2299.1875,46068.0,1626.0,37.0,62.163,0.0,1005.0,0.0,3617.1875,46068.0,2944.0,36.0,74.99,0.0,1005.0,66.5,5869178880.0,68908216320.0,4.354455117162817,3008274432.0,2108039168.0,20673.0,8219171.0,31.0,41465.1875,46068.0,40784.0,42.0,116.181,31.0,1005.0,0,0,0.1916383190435099,8,24,6825,0.7414601333333333,2019,0.9970691998799642
