trace_rowid,query>duration,retrieve>duration,embedding>duration,reranking>duration,llm>duration,llm_request>duration,llm_scheduler>duration,llm_generate>duration,trace@query@llm_token_count_completion,trace@query@llm_token_count_prompt,trace@query@llm_token_count_total,trace@retrieve@retrieve_num,trace@embedding@embedding_model_name,trace@embedding@embedding_vector,trace@reranking@rerank_model_name,trace@reranking@top_k,trace@llm_request@llm_model_name,trace@llm_request@parameters_best_of,trace@llm_request@parameters_max_tokens,trace@llm_request@parameters_n,trace@llm_request@parameters_temperature,trace@llm_request@parameters_top_p,log@rag@httpcore.http11 - [_trace.py:85] - DEBUG,log@rag@openai._base_client - [_base_client.py:1585] - DEBUG,log@rag@httpx - [_client.py:1786] - INFO,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:112] - INFO,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO,log@rag@httpcore.connection - [_trace.py:85] - DEBUG,log@rag@openai._base_client - [_base_client.py:446] - DEBUG,log@rag@urllib3.connectionpool - [connectionpool.py:291] - DEBUG,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG,log@rag@urllib3.connectionpool - [connectionpool.py:546] - DEBUG,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG,log@vllm@vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG,log@vllm@vllm.engine.metrics - [metrics.py:295] - INFO,log@vllm@vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO,log@vllm@vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO,log@vllm@vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG,metric@qdrant@cpu_usage_percent,metric@qdrant@mem_rss,metric@qdrant@mem_vms,metric@qdrant@mem_memory_percent,metric@qdrant@disk_read_bytes,metric@qdrant@disk_write_bytes,metric@qdrant@disk_read_count,metric@qdrant@disk_write_count,metric@rag@cpu_usage_percent,metric@rag@mem_rss,metric@rag@mem_vms,metric@rag@mem_memory_percent,metric@rag@disk_read_bytes,metric@rag@disk_write_bytes,metric@rag@disk_read_count,metric@rag@disk_write_count,metric@rag@gpu_3_gpu_utilization_percent,metric@rag@gpu_3_gpu_memory_used_MB,metric@rag@gpu_3_gpu_memory_total_MB,metric@rag@gpu_3_gpu_memory_process_used_MB,metric@rag@gpu_3_gpu_temperature_C,metric@rag@gpu_3_gpu_power_W,metric@rag@gpu_3_gpu_sm_activity_percent,metric@rag@gpu_3_gpu_graph_clock,metric@rag@gpu_4_gpu_utilization_percent,metric@rag@gpu_4_gpu_memory_used_MB,metric@rag@gpu_4_gpu_memory_total_MB,metric@rag@gpu_4_gpu_memory_process_used_MB,metric@rag@gpu_4_gpu_temperature_C,metric@rag@gpu_4_gpu_power_W,metric@rag@gpu_4_gpu_sm_activity_percent,metric@rag@gpu_4_gpu_graph_clock,metric@vllm@cpu_usage_percent,metric@vllm@mem_rss,metric@vllm@mem_vms,metric@vllm@mem_memory_percent,metric@vllm@disk_read_bytes,metric@vllm@disk_write_bytes,metric@vllm@disk_read_count,metric@vllm@disk_write_count,metric@vllm@gpu_5_gpu_utilization_percent,metric@vllm@gpu_5_gpu_memory_used_MB,metric@vllm@gpu_5_gpu_memory_total_MB,metric@vllm@gpu_5_gpu_memory_process_used_MB,metric@vllm@gpu_5_gpu_temperature_C,metric@vllm@gpu_5_gpu_power_W,metric@vllm@gpu_5_gpu_sm_activity_percent,metric@vllm@gpu_5_gpu_graph_clock,quality@record@quality_kb,quality@record@quality_prompt,quality@answer_correctness,trace@query@input_value_sum,trace@query@output_value_sum,trace@retrieve@documents_contents_sum,trace@retrieve@documents_scores_top3mean,trace@reranking@output_documents_contents_sum,trace@reranking@output_documents_scores_top3mean
2631,2.292840003967285,0.0715160369873046,0.0465261936187744,0.3783941268920898,1.7845690250396729,1.684831142425537,0.0224306583404541,0.4559934139251709,6.0,3545.0,3551.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,2,0,1,4,1,0,1,4,1,1,1,0,1,1,1,0.0,48516841472.0,134785609728.0,47.1,2488050704896.0,4113219023872.0,45679332.0,164892565.0,24.8,1774428160.0,47464353792.0,1.3164819030613362,3402379264.0,987136.0,20069.0,907.0,0.0,2299.1875,46068.0,1626.0,37.0,64.097,0.0,1005.0,0.0,3617.1875,46068.0,2944.0,36.0,73.557,0.0,1005.0,81.7,5905719296.0,68677185536.0,4.381565144764235,13554946048.0,341151744.0,13212.0,1337007.0,100.0,41249.1875,46068.0,40568.0,41.0,140.602,100.0,600.0,0,0,0.658248290463863,8,3,6480,0.65477401,1937,0.7411788602670034
2632,2.0921390056610107,0.0779750347137451,0.0480251312255859,0.374783992767334,1.6123449802398682,1.5136208534240725,0.021550178527832,0.4488618373870849,6.0,3055.0,3061.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,2,0,1,4,1,0,1,4,1,1,1,1,1,1,1,0.0,48516841472.0,134785609728.0,47.1,2488050704896.0,4113219023872.0,45679332.0,164892565.0,24.8,1774428160.0,47464353792.0,1.3164819030613362,3402379264.0,987136.0,20069.0,907.0,0.0,2299.1875,46068.0,1626.0,37.0,64.097,0.0,1005.0,0.0,3617.1875,46068.0,2944.0,36.0,73.557,0.0,1005.0,81.7,5905719296.0,68677185536.0,4.381565144764235,13554946048.0,341151744.0,13212.0,1337007.0,100.0,41249.1875,46068.0,40568.0,41.0,140.602,100.0,600.0,0,0,1.0,5,3,6716,0.6868497466666668,1681,0.994702418645223
2633,3.1970200538635254,0.0718040466308593,0.0482938289642334,0.377249002456665,2.681201934814453,2.5933949947357178,0.0203094482421875,1.7023417949676514,21.0,2556.0,2577.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,2,0,1,4,1,0,1,4,1,1,1,1,1,1,1,0.0,48709271552.0,134785609728.0,47.2,2488052875776.0,4113222476800.0,45679503.0,164892646.0,37.4,1775476736.0,47465402368.0,1.3172598614814643,3402379264.0,1343488.0,20099.0,1174.0,0.0,2299.1875,46068.0,1626.0,37.0,62.457,0.0,1005.0,100.0,3617.1875,46068.0,2944.0,38.0,127.654,100.0,1005.0,70.5,5905719296.0,68677185536.0,4.381565144764235,13554946048.0,346984448.0,13237.0,1359625.0,0.0,41249.1875,46068.0,40568.0,39.0,89.224,0.0,600.0,0,0,0.2659075191683887,8,13,5661,0.7937960666666667,1155,0.9988147219022115
2634,3.1008241176605225,0.0760159492492675,0.0470819473266601,0.3838210105895996,2.612665891647339,2.514730930328369,0.0217311382293701,1.3734192848205566,17.0,3316.0,3333.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,2,0,1,4,1,0,1,4,1,1,1,0,1,1,1,0.0,48567341056.0,134785609728.0,47.1,2488052875776.0,4113223377920.0,45679503.0,164892756.0,13.0,1775476736.0,47465402368.0,1.3172598614814643,3402379264.0,1470464.0,20109.0,1263.0,0.0,2299.1875,46068.0,1626.0,37.0,62.226,0.0,1005.0,0.0,3617.1875,46068.0,2944.0,36.0,62.194,0.0,1005.0,92.5,5905719296.0,68678234112.0,4.381565144764235,13554946048.0,355094528.0,13271.0,1391324.0,40.0,41249.1875,46068.0,40568.0,40.0,123.557,40.0,600.0,0,0,0.296116135138184,7,11,6289,0.7488526666666667,1867,0.9961487452189127
2635,3.341150999069214,0.0744380950927734,0.045551061630249,0.3731870651245117,2.862312078475952,2.7585809230804443,0.0219283103942871,1.6206989288330078,20.0,3296.0,3316.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,2,0,1,4,1,0,1,4,1,1,1,1,1,1,1,0.0,48567341056.0,134785609728.0,47.1,2488052875776.0,4113223377920.0,45679503.0,164892756.0,13.0,1775476736.0,47465402368.0,1.3172598614814643,3402379264.0,1470464.0,20109.0,1263.0,0.0,2299.1875,46068.0,1626.0,37.0,62.226,0.0,1005.0,0.0,3617.1875,46068.0,2944.0,36.0,62.194,0.0,1005.0,92.5,5905719296.0,68678234112.0,4.381565144764235,13554946048.0,355094528.0,13271.0,1391324.0,40.0,41249.1875,46068.0,40568.0,40.0,123.557,40.0,600.0,0,0,0.5469860812944991,8,14,5470,0.6474032799999999,1509,0.9971590638160706
2636,3.941459178924561,0.0764141082763671,0.0487241744995117,0.3816490173339844,3.4427239894866943,3.3850529193878174,0.0158753395080566,2.3836991786956787,30.0,2883.0,2913.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,2,0,1,4,1,0,1,4,1,1,1,1,1,1,1,0.0,48656060416.0,134785609728.0,47.2,2488052879872.0,4113252611072.0,45679504.0,164893123.0,24.4,1772429312.0,47465271296.0,1.3149989198229672,3402379264.0,1687552.0,20128.0,1441.0,0.0,2299.1875,46068.0,1626.0,37.0,62.214,0.0,1005.0,0.0,3617.1875,46068.0,2944.0,37.0,99.037,0.0,1005.0,81.5,5905719296.0,68678234112.0,4.381565144764235,13554946048.0,362881024.0,13304.0,1421694.0,100.0,41249.1875,46068.0,40568.0,43.0,112.584,100.0,600.0,0,0,0.2528190546508173,9,22,4912,0.6136939666666666,1430,0.2693173308313514
2637,3.203565835952759,0.0783660411834716,0.0507388114929199,0.3756270408630371,2.722442150115967,2.6193718910217285,0.0228488445281982,1.321261644363403,17.0,3684.0,3701.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,2,0,1,4,1,0,1,4,1,1,1,0,1,1,1,0.0,48613597184.0,134785609728.0,47.2,2488053551616.0,4113253594112.0,45679511.0,164893197.0,13.0,1772429312.0,47465271296.0,1.3149989198229672,3402379264.0,1814528.0,20137.0,1530.0,0.0,2299.1875,46068.0,1626.0,37.0,62.147,0.0,1005.0,0.0,3617.1875,46068.0,2944.0,36.0,73.631,0.0,1005.0,92.5,5905719296.0,68678234112.0,4.381565144764235,13555617792.0,372273152.0,13345.0,1458530.0,37.0,41249.1875,46068.0,40568.0,41.0,127.307,37.0,600.0,0,0,0.3152352563430426,8,10,6023,0.7574834333333333,2074,0.9998785456021627
2638,3.5003809928894043,0.0664839744567871,0.0481750965118408,0.3734159469604492,3.036175012588501,2.939059019088745,0.022104263305664,1.823099136352539,22.0,3133.0,3155.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,2,0,1,4,1,0,1,4,1,1,1,1,1,1,1,0.0,48613597184.0,134785609728.0,47.2,2488053551616.0,4113253594112.0,45679511.0,164893197.0,13.0,1772429312.0,47465271296.0,1.3149989198229672,3402379264.0,1814528.0,20137.0,1530.0,0.0,2299.1875,46068.0,1626.0,37.0,62.147,0.0,1005.0,0.0,3617.1875,46068.0,2944.0,36.0,73.631,0.0,1005.0,92.5,5905719296.0,68678234112.0,4.381565144764235,13555617792.0,372273152.0,13345.0,1458530.0,37.0,41249.1875,46068.0,40568.0,41.0,127.307,37.0,600.0,0,0,0.2755527166605029,7,15,5292,0.7531321766666667,1349,0.9970669945081075
2639,2.946526050567627,0.0801889896392822,0.0504019260406494,0.3884370326995849,2.4368999004364014,2.338551998138428,0.0230696201324462,1.109017848968506,14.0,3504.0,3518.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,2,0,1,4,1,0,1,4,1,1,1,0,1,1,1,0.0,48566034432.0,134785609728.0,47.1,2488053760512.0,4113261396992.0,45679522.0,164893588.0,25.6,1772953600.0,47465271296.0,1.3153878990330312,3402379264.0,2060288.0,20157.0,1708.0,0.0,2299.1875,46068.0,1626.0,37.0,63.807,0.0,1005.0,0.0,3617.1875,46068.0,2944.0,37.0,85.561,0.0,1005.0,82.1,5905719296.0,68678234112.0,4.381565144764235,13555617792.0,381054976.0,13382.0,1492819.0,100.0,41249.1875,46068.0,40568.0,43.0,91.619,100.0,600.0,0,0,0.3749999999999999,8,9,6825,0.7414601333333333,2019,0.9970691998799642
2640,2.0943028926849365,0.0787608623504638,0.0511770248413085,0.3742959499359131,1.6104459762573242,1.514376163482666,0.0220897197723388,0.4012210369110107,6.0,3088.0,3094.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,2,0,1,4,1,0,1,4,1,1,1,1,1,1,1,0.0,48566034432.0,134785609728.0,47.1,2488053760512.0,4113261396992.0,45679522.0,164893588.0,25.6,1772953600.0,47465271296.0,1.3153878990330312,3402379264.0,2060288.0,20157.0,1708.0,0.0,2299.1875,46068.0,1626.0,37.0,63.807,0.0,1005.0,0.0,3617.1875,46068.0,2944.0,37.0,85.561,0.0,1005.0,82.1,5905719296.0,68678234112.0,4.381565144764235,13555617792.0,381054976.0,13382.0,1492819.0,100.0,41249.1875,46068.0,40568.0,43.0,91.619,100.0,600.0,0,0,1.0,14,3,5547,0.76441243,1495,0.6685655871406198
