trace_rowid,query>duration,retrieve>duration,embedding>duration,reranking>duration,llm>duration,llm_request>duration,llm_scheduler>duration,llm_generate>duration,trace@query@llm_token_count_completion,trace@query@llm_token_count_prompt,trace@query@llm_token_count_total,trace@retrieve@retrieve_num,trace@embedding@embedding_model_name,trace@embedding@embedding_vector,trace@reranking@rerank_model_name,trace@reranking@top_k,trace@llm_request@llm_model_name,trace@llm_request@parameters_best_of,trace@llm_request@parameters_max_tokens,trace@llm_request@parameters_n,trace@llm_request@parameters_temperature,trace@llm_request@parameters_top_p,log@rag@openai._base_client - [_base_client.py:1585] - DEBUG,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG,log@rag@urllib3.connectionpool - [connectionpool.py:546] - DEBUG,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:112] - INFO,log@rag@httpx - [_client.py:1786] - INFO,log@rag@openai._base_client - [_base_client.py:446] - DEBUG,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO,log@rag@httpcore.http11 - [_trace.py:85] - DEBUG,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG,log@rag@httpcore.connection - [_trace.py:85] - DEBUG,log@rag@urllib3.connectionpool - [connectionpool.py:291] - DEBUG,log@vllm@vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG,log@vllm@vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO,log@vllm@vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO,log@vllm@vllm.engine.metrics - [metrics.py:295] - INFO,log@vllm@vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG,metric@qdrant@cpu_usage_percent,metric@qdrant@mem_rss,metric@qdrant@mem_vms,metric@qdrant@mem_memory_percent,metric@qdrant@disk_read_bytes,metric@qdrant@disk_write_bytes,metric@qdrant@disk_read_count,metric@qdrant@disk_write_count,metric@rag@cpu_usage_percent,metric@rag@mem_rss,metric@rag@mem_vms,metric@rag@mem_memory_percent,metric@rag@disk_read_bytes,metric@rag@disk_write_bytes,metric@rag@disk_read_count,metric@rag@disk_write_count,metric@rag@gpu_3_gpu_utilization_percent,metric@rag@gpu_3_gpu_memory_used_MB,metric@rag@gpu_3_gpu_memory_total_MB,metric@rag@gpu_3_gpu_memory_process_used_MB,metric@rag@gpu_3_gpu_temperature_C,metric@rag@gpu_3_gpu_power_W,metric@rag@gpu_3_gpu_sm_activity_percent,metric@rag@gpu_3_gpu_graph_clock,metric@rag@gpu_4_gpu_utilization_percent,metric@rag@gpu_4_gpu_memory_used_MB,metric@rag@gpu_4_gpu_memory_total_MB,metric@rag@gpu_4_gpu_memory_process_used_MB,metric@rag@gpu_4_gpu_temperature_C,metric@rag@gpu_4_gpu_power_W,metric@rag@gpu_4_gpu_sm_activity_percent,metric@rag@gpu_4_gpu_graph_clock,metric@vllm@cpu_usage_percent,metric@vllm@mem_rss,metric@vllm@mem_vms,metric@vllm@mem_memory_percent,metric@vllm@disk_read_bytes,metric@vllm@disk_write_bytes,metric@vllm@disk_read_count,metric@vllm@disk_write_count,metric@vllm@gpu_5_gpu_utilization_percent,metric@vllm@gpu_5_gpu_memory_used_MB,metric@vllm@gpu_5_gpu_memory_total_MB,metric@vllm@gpu_5_gpu_memory_process_used_MB,metric@vllm@gpu_5_gpu_temperature_C,metric@vllm@gpu_5_gpu_power_W,metric@vllm@gpu_5_gpu_sm_activity_percent,metric@vllm@gpu_5_gpu_graph_clock,quality@record@quality_kb,quality@record@quality_prompt,quality@answer_correctness,trace@query@input_value_sum,trace@query@output_value_sum,trace@retrieve@documents_contents_sum,trace@retrieve@documents_scores_top3mean,trace@reranking@output_documents_contents_sum,trace@reranking@output_documents_scores_top3mean
2127,2.151330947875977,0.0397710800170898,0.0181910991668701,0.7812068462371826,1.307322978973389,1.2058899402618408,0.0206663608551025,0.4337496757507324,6.0,3545.0,3551.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,1,1,4,0,2,1,1,20,1,1,4,0,1,1,1,0,1,0.0,41819082752.0,134785609728.0,37.4,2447036953088.0,4075786531840.0,44994089.0,164199941.0,42.2,1814851584.0,47465263104.0,1.346472807937291,5775360.0,12591104.0,21028.0,9629.0,0.0,2299.1875,46068.0,1626.0,37.0,64.459,0.0,1005.0,0.0,3617.1875,46068.0,2944.0,35.0,70.558,0.0,405.0,63.7,5877456896.0,68916596736.0,4.360596734221719,3690496.0,694988800.0,14964.0,2696149.0,100.0,41465.1875,46068.0,40784.0,41.0,137.029,100.0,1005.0,0,0,0.658248290463863,8,3,6480,0.65477401,1937,0.7411788602670034
2128,2.097843885421753,0.0732419490814209,0.0479798316955566,0.7922699451446533,1.2005770206451416,1.1081960201263428,0.0213828086853027,0.4334421157836914,6.0,3055.0,3061.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,1,1,4,0,2,1,1,20,1,1,4,0,1,1,1,1,1,0.0,41819082752.0,134785609728.0,37.4,2447036953088.0,4075786531840.0,44994089.0,164199941.0,42.2,1814851584.0,47465263104.0,1.346472807937291,5775360.0,12591104.0,21028.0,9629.0,0.0,2299.1875,46068.0,1626.0,37.0,64.459,0.0,1005.0,0.0,3617.1875,46068.0,2944.0,35.0,70.558,0.0,405.0,63.7,5877456896.0,68916596736.0,4.360596734221719,3690496.0,694988800.0,14964.0,2696149.0,100.0,41465.1875,46068.0,40784.0,41.0,137.029,100.0,1005.0,0,0,1.0,5,3,6716,0.6868497466666668,1681,0.994702418645223
2130,2.990102052688598,0.0728580951690673,0.0475540161132812,0.7803800106048584,2.1147499084472656,2.0229179859161377,0.0215427875518798,1.3034732341766355,17.0,3316.0,3333.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,1,1,4,0,2,1,1,20,1,1,4,0,1,1,1,1,1,0.0,41778425856.0,134785609728.0,37.4,2447037415936.0,4075811456000.0,44994128.0,164200459.0,19.8,1816424448.0,47465263104.0,1.3476397455674831,5775360.0,13074432.0,21067.0,9985.0,0.0,2299.1875,46068.0,1626.0,37.0,62.168,0.0,1005.0,0.0,3617.1875,46068.0,2944.0,36.0,64.826,0.0,405.0,85.1,5877456896.0,68916596736.0,4.360596734221719,3690496.0,709902336.0,15028.0,2754278.0,47.0,41465.1875,46068.0,40784.0,41.0,107.495,31.0,1005.0,0,0,0.296116135138184,7,11,6289,0.7488526666666667,1867,0.9961487452189127
2131,3.1667518615722656,0.037208080291748,0.0203709602355957,0.7764689922332764,2.3316869735717773,2.2717320919036865,0.0219542980194091,1.551633358001709,20.0,3296.0,3316.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,1,1,4,0,2,1,1,20,1,1,4,0,1,1,1,0,1,0.0,41778425856.0,134785609728.0,37.4,2447037415936.0,4075811456000.0,44994128.0,164200459.0,19.8,1816424448.0,47465263104.0,1.3476397455674831,5775360.0,13074432.0,21067.0,9985.0,0.0,2299.1875,46068.0,1626.0,37.0,62.168,0.0,1005.0,0.0,3617.1875,46068.0,2944.0,36.0,64.826,0.0,405.0,85.1,5877456896.0,68916596736.0,4.360596734221719,3690496.0,709902336.0,15028.0,2754278.0,47.0,41465.1875,46068.0,40784.0,41.0,107.495,31.0,1005.0,0,0,0.5469860812944991,8,14,5470,0.6474032799999999,1509,0.9971590638160706
2132,3.9692440032958975,0.071768045425415,0.0471069812774658,0.7853109836578369,3.084462881088257,2.99197006225586,0.0215833187103271,2.347961187362671,30.0,2883.0,2913.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,1,1,4,0,2,1,1,20,1,1,4,0,1,1,1,1,1,0.0,41868197888.0,134785609728.0,37.4,2447037420032.0,4075815085056.0,44994129.0,164200730.0,35.4,1816424448.0,47465263104.0,1.3476397455674831,5775360.0,13295616.0,21087.0,10163.0,0.0,2299.1875,46068.0,1626.0,37.0,62.981,0.0,1005.0,0.0,3617.1875,46068.0,2944.0,36.0,64.313,0.0,405.0,68.7,5877456896.0,68916596736.0,4.360596734221719,3690496.0,717389824.0,15060.0,2783456.0,47.0,41465.1875,46068.0,40784.0,42.0,144.526,47.0,1005.0,0,0,0.2528190546508173,9,22,4912,0.6136939666666666,1430,0.2693173308313514
2133,3.0426690578460693,0.073976993560791,0.0471770763397216,0.7880868911743164,2.1492490768432617,2.048837184906006,0.022825002670288,1.23311448097229,17.0,3684.0,3701.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,1,1,4,0,2,1,1,20,1,1,4,0,1,1,1,1,1,0.0,38948593664.0,134785609728.0,35.3,2447037452800.0,4075822093312.0,44994136.0,164200984.0,35.4,1816424448.0,47465263104.0,1.3476397455674831,5775360.0,13295616.0,21087.0,10163.0,0.0,2299.1875,46068.0,1626.0,37.0,62.981,0.0,1005.0,0.0,3617.1875,46068.0,2944.0,36.0,64.313,0.0,405.0,68.7,5877456896.0,68916596736.0,4.360596734221719,3690496.0,717389824.0,15060.0,2783456.0,47.0,41465.1875,46068.0,40784.0,42.0,144.526,47.0,1005.0,0,0,0.3152352563430426,8,10,6023,0.7574834333333333,2074,0.9998785456021627
2134,3.45875883102417,0.0748920440673828,0.0470209121704101,0.7847630977630615,2.5718741416931152,2.5129849910736084,0.0161867141723632,1.8159751892089844,22.0,3133.0,3155.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,1,1,4,0,2,1,1,20,1,1,4,0,1,1,1,0,1,0.0,38948593664.0,134785609728.0,35.3,2447037452800.0,4075822093312.0,44994136.0,164200984.0,21.0,1816424448.0,47465263104.0,1.3476397455674831,5775360.0,13426688.0,21098.0,10274.0,0.0,2299.1875,46068.0,1626.0,37.0,62.256,0.0,1005.0,0.0,3617.1875,46068.0,2944.0,36.0,58.801,0.0,405.0,84.3,5877456896.0,68916596736.0,4.360596734221719,3690496.0,728363008.0,15105.0,2826526.0,36.0,41465.1875,46068.0,40784.0,41.0,107.497,36.0,1005.0,0,0,0.2755527166605029,7,15,5292,0.7531321766666667,1349,0.9970669945081075
2135,4.545943021774292,0.0741169452667236,0.0472879409790039,0.791327953338623,3.645383834838867,3.550029993057251,0.0232269763946533,2.7754812240600586,38.0,3504.0,3542.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,1,1,4,0,2,1,1,20,1,1,4,0,1,1,1,1,1,0.0,38833807360.0,134785609728.0,35.2,2447037452800.0,4075842241536.0,44994136.0,164201382.0,33.8,1816424448.0,47465263104.0,1.3476397455674831,5775360.0,13668352.0,21116.0,10430.0,0.0,2299.1875,46068.0,1626.0,37.0,63.68,0.0,1005.0,0.0,3617.1875,46068.0,2944.0,36.0,70.181,0.0,405.0,71.1,5877456896.0,68916596736.0,4.360596734221719,3690496.0,734859264.0,15134.0,2851801.0,100.0,41465.1875,46068.0,40784.0,44.0,145.862,100.0,1005.0,0,0,0.1724546724547359,8,27,6825,0.7414601333333333,2019,0.9970691998799642
2136,2.1022040843963623,0.0725951194763183,0.0472149848937988,0.7834980487823486,1.220775842666626,1.1273012161254885,0.0225245952606201,0.423069953918457,6.0,3088.0,3094.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,1,1,4,0,2,1,1,20,1,1,4,0,1,1,1,0,1,0.0,38833807360.0,134785609728.0,35.2,2447037452800.0,4075842241536.0,44994136.0,164201382.0,33.8,1816424448.0,47465263104.0,1.3476397455674831,5775360.0,13668352.0,21116.0,10430.0,0.0,2299.1875,46068.0,1626.0,37.0,63.68,0.0,1005.0,0.0,3617.1875,46068.0,2944.0,36.0,70.181,0.0,405.0,71.1,5877456896.0,68916596736.0,4.360596734221719,3690496.0,734859264.0,15134.0,2851801.0,100.0,41465.1875,46068.0,40784.0,44.0,145.862,100.0,1005.0,0,0,1.0,14,3,5547,0.76441243,1495,0.6685655871406198
2137,2.4152069091796875,0.0727920532226562,0.0473508834838867,0.782783031463623,1.533815860748291,1.4390490055084229,0.0235188007354736,0.63295578956604,9.0,3671.0,3680.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,1,1,4,0,2,1,1,20,1,1,4,0,1,1,1,1,1,0.0,38762749952.0,134785609728.0,35.1,2447037452800.0,4075843417088.0,44994136.0,164201558.0,26.6,1816424448.0,47465263104.0,1.3476397455674831,5775360.0,13836288.0,21136.0,10588.0,3.0,2299.1875,46068.0,1626.0,37.0,62.505,3.0,1005.0,18.0,3617.1875,46068.0,2944.0,37.0,69.522,18.0,405.0,79.9,5877456896.0,68916596736.0,4.360596734221719,3690496.0,745824256.0,15180.0,2894853.0,16.0,41465.1875,46068.0,40784.0,41.0,124.554,16.0,1005.0,0,0,0.7415816237971964,11,3,5018,0.6210781833333333,1927,0.4954645981391271
