id,trace_rowid,span_id,parent_id,name,start_time,end_time,events,status_code,status_message,start_time_unix,end_time_unix,log@llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:112] - INFO,log@llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO,log@httpx - [_client.py:1786] - INFO,log@llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG,log@openai._base_client - [_base_client.py:1585] - DEBUG,log@openai._base_client - [_base_client.py:446] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG,log@httpcore.connection - [_trace.py:85] - DEBUG,log@httpcore.http11 - [_trace.py:85] - DEBUG,log@urllib3.connectionpool - [connectionpool.py:291] - DEBUG,log@urllib3.connectionpool - [connectionpool.py:546] - DEBUG,log@vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO,log@vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG,log@vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO,log@vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG,log@vllm.engine.metrics - [metrics.py:295] - INFO,log_entries,metric@cpu_usage,metric@gpu_graph_clock,duration
1,2423,41cb6b75a4768373,,query,2024-11-05 08:02:10.683844,2024-11-05 08:02:17.298573,[],OK,,1730793730.683844,1730793737.298573,1,0,1,2,1,1,1,1,8,20,2,4,1,1,1,1,1,"['2024-11-05 08:02:10,738 - urllib3.connectionpool - [connectionpool.py:291] - DEBUG', '2024-11-05 08:02:10,742 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-05 08:02:10,747 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-05 08:02:10,748 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-05 08:02:10,749 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 08:02:10,749 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 08:02:10,749 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 08:02:10,750 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 08:02:10,750 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 08:02:10,753 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 08:02:10,753 - httpx - [_client.py:1786] - INFO', '2024-11-05 08:02:10,753 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 08:02:10,754 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 08:02:10,755 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 08:02:10,755 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 08:02:10,755 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-05 08:02:10,755 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-05 08:02:10,764 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-05 08:02:10,766 - llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG', '2024-11-05 08:02:11,145 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-05 08:02:11,146 - llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG', '2024-11-05 08:02:11,146 - llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG', '2024-11-05 08:02:11,149 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-11-05 08:02:11,150 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-05 08:02:11,150 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-05 08:02:11,151 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-05 08:02:11,152 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-05 08:02:11,152 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 08:02:11,152 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 08:02:11,152 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 08:02:11,152 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 08:02:11,152 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 08:02:17,285 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 08:02:17,286 - httpx - [_client.py:1786] - INFO', '2024-11-05 08:02:17,287 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 08:02:17,287 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 08:02:17,287 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 08:02:17,288 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 08:02:17,288 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-11-05 08:02:17,293 - urllib3.connectionpool - [connectionpool.py:291] - DEBUG', '2024-11-05 08:02:17,297 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-05 08:02:17,298 - llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO', '2024-11-05 08:02:11,216 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-11-05 08:02:11,218 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-11-05 08:02:14,508 - vllm.engine.metrics - [metrics.py:295] - INFO', '2024-11-05 08:02:17,263 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-11-05 08:02:17,286 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0,6.614728927612305
2,2423,dff1ed1ad1f586ba,41cb6b75a4768373,retrieve,2024-11-05 08:02:10.684645,2024-11-05 08:02:10.759537,[],OK,,1730793730.684645,1730793730.759537,0,0,0,1,0,0,0,0,4,10,1,1,0,0,0,0,0,"['2024-11-05 08:02:10,738 - urllib3.connectionpool - [connectionpool.py:291] - DEBUG', '2024-11-05 08:02:10,742 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-05 08:02:10,747 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-05 08:02:10,748 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-05 08:02:10,749 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 08:02:10,749 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 08:02:10,749 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 08:02:10,750 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 08:02:10,750 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 08:02:10,753 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 08:02:10,753 - httpx - [_client.py:1786] - INFO', '2024-11-05 08:02:10,753 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 08:02:10,754 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 08:02:10,755 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 08:02:10,755 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 08:02:10,755 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-05 08:02:10,755 - httpcore.connection - [_trace.py:85] - DEBUG']",11.4,1005,0.07489204406738281
3,2423,3241adaf85b5d9c5,dff1ed1ad1f586ba,embedding,2024-11-05 08:02:10.685382,2024-11-05 08:02:10.735783,[],OK,,1730793730.685382,1730793730.735783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],11.4,1005,0.05040121078491211
4,2423,1b425c1cc01a1e8c,41cb6b75a4768373,reranking,2024-11-05 08:02:10.768477,2024-11-05 08:02:11.141598,[],OK,,1730793730.768477,1730793731.141598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],11.4,1005,0.3731210231781006
5,2423,c42ef4c9f15930da,41cb6b75a4768373,llm,2024-11-05 08:02:11.147492,2024-11-05 08:02:17.290470,[],OK,,1730793731.147492,1730793737.29047,0,0,0,1,0,1,1,0,4,10,0,0,1,1,1,1,1,"['2024-11-05 08:02:11,149 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-11-05 08:02:11,150 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-05 08:02:11,150 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-05 08:02:11,151 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-05 08:02:11,152 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-05 08:02:11,152 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 08:02:11,152 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 08:02:11,152 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 08:02:11,152 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 08:02:11,152 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 08:02:17,285 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 08:02:17,286 - httpx - [_client.py:1786] - INFO', '2024-11-05 08:02:17,287 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 08:02:17,287 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 08:02:17,287 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 08:02:17,288 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 08:02:17,288 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-11-05 08:02:11,216 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-11-05 08:02:11,218 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-11-05 08:02:14,508 - vllm.engine.metrics - [metrics.py:295] - INFO', '2024-11-05 08:02:17,263 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-11-05 08:02:17,286 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0,6.142977952957153
6,2423,0559300b4d5dfd0c,c42ef4c9f15930da,llm_request,2024-11-05 08:02:11.216053,2024-11-05 08:02:17.262671,[],OK,,1730793731.216053,1730793737.262671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0.0,0,6.0466179847717285
7,2423,0ae8859888effbc3,0559300b4d5dfd0c,llm_scheduler,2024-11-05 16:02:11.238265,2024-11-05 16:02:11.260477,[],OK,,1730793731.2382653,1730793731.2604773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],73.1,210,0.02221202850341797
8,2423,a19f7c776772ed2a,0559300b4d5dfd0c,llm_generate,2024-11-05 16:02:14.489961,2024-11-05 16:02:17.231196,[],OK,,1730793734.489961,1730793737.2311957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],73.1,210,2.74123477935791
9,2424,511edf03a2f3bf6a,,query,2024-11-05 08:02:17.309197,2024-11-05 08:02:21.916658,[],OK,,1730793737.309197,1730793741.916658,1,0,1,2,1,1,1,1,4,20,0,4,1,1,1,1,1,"['2024-11-05 08:02:17,362 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-05 08:02:17,366 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-05 08:02:17,368 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-05 08:02:17,368 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 08:02:17,369 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 08:02:17,369 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 08:02:17,369 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 08:02:17,369 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 08:02:17,371 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 08:02:17,372 - httpx - [_client.py:1786] - INFO', '2024-11-05 08:02:17,372 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 08:02:17,374 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 08:02:17,375 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 08:02:17,375 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 08:02:17,375 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-05 08:02:17,375 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-05 08:02:17,389 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-05 08:02:17,392 - llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG', '2024-11-05 08:02:17,779 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-05 08:02:17,780 - llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG', '2024-11-05 08:02:17,780 - llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG', '2024-11-05 08:02:17,783 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-11-05 08:02:17,784 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 08:02:17,785 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 08:02:17,785 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 08:02:17,785 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 08:02:17,785 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 08:02:21,909 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 08:02:21,909 - httpx - [_client.py:1786] - INFO', '2024-11-05 08:02:21,909 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 08:02:21,910 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 08:02:21,911 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 08:02:21,911 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 08:02:21,911 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-11-05 08:02:21,916 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-05 08:02:21,916 - llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO', '2024-11-05 08:02:17,855 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-11-05 08:02:17,857 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-11-05 08:02:21,418 - vllm.engine.metrics - [metrics.py:295] - INFO', '2024-11-05 08:02:21,887 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-11-05 08:02:21,910 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0,4.607460975646973
10,2424,c29e80a601a59520,511edf03a2f3bf6a,retrieve,2024-11-05 08:02:17.309936,2024-11-05 08:02:17.382849,[],OK,,1730793737.309936,1730793737.382849,0,0,0,1,0,0,0,0,4,10,0,1,0,0,0,0,0,"['2024-11-05 08:02:17,362 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-05 08:02:17,366 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-05 08:02:17,368 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-05 08:02:17,368 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 08:02:17,369 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 08:02:17,369 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 08:02:17,369 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 08:02:17,369 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 08:02:17,371 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 08:02:17,372 - httpx - [_client.py:1786] - INFO', '2024-11-05 08:02:17,372 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 08:02:17,374 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 08:02:17,375 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 08:02:17,375 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-05 08:02:17,375 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-05 08:02:17,375 - httpcore.connection - [_trace.py:85] - DEBUG']",13.0,1005,0.07291293144226074
