id,trace_rowid,span_id,parent_id,name,start_time,end_time,events,status_code,status_message,start_time_unix,end_time_unix,log@llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG,log@urllib3.connectionpool - [connectionpool.py:546] - DEBUG,log@openai._base_client - [_base_client.py:446] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG,log@openai._base_client - [_base_client.py:1585] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:112] - INFO,log@urllib3.connectionpool - [connectionpool.py:291] - DEBUG,log@httpcore.http11 - [_trace.py:85] - DEBUG,log@httpcore.connection - [_trace.py:85] - DEBUG,log@httpx - [_client.py:1786] - INFO,log@llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO,log@vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO,log@vllm.engine.metrics - [metrics.py:295] - INFO,log@vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG,log@vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG,log@vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO,log_entries,metric@cpu_usage,metric@gpu_graph_clock,duration
1,313,d34dba016a1fbae0,,query,2024-10-30 16:17:09.659609,2024-10-30 16:17:14.547222,[],OK,,1730305029.659609,1730305034.547222,1,4,1,1,1,0,1,20,8,2,1,1,1,1,1,1,1,"['2024-10-30 16:17:09,701 - urllib3.connectionpool - [connectionpool.py:291] - DEBUG', '2024-10-30 16:17:09,703 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-30 16:17:09,706 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 16:17:09,707 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 16:17:09,708 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:17:09,708 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:17:09,708 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:17:09,709 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:17:09,709 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:17:09,711 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:17:09,712 - httpx - [_client.py:1786] - INFO', '2024-10-30 16:17:09,712 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:17:09,713 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:17:09,713 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:17:09,714 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:17:09,714 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 16:17:09,714 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 16:17:10,722 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-30 16:17:10,723 - llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG', '2024-10-30 16:17:11,098 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-30 16:17:11,099 - llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG', '2024-10-30 16:17:11,099 - llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG', '2024-10-30 16:17:11,102 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-10-30 16:17:11,103 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 16:17:11,103 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 16:17:11,103 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 16:17:11,104 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 16:17:11,104 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:17:11,104 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:17:11,104 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:17:11,104 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:17:11,105 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:17:14,534 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:17:14,535 - httpx - [_client.py:1786] - INFO', '2024-10-30 16:17:14,536 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:17:14,536 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:17:14,537 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:17:14,537 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:17:14,538 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-10-30 16:17:14,546 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-30 16:17:14,547 - llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO', '2024-10-30 16:17:11,634 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-10-30 16:17:11,636 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-10-30 16:17:12,635 - vllm.engine.metrics - [metrics.py:295] - INFO', '2024-10-30 16:17:14,337 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-10-30 16:17:14,535 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0,4.887612819671631
2,313,d60aa4fa565a5a48,d34dba016a1fbae0,retrieve,2024-10-30 16:17:09.660416,2024-10-30 16:17:10.718180,[],OK,,1730305029.660416,1730305030.71818,0,1,0,0,0,0,1,10,4,1,0,0,0,0,0,0,0,"['2024-10-30 16:17:09,701 - urllib3.connectionpool - [connectionpool.py:291] - DEBUG', '2024-10-30 16:17:09,703 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-30 16:17:09,706 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 16:17:09,707 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 16:17:09,708 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:17:09,708 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:17:09,708 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:17:09,709 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:17:09,709 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:17:09,711 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:17:09,712 - httpx - [_client.py:1786] - INFO', '2024-10-30 16:17:09,712 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:17:09,713 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:17:09,713 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:17:09,714 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:17:09,714 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 16:17:09,714 - httpcore.connection - [_trace.py:85] - DEBUG']",10.6,1005,1.0577640533447266
3,313,7c9c909ae72f76fe,d60aa4fa565a5a48,embedding,2024-10-30 16:17:09.661127,2024-10-30 16:17:09.698924,[],OK,,1730305029.661127,1730305029.698924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],10.6,1005,0.037796974182128906
4,313,b8b01d130abf04da,d34dba016a1fbae0,reranking,2024-10-30 16:17:10.725527,2024-10-30 16:17:11.094472,[],OK,,1730305030.725527,1730305031.094472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],10.6,1005,0.3689448833465576
5,313,6a67e61b5e7d3360,d34dba016a1fbae0,llm,2024-10-30 16:17:11.100195,2024-10-30 16:17:14.539827,[],OK,,1730305031.100195,1730305034.539827,0,0,1,0,1,0,0,10,4,1,0,0,1,1,1,1,1,"['2024-10-30 16:17:11,102 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-10-30 16:17:11,103 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 16:17:11,103 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 16:17:11,103 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 16:17:11,104 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 16:17:11,104 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:17:11,104 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:17:11,104 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:17:11,104 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:17:11,105 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:17:14,534 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:17:14,535 - httpx - [_client.py:1786] - INFO', '2024-10-30 16:17:14,536 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:17:14,536 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:17:14,537 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:17:14,537 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:17:14,538 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-10-30 16:17:11,634 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-10-30 16:17:11,636 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-10-30 16:17:12,635 - vllm.engine.metrics - [metrics.py:295] - INFO', '2024-10-30 16:17:14,337 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-10-30 16:17:14,535 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0,3.4396321773529053
6,313,0b4718ad0c1b3c26,6a67e61b5e7d3360,llm_request,2024-10-30 16:17:11.634368,2024-10-30 16:17:14.336990,[],OK,,1730305031.634368,1730305034.33699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0.0,0,2.702622175216675
7,313,ced0b9048afd8231,0b4718ad0c1b3c26,llm_scheduler,2024-10-31 00:17:11.935510,2024-10-31 00:17:12.236652,[],OK,,1730305031.9355102,1730305032.236652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],5.6,1005,0.30114173889160156
8,313,e32627d8cdf8070e,0b4718ad0c1b3c26,llm_generate,2024-10-31 00:17:12.534005,2024-10-31 00:17:14.233763,[],OK,,1730305032.534005,1730305034.233763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],5.6,1005,1.6997580528259277
9,314,6b35c000b929a07e,,query,2024-10-30 16:17:14.558652,2024-10-30 16:17:20.043309,[],OK,,1730305034.558652,1730305040.043309,1,4,1,1,1,0,0,20,4,2,1,1,1,1,1,1,1,"['2024-10-30 16:17:14,613 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-30 16:17:14,617 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 16:17:14,619 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 16:17:14,619 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:17:14,620 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:17:14,620 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:17:14,620 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:17:14,620 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:17:14,623 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:17:14,623 - httpx - [_client.py:1786] - INFO', '2024-10-30 16:17:14,623 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:17:14,625 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:17:14,625 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:17:14,625 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:17:14,626 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 16:17:14,626 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 16:17:15,642 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-30 16:17:15,645 - llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG', '2024-10-30 16:17:16,040 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-30 16:17:16,040 - llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG', '2024-10-30 16:17:16,041 - llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG', '2024-10-30 16:17:16,043 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-10-30 16:17:16,044 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:17:16,045 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:17:16,045 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:17:16,045 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:17:16,045 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:17:19,939 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:17:19,939 - httpx - [_client.py:1786] - INFO', '2024-10-30 16:17:19,940 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:17:20,032 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:17:20,033 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:17:20,033 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:17:20,033 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-10-30 16:17:20,042 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-30 16:17:20,043 - llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO', '2024-10-30 16:17:16,535 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-10-30 16:17:16,539 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-10-30 16:17:17,836 - vllm.engine.metrics - [metrics.py:295] - INFO', '2024-10-30 16:17:19,732 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-10-30 16:17:19,939 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0,5.484657049179077
10,314,f534bbd158a15188,6b35c000b929a07e,retrieve,2024-10-30 16:17:14.559273,2024-10-30 16:17:15.633201,[],OK,,1730305034.559273,1730305035.633201,0,1,0,0,0,0,0,10,4,1,0,0,0,0,0,0,0,"['2024-10-30 16:17:14,613 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-30 16:17:14,617 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 16:17:14,619 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 16:17:14,619 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:17:14,620 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:17:14,620 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:17:14,620 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:17:14,620 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:17:14,623 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:17:14,623 - httpx - [_client.py:1786] - INFO', '2024-10-30 16:17:14,623 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:17:14,625 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:17:14,625 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:17:14,625 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 16:17:14,626 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 16:17:14,626 - httpcore.connection - [_trace.py:85] - DEBUG']",12.0,1005,1.073927879333496
