trace_rowid,query>duration,retrieve>duration,embedding>duration,reranking>duration,llm>duration,llm_request>duration,llm_scheduler>duration,llm_generate>duration,trace@query@llm_token_count_completion,trace@query@llm_token_count_prompt,trace@query@llm_token_count_total,trace@retrieve@retrieve_num,trace@embedding@embedding_model_name,trace@embedding@embedding_vector,trace@reranking@rerank_model_name,trace@reranking@top_k,trace@llm_request@llm_model_name,trace@llm_request@parameters_best_of,trace@llm_request@parameters_max_tokens,trace@llm_request@parameters_n,trace@llm_request@parameters_temperature,trace@llm_request@parameters_top_p,log@rag@urllib3.connectionpool - [connectionpool.py:291] - DEBUG,log@rag@httpx - [_client.py:1786] - INFO,log@rag@openai._base_client - [_base_client.py:446] - DEBUG,log@rag@httpcore.http11 - [_trace.py:85] - DEBUG,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:112] - INFO,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG,log@rag@openai._base_client - [_base_client.py:1585] - DEBUG,log@rag@httpcore.connection - [_trace.py:85] - DEBUG,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG,log@rag@urllib3.connectionpool - [connectionpool.py:546] - DEBUG,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO,log@vllm@vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO,log@vllm@vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO,log@vllm@vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG,log@vllm@vllm.engine.metrics - [metrics.py:295] - INFO,log@vllm@vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG,metric@qdrant@cpu_usage_percent,metric@qdrant@mem_rss,metric@qdrant@mem_vms,metric@qdrant@mem_memory_percent,metric@qdrant@disk_read_bytes,metric@qdrant@disk_write_bytes,metric@qdrant@disk_read_count,metric@qdrant@disk_write_count,metric@rag@cpu_usage_percent,metric@rag@mem_rss,metric@rag@mem_vms,metric@rag@mem_memory_percent,metric@rag@disk_read_bytes,metric@rag@disk_write_bytes,metric@rag@disk_read_count,metric@rag@disk_write_count,metric@rag@gpu_3_gpu_utilization_percent,metric@rag@gpu_3_gpu_memory_used_MB,metric@rag@gpu_3_gpu_memory_total_MB,metric@rag@gpu_3_gpu_memory_process_used_MB,metric@rag@gpu_3_gpu_temperature_C,metric@rag@gpu_3_gpu_power_W,metric@rag@gpu_3_gpu_fan_speed_percent,metric@rag@gpu_3_gpu_sm_activity_percent,metric@rag@gpu_4_gpu_utilization_percent,metric@rag@gpu_4_gpu_memory_used_MB,metric@rag@gpu_4_gpu_memory_total_MB,metric@rag@gpu_4_gpu_memory_process_used_MB,metric@rag@gpu_4_gpu_temperature_C,metric@rag@gpu_4_gpu_power_W,metric@rag@gpu_4_gpu_fan_speed_percent,metric@rag@gpu_4_gpu_sm_activity_percent,metric@rag@gpu_3_gpu_graph_clock,metric@rag@gpu_4_gpu_graph_clock,metric@vllm@cpu_usage_percent,metric@vllm@mem_rss,metric@vllm@mem_vms,metric@vllm@mem_memory_percent,metric@vllm@disk_read_bytes,metric@vllm@disk_write_bytes,metric@vllm@disk_read_count,metric@vllm@disk_write_count,metric@vllm@gpu_5_gpu_utilization_percent,metric@vllm@gpu_5_gpu_memory_used_MB,metric@vllm@gpu_5_gpu_memory_total_MB,metric@vllm@gpu_5_gpu_memory_process_used_MB,metric@vllm@gpu_5_gpu_temperature_C,metric@vllm@gpu_5_gpu_power_W,metric@vllm@gpu_5_gpu_fan_speed_percent,metric@vllm@gpu_5_gpu_sm_activity_percent,metric@vllm@gpu_5_gpu_graph_clock,quality@record@quality_kb,quality@record@quality_prompt,quality@answer_correctness,trace@query@input_value_sum,trace@query@output_value_sum,trace@retrieve@documents_contents_sum,trace@retrieve@documents_scores_top3mean,trace@reranking@output_documents_contents_sum,trace@reranking@output_documents_scores_top3mean
1730,7.760139942169189,1.0515811443328855,0.0288710594177246,0.3792328834533691,6.287165880203247,6.1951539516448975,4.056347846984863,1.6107008457183838,21.0,2327.0,2348.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,1,2,1,20,0,1,1,4,1,1,4,1,2,1,1,1,1,0.0,31649316864.0,134785609728.0,29.7,2348837995008.0,3982342886400.0,43603303.0,157282185.0,5.699999999999999,1805975552.0,47464349696.0,1.3398875114669095,4096.0,598016.0,20048.0,711.5,1.5,2299.1875,46068.0,1626.0,37.0,63.6185,,1.5,0.0,3617.1875,46068.0,2944.0,35.5,61.870000000000005,,0.0,1005.0,1005.0,10.9,5972099072.0,68391329792.0,4.430813559438439,7340032.0,275699712.0,13208.5,1056461.0,15.5,40939.1875,46068.0,40258.0,38.5,91.096,,15.5,1005.0,0,0,0.2874574785652648,6,13,4800,0.6395011066666666,1005,0.6827405790487925
1731,6.333617925643921,1.0724968910217283,0.0487458705902099,0.378472089767456,4.849323987960815,4.761325836181641,4.039778470993042,0.207120656967163,5.0,2327.0,2332.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,0,2,1,20,0,1,1,4,1,1,4,1,2,1,1,1,1,0.0,31770509312.0,134785609728.0,29.8,2348837995008.0,3982344102912.0,43603303.0,157282336.0,12.0,1805975552.0,47464349696.0,1.3398875114669095,4096.0,737280.0,20057.0,816.0,0.0,2299.1875,46068.0,1626.0,37.0,62.17,,0.0,0.0,3617.1875,46068.0,2944.0,36.0,73.888,,0.0,1005.0,1005.0,47.2,5972099072.0,68391329792.0,4.430813559438439,7340032.0,281395200.0,13234.0,1078757.0,0.0,40939.1875,46068.0,40258.0,38.0,64.399,,0.0,1005.0,0,0,1.0,6,2,4800,0.6395011066666666,1005,0.6827405790487925
1732,6.4147560596466064,1.0344488620758057,0.0153789520263671,0.3820281028747558,4.963725805282593,4.869925022125244,4.033697128295898,0.3109610080718994,5.0,2327.0,2332.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,0,2,1,20,0,1,1,4,1,1,4,1,2,1,1,1,1,0.0,31753785344.0,134785609728.0,29.8,2348837995008.0,3982358078464.0,43603303.0,157282843.0,11.4,1805975552.0,47464349696.0,1.3398875114669095,4096.0,835584.0,20067.0,905.0,0.0,2299.1875,46068.0,1626.0,37.0,66.228,,0.0,98.0,3617.1875,46068.0,2944.0,38.0,92.917,,98.0,1005.0,1005.0,17.6,5972099072.0,68391329792.0,4.430813559438439,7340032.0,283373568.0,13241.0,1086334.0,0.0,40939.1875,46068.0,40258.0,39.0,73.297,,0.0,1005.0,0,0,1.0,6,2,4800,0.6395011066666666,1005,0.6827405790487925
1733,6.610189914703369,1.0739262104034424,0.0488920211791992,0.3813529014587402,5.013609886169434,4.923861026763916,4.053956031799316,0.3435437679290771,5.0,2327.0,2332.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,1,2,1,20,0,1,1,4,1,1,4,1,2,1,1,1,1,0.0,31832125440.0,134785609728.0,29.85,2348837995008.0,3982360318976.0,43603303.0,157283040.5,6.2,1806499840.0,47464349696.0,1.3402764906769735,4096.0,886784.0,20076.0,980.5,1.5,2299.1875,46068.0,1626.0,37.0,62.731,,1.5,0.0,3617.1875,46068.0,2944.0,36.0,61.9495,,0.0,1005.0,1005.0,10.3,5972099072.0,68391329792.0,4.430813559438439,7340032.0,285214720.0,13247.5,1093302.0,0.0,40939.1875,46068.0,40258.0,38.5,84.2315,,0.0,1005.0,0,0,1.0,6,2,4800,0.6395011066666666,1005,0.6827405790487925
1734,6.456099987030029,1.073951005935669,0.04805588722229,0.3844890594482422,4.9629199504852295,4.913693904876709,4.036030530929565,0.3495631217956543,5.0,2327.0,2332.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,0,2,1,20,0,1,1,4,1,1,4,1,2,1,1,1,1,0.0,31762792448.0,134785609728.0,29.8,2348837995008.0,3982361560064.0,43603303.0,157283128.0,12.0,1807024128.0,47464349696.0,1.3406654698870375,4096.0,1028096.0,20085.0,1085.0,0.0,2299.1875,46068.0,1626.0,37.0,62.121,,0.0,0.0,3617.1875,46068.0,2944.0,36.0,62.119,,0.0,1005.0,1005.0,20.4,5972099072.0,68391329792.0,4.430813559438439,7340032.0,287305728.0,13257.0,1101305.0,0.0,40939.1875,46068.0,40258.0,38.0,64.358,,0.0,1005.0,0,0,1.0,6,2,4800,0.6395011066666666,1005,0.6827405790487925
1735,6.291964054107666,1.0396959781646729,0.0196750164031982,0.3826081752777099,4.837833881378174,4.755401849746704,4.057553052902222,0.1887156963348388,5.0,2327.0,2332.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,0,2,1,20,0,1,1,4,1,1,4,1,2,1,1,1,1,0.0,31709802496.0,134785609728.0,29.8,2348837995008.0,3982363657216.0,43603303.0,157283248.0,11.4,1807024128.0,47464349696.0,1.3406654698870375,4096.0,1122304.0,20095.0,1174.0,0.0,2299.1875,46068.0,1626.0,37.0,62.17,,0.0,0.0,3617.1875,46068.0,2944.0,36.0,76.352,,0.0,1005.0,1005.0,20.8,5972099072.0,68391329792.0,4.430813559438439,7340032.0,289206272.0,13265.0,1108669.0,0.0,40939.1875,46068.0,40258.0,39.0,64.328,,0.0,1005.0,0,0,1.0,6,2,4800,0.6395011066666666,1005,0.6827405790487925
1736,6.413887023925781,1.0389790534973145,0.02030611038208,0.3802371025085449,4.956177949905396,4.89720606803894,4.036381721496582,0.3359825611114502,5.0,2327.0,2332.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,0,2,1,20,0,1,1,4,1,1,4,1,2,1,1,1,1,0.0,31683158016.0,134785609728.0,29.7,2348837995008.0,3982364210176.0,43603303.0,157283330.0,11.6,1807024128.0,47464349696.0,1.3406654698870375,4096.0,1216512.0,20104.0,1263.0,0.0,2299.1875,46068.0,1626.0,37.0,65.093,,0.0,91.0,3617.1875,46068.0,2944.0,37.0,90.088,,91.0,1005.0,1005.0,16.4,5972099072.0,68391329792.0,4.430813559438439,7340032.0,291180544.0,13273.0,1116242.0,0.0,40939.1875,46068.0,40258.0,39.0,68.237,,0.0,1005.0,0,0,1.0,6,2,4800,0.6395011066666666,1005,0.6827405790487925
1737,6.519597053527832,1.0775818824768066,0.0489809513092041,0.3775098323822021,5.015697002410889,4.923999786376953,4.0506463050842285,0.3462388515472412,5.0,2327.0,2332.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,1,2,1,20,0,1,1,4,1,1,4,1,2,1,1,1,1,0.0,31752085504.0,134785609728.0,29.8,2348837995008.0,3982375439360.0,43603303.0,157283582.0,5.9,1807286272.0,47464349696.0,1.3408599594920696,4096.0,1265664.0,20114.0,1338.5,0.0,2299.1875,46068.0,1626.0,37.0,62.6985,,0.0,0.0,3617.1875,46068.0,2944.0,36.0,62.0405,,0.0,1005.0,1005.0,11.3,5972099072.0,68391329792.0,4.430813559438439,7340032.0,293152768.0,13279.5,1123678.5,0.0,40939.1875,46068.0,40258.0,39.0,84.67949999999999,,0.0,1005.0,0,0,1.0,6,2,4800,0.6395011066666666,1005,0.6827405790487925
1730,7.760139942169189,1.0515811443328855,0.0288710594177246,0.3792328834533691,6.287165880203247,6.1951539516448975,4.056347846984863,1.6107008457183838,21.0,2327.0,2348.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,1,2,1,20,0,1,1,4,1,1,4,1,2,1,1,1,1,0.0,31649316864.0,134785609728.0,29.7,2348837995008.0,3982342886400.0,43603303.0,157282185.0,5.699999999999999,1805975552.0,47464349696.0,1.3398875114669095,4096.0,598016.0,20048.0,711.5,1.5,2299.1875,46068.0,1626.0,37.0,63.6185,,1.5,0.0,3617.1875,46068.0,2944.0,35.5,61.870000000000005,,0.0,1005.0,1005.0,10.9,5972099072.0,68391329792.0,4.430813559438439,7340032.0,275699712.0,13208.5,1056461.0,15.5,40939.1875,46068.0,40258.0,38.5,91.096,,15.5,1005.0,0,0,0.2874574785652648,6,13,4800,0.6395011066666666,1005,0.6827405790487925
1731,6.333617925643921,1.0724968910217283,0.0487458705902099,0.378472089767456,4.849323987960815,4.761325836181641,4.039778470993042,0.207120656967163,5.0,2327.0,2332.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,0,2,1,20,0,1,1,4,1,1,4,1,2,1,1,1,1,0.0,31770509312.0,134785609728.0,29.8,2348837995008.0,3982344102912.0,43603303.0,157282336.0,12.0,1805975552.0,47464349696.0,1.3398875114669095,4096.0,737280.0,20057.0,816.0,0.0,2299.1875,46068.0,1626.0,37.0,62.17,,0.0,0.0,3617.1875,46068.0,2944.0,36.0,73.888,,0.0,1005.0,1005.0,47.2,5972099072.0,68391329792.0,4.430813559438439,7340032.0,281395200.0,13234.0,1078757.0,0.0,40939.1875,46068.0,40258.0,38.0,64.399,,0.0,1005.0,0,0,1.0,6,2,4800,0.6395011066666666,1005,0.6827405790487925
