id,trace_rowid,span_id,parent_id,name,start_time,end_time,events,status_code,status_message,start_time_unix,end_time_unix,log@llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO,log@urllib3.connectionpool - [connectionpool.py:546] - DEBUG,log@httpcore.connection - [_trace.py:85] - DEBUG,log@httpx - [_client.py:1786] - INFO,log@openai._base_client - [_base_client.py:446] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:112] - INFO,log@openai._base_client - [_base_client.py:1585] - DEBUG,log@urllib3.connectionpool - [connectionpool.py:291] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG,log@httpcore.http11 - [_trace.py:85] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG,log@vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO,log@vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO,log@vllm.engine.metrics - [metrics.py:295] - INFO,log@vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG,log@vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG,log_entries,metric@cpu_usage,metric@gpu_graph_clock,duration
1,5685,df963eb5e7782eba,,query,2024-11-06 16:45:04.804041,2024-11-06 16:45:13.367110,[],OK,,1730911504.804041,1730911513.36711,1,3,4,8,2,1,0,1,1,1,20,1,1,1,1,1,1,"['2024-11-06 16:45:04,859 - urllib3.connectionpool - [connectionpool.py:291] - DEBUG', '2024-11-06 16:45:04,863 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-06 16:45:04,868 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 16:45:04,869 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 16:45:04,870 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 16:45:04,870 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 16:45:04,871 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 16:45:04,871 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 16:45:04,871 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 16:45:04,875 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 16:45:04,876 - httpx - [_client.py:1786] - INFO', '2024-11-06 16:45:04,876 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 16:45:04,878 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 16:45:04,878 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 16:45:04,878 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 16:45:04,878 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 16:45:04,879 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 16:45:04,894 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-06 16:45:04,897 - llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG', '2024-11-06 16:45:05,193 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-06 16:45:05,194 - llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG', '2024-11-06 16:45:05,194 - llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG', '2024-11-06 16:45:05,197 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-11-06 16:45:05,198 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 16:45:05,198 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 16:45:05,198 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 16:45:05,199 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 16:45:05,199 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 16:45:05,199 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 16:45:05,199 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 16:45:05,200 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 16:45:05,200 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 16:45:07,348 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 16:45:07,349 - httpx - [_client.py:1786] - INFO', '2024-11-06 16:45:07,349 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 16:45:07,350 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 16:45:07,350 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 16:45:07,350 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 16:45:07,351 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-11-06 16:45:07,358 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-06 16:45:09,361 - llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO', '2024-11-06 16:45:11,364 - llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO', '2024-11-06 16:45:13,366 - llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO', '2024-11-06 16:45:05,266 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-11-06 16:45:05,268 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-11-06 16:45:07,335 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-11-06 16:45:07,348 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG', '2024-11-06 16:45:13,129 - vllm.engine.metrics - [metrics.py:295] - INFO']",0.0,0,8.563069105148315
2,5685,2b4ca07d7bc78a3c,df963eb5e7782eba,retrieve,2024-11-06 16:45:04.804893,2024-11-06 16:45:04.886436,[],OK,,1730911504.804893,1730911504.886436,0,0,1,4,1,0,0,0,1,0,10,0,0,0,0,0,0,"['2024-11-06 16:45:04,859 - urllib3.connectionpool - [connectionpool.py:291] - DEBUG', '2024-11-06 16:45:04,863 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-06 16:45:04,868 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 16:45:04,869 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 16:45:04,870 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 16:45:04,870 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 16:45:04,871 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 16:45:04,871 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 16:45:04,871 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 16:45:04,875 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 16:45:04,876 - httpx - [_client.py:1786] - INFO', '2024-11-06 16:45:04,876 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 16:45:04,878 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 16:45:04,878 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 16:45:04,878 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 16:45:04,878 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 16:45:04,879 - httpcore.connection - [_trace.py:85] - DEBUG']",10.8,1740,0.08154296875
3,5685,de454bb8341a41cf,2b4ca07d7bc78a3c,embedding,2024-11-06 16:45:04.805644,2024-11-06 16:45:04.856308,[],OK,,1730911504.805644,1730911504.856308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],10.8,1740,0.05066394805908203
4,5685,0fc41e6276cff443,df963eb5e7782eba,reranking,2024-11-06 16:45:04.900070,2024-11-06 16:45:05.189383,[],OK,,1730911504.90007,1730911505.189383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],10.8,1740,0.28931307792663574
5,5685,591b987dacfb4b26,df963eb5e7782eba,llm,2024-11-06 16:45:05.195192,2024-11-06 16:45:07.352966,[],OK,,1730911505.195192,1730911507.352966,0,0,0,4,1,1,0,1,0,0,10,0,1,1,0,1,1,"['2024-11-06 16:45:05,197 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-11-06 16:45:05,198 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 16:45:05,198 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 16:45:05,198 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 16:45:05,199 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 16:45:05,199 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 16:45:05,199 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 16:45:05,199 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 16:45:05,200 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 16:45:05,200 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 16:45:07,348 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 16:45:07,349 - httpx - [_client.py:1786] - INFO', '2024-11-06 16:45:07,349 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 16:45:07,350 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 16:45:07,350 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 16:45:07,350 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 16:45:07,351 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-11-06 16:45:05,266 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-11-06 16:45:05,268 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-11-06 16:45:07,335 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-11-06 16:45:07,348 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0,2.157773971557617
6,5685,867a4ac9079be4e5,591b987dacfb4b26,llm_request,2024-11-06 16:45:05.266267,2024-11-06 16:45:07.334929,[],OK,,1730911505.266267,1730911507.334929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0.0,0,2.06866192817688
7,5685,b10b65bd3525a6d2,867a4ac9079be4e5,llm_scheduler,2024-11-07 00:45:05.288694,2024-11-07 00:45:05.311121,[],OK,,1730911505.288694,1730911505.3111205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],44.6,1740,0.022426605224609375
8,5685,4ab763b4857060fb,867a4ac9079be4e5,llm_generate,2024-11-07 00:45:05.793033,2024-11-07 00:45:07.324406,[],OK,,1730911505.793033,1730911507.3244064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],44.6,1740,1.5313735008239746
9,5687,eb32ab7e7f11d1be,,query,2024-11-06 16:45:20.625979,2024-11-06 16:45:27.845709,[],OK,,1730911520.625979,1730911527.845709,1,3,4,8,2,1,0,1,0,1,20,1,1,1,1,1,1,"['2024-11-06 16:45:20,681 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-06 16:45:20,686 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 16:45:20,688 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 16:45:20,688 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 16:45:20,689 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 16:45:20,689 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 16:45:20,689 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 16:45:20,689 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 16:45:20,695 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 16:45:20,695 - httpx - [_client.py:1786] - INFO', '2024-11-06 16:45:20,696 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 16:45:20,697 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 16:45:20,697 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 16:45:20,698 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 16:45:20,698 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 16:45:20,698 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 16:45:20,712 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-06 16:45:20,714 - llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG', '2024-11-06 16:45:21,011 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-06 16:45:21,012 - llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG', '2024-11-06 16:45:21,012 - llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG', '2024-11-06 16:45:21,015 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-11-06 16:45:21,016 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 16:45:21,016 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 16:45:21,016 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 16:45:21,017 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 16:45:21,017 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 16:45:21,017 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 16:45:21,017 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 16:45:21,017 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 16:45:21,017 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 16:45:21,827 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 16:45:21,828 - httpx - [_client.py:1786] - INFO', '2024-11-06 16:45:21,828 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 16:45:21,829 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 16:45:21,829 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 16:45:21,830 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 16:45:21,830 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-11-06 16:45:21,837 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-06 16:45:23,840 - llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO', '2024-11-06 16:45:25,843 - llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO', '2024-11-06 16:45:27,845 - llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO', '2024-11-06 16:45:21,078 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-11-06 16:45:21,081 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-11-06 16:45:21,454 - vllm.engine.metrics - [metrics.py:295] - INFO', '2024-11-06 16:45:21,806 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-11-06 16:45:21,828 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0,7.2197301387786865
10,5687,6aceb794e1baceb0,eb32ab7e7f11d1be,retrieve,2024-11-06 16:45:20.626753,2024-11-06 16:45:20.705267,[],OK,,1730911520.626753,1730911520.705267,0,0,1,4,1,0,0,0,0,0,10,0,0,0,0,0,0,"['2024-11-06 16:45:20,681 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-06 16:45:20,686 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 16:45:20,688 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 16:45:20,688 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 16:45:20,689 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 16:45:20,689 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 16:45:20,689 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 16:45:20,689 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 16:45:20,695 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 16:45:20,695 - httpx - [_client.py:1786] - INFO', '2024-11-06 16:45:20,696 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 16:45:20,697 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 16:45:20,697 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 16:45:20,698 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 16:45:20,698 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 16:45:20,698 - httpcore.connection - [_trace.py:85] - DEBUG']",10.8,1740,0.07851386070251465
