id,trace_rowid,span_id,parent_id,name,start_time,end_time,events,status_code,status_message,start_time_unix,end_time_unix,log@llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:112] - INFO,log@llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO,log@httpx - [_client.py:1786] - INFO,log@llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG,log@openai._base_client - [_base_client.py:1585] - DEBUG,log@openai._base_client - [_base_client.py:446] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG,log@httpcore.connection - [_trace.py:85] - DEBUG,log@httpcore.http11 - [_trace.py:85] - DEBUG,log@urllib3.connectionpool - [connectionpool.py:291] - DEBUG,log@urllib3.connectionpool - [connectionpool.py:546] - DEBUG,log@vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO,log@vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG,log@vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO,log@vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG,log@vllm.engine.metrics - [metrics.py:295] - INFO,log_entries,metric@cpu_usage,metric@gpu_graph_clock,duration
1,815,78b635d4cf016463,,query,2024-11-04 15:55:43.416609,2024-11-04 15:56:09.846501,[],OK,,1730735743.416609,1730735769.846501,1,0,1,2,1,1,1,1,8,20,2,4,1,1,1,1,5,"['2024-11-04 15:55:43,472 - urllib3.connectionpool - [connectionpool.py:291] - DEBUG', '2024-11-04 15:55:43,476 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-04 15:55:43,481 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 15:55:43,482 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 15:55:43,483 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 15:55:43,483 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 15:55:43,483 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 15:55:43,484 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 15:55:43,484 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 15:55:43,487 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 15:55:43,488 - httpx - [_client.py:1786] - INFO', '2024-11-04 15:55:43,488 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 15:55:43,489 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 15:55:43,489 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 15:55:43,490 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 15:55:43,490 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 15:55:43,490 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 15:55:43,502 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-04 15:55:43,505 - llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG', '2024-11-04 15:55:43,887 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-04 15:55:43,888 - llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG', '2024-11-04 15:55:43,888 - llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG', '2024-11-04 15:55:43,891 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-11-04 15:55:43,892 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 15:55:43,892 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 15:55:43,892 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 15:55:43,893 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 15:55:43,893 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 15:55:43,893 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 15:55:43,893 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 15:55:43,893 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 15:55:43,894 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 15:56:09,833 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 15:56:09,834 - httpx - [_client.py:1786] - INFO', '2024-11-04 15:56:09,835 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 15:56:09,835 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 15:56:09,836 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 15:56:09,836 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 15:56:09,837 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-11-04 15:56:09,841 - urllib3.connectionpool - [connectionpool.py:291] - DEBUG', '2024-11-04 15:56:09,845 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-04 15:56:09,846 - llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO', '2024-11-04 15:55:44,134 - vllm.engine.metrics - [metrics.py:295] - INFO', '2024-11-04 15:55:46,034 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-11-04 15:55:46,134 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-11-04 15:55:50,133 - vllm.engine.metrics - [metrics.py:295] - INFO', '2024-11-04 15:55:55,734 - vllm.engine.metrics - [metrics.py:295] - INFO', '2024-11-04 15:56:00,935 - vllm.engine.metrics - [metrics.py:295] - INFO', '2024-11-04 15:56:06,433 - vllm.engine.metrics - [metrics.py:295] - INFO', '2024-11-04 15:56:08,933 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-11-04 15:56:09,835 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0,26.42989206314087
2,815,1bc64a5cd953e2a1,78b635d4cf016463,retrieve,2024-11-04 15:55:43.417403,2024-11-04 15:55:43.496449,[],OK,,1730735743.417403,1730735743.496449,0,0,0,1,0,0,0,0,4,10,1,1,0,0,0,0,0,"['2024-11-04 15:55:43,472 - urllib3.connectionpool - [connectionpool.py:291] - DEBUG', '2024-11-04 15:55:43,476 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-04 15:55:43,481 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 15:55:43,482 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 15:55:43,483 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 15:55:43,483 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 15:55:43,483 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 15:55:43,484 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 15:55:43,484 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 15:55:43,487 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 15:55:43,488 - httpx - [_client.py:1786] - INFO', '2024-11-04 15:55:43,488 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 15:55:43,489 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 15:55:43,489 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 15:55:43,490 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 15:55:43,490 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 15:55:43,490 - httpcore.connection - [_trace.py:85] - DEBUG']",11.4,1005,0.07904601097106934
3,815,50a111d4bf61b55f,1bc64a5cd953e2a1,embedding,2024-11-04 15:55:43.418114,2024-11-04 15:55:43.469134,[],OK,,1730735743.418114,1730735743.469134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],11.4,1005,0.051020145416259766
4,815,8de549002e2718dc,78b635d4cf016463,reranking,2024-11-04 15:55:43.508732,2024-11-04 15:55:43.883279,[],OK,,1730735743.508732,1730735743.883279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],11.4,1005,0.37454700469970703
5,815,a22b38634ffa6292,78b635d4cf016463,llm,2024-11-04 15:55:43.889092,2024-11-04 15:56:09.838751,[],OK,,1730735743.889092,1730735769.838751,0,0,0,1,0,1,1,0,4,10,0,0,1,1,1,1,5,"['2024-11-04 15:55:43,891 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-11-04 15:55:43,892 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 15:55:43,892 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 15:55:43,892 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 15:55:43,893 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 15:55:43,893 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 15:55:43,893 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 15:55:43,893 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 15:55:43,893 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 15:55:43,894 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 15:56:09,833 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 15:56:09,834 - httpx - [_client.py:1786] - INFO', '2024-11-04 15:56:09,835 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 15:56:09,835 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 15:56:09,836 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 15:56:09,836 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 15:56:09,837 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-11-04 15:55:44,134 - vllm.engine.metrics - [metrics.py:295] - INFO', '2024-11-04 15:55:46,034 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-11-04 15:55:46,134 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-11-04 15:55:50,133 - vllm.engine.metrics - [metrics.py:295] - INFO', '2024-11-04 15:55:55,734 - vllm.engine.metrics - [metrics.py:295] - INFO', '2024-11-04 15:56:00,935 - vllm.engine.metrics - [metrics.py:295] - INFO', '2024-11-04 15:56:06,433 - vllm.engine.metrics - [metrics.py:295] - INFO', '2024-11-04 15:56:08,933 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-11-04 15:56:09,835 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0,25.9496591091156
6,815,05bffec0ff6f926f,a22b38634ffa6292,llm_request,2024-11-04 15:55:46.034334,2024-11-04 15:56:08.931895,[],OK,,1730735746.034334,1730735768.931895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0.0,0,22.897561073303223
7,815,74328f42445db485,05bffec0ff6f926f,llm_scheduler,2024-11-04 23:55:47.036498,2024-11-04 23:55:48.038661,[],OK,,1730735747.0364978,1730735748.0386612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],4.0,1005,1.0021634101867676
8,815,4ca9ba1435984679,05bffec0ff6f926f,llm_generate,2024-11-04 23:55:48.433653,2024-11-04 23:56:08.133811,[],OK,,1730735748.4336529,1730735768.133811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],5.05,1005,19.70015811920166
9,816,78cfc4e461a328e9,,query,2024-11-04 15:56:09.856881,2024-11-04 15:56:19.743685,[],OK,,1730735769.856881,1730735779.743685,1,0,1,2,1,1,1,1,4,20,1,4,1,1,1,1,1,"['2024-11-04 15:56:09,911 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-04 15:56:09,915 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 15:56:09,916 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 15:56:09,917 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 15:56:09,917 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 15:56:09,917 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 15:56:09,918 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 15:56:09,918 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 15:56:09,921 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 15:56:09,921 - httpx - [_client.py:1786] - INFO', '2024-11-04 15:56:09,922 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 15:56:09,924 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 15:56:09,924 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 15:56:09,925 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 15:56:09,925 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 15:56:09,925 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 15:56:09,938 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-04 15:56:09,941 - llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG', '2024-11-04 15:56:10,332 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-04 15:56:10,333 - llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG', '2024-11-04 15:56:10,333 - llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG', '2024-11-04 15:56:10,336 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-11-04 15:56:10,337 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 15:56:10,337 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 15:56:10,337 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 15:56:10,338 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 15:56:10,338 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 15:56:19,635 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 15:56:19,636 - httpx - [_client.py:1786] - INFO', '2024-11-04 15:56:19,636 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 15:56:19,733 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 15:56:19,733 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 15:56:19,733 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 15:56:19,734 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-11-04 15:56:19,738 - urllib3.connectionpool - [connectionpool.py:291] - DEBUG', '2024-11-04 15:56:19,742 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-04 15:56:19,743 - llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO', '2024-11-04 15:56:12,033 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-11-04 15:56:12,132 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-11-04 15:56:14,835 - vllm.engine.metrics - [metrics.py:295] - INFO', '2024-11-04 15:56:19,132 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-11-04 15:56:19,732 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0,9.886804103851318
10,816,2f2fbeb0a26bbbce,78cfc4e461a328e9,retrieve,2024-11-04 15:56:09.857612,2024-11-04 15:56:09.932506,[],OK,,1730735769.857612,1730735769.932506,0,0,0,1,0,0,0,0,4,10,0,1,0,0,0,0,0,"['2024-11-04 15:56:09,911 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-04 15:56:09,915 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 15:56:09,916 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 15:56:09,917 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 15:56:09,917 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 15:56:09,917 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 15:56:09,918 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 15:56:09,918 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 15:56:09,921 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 15:56:09,921 - httpx - [_client.py:1786] - INFO', '2024-11-04 15:56:09,922 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 15:56:09,924 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 15:56:09,924 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 15:56:09,925 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 15:56:09,925 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 15:56:09,925 - httpcore.connection - [_trace.py:85] - DEBUG']",11.6,1005,0.07489418983459473
