id,trace_rowid,span_id,parent_id,name,start_time,end_time,events,status_code,status_message,start_time_unix,end_time_unix,log@httpx - [_client.py:1786] - INFO,log@urllib3.connectionpool - [connectionpool.py:546] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:112] - INFO,log@urllib3.connectionpool - [connectionpool.py:291] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO,log@openai._base_client - [_base_client.py:1585] - DEBUG,log@openai._base_client - [_base_client.py:446] - DEBUG,log@httpcore.connection - [_trace.py:85] - DEBUG,log@httpcore.http11 - [_trace.py:85] - DEBUG,log@vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG,log@vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG,log@vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO,log@vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO,log@vllm.engine.metrics - [metrics.py:295] - INFO,log_entries,metric@cpu_usage,metric@gpu_graph_clock,duration
1,1825,b3264aa9ea079b2c,,query,2024-11-02 00:27:27.770164,2024-11-02 00:27:38.307456,[],OK,,1730507247.770164,1730507258.307456,2,4,1,0,2,1,1,1,1,1,8,20,1,1,4,1,1,"['2024-11-02 00:27:27,825 - urllib3.connectionpool - [connectionpool.py:291] - DEBUG', '2024-11-02 00:27:27,829 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-02 00:27:27,834 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-02 00:27:27,835 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-02 00:27:27,836 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-02 00:27:27,837 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-02 00:27:27,837 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-02 00:27:27,837 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-02 00:27:27,837 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-02 00:27:27,841 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-02 00:27:27,841 - httpx - [_client.py:1786] - INFO', '2024-11-02 00:27:27,842 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-02 00:27:27,843 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-02 00:27:27,844 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-02 00:27:27,844 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-02 00:27:27,844 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-02 00:27:27,845 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-02 00:27:28,861 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-02 00:27:28,864 - llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG', '2024-11-02 00:27:29,259 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-02 00:27:29,259 - llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG', '2024-11-02 00:27:29,260 - llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG', '2024-11-02 00:27:29,262 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-11-02 00:27:29,263 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-02 00:27:29,263 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-02 00:27:29,264 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-02 00:27:29,264 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-02 00:27:29,265 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-02 00:27:29,265 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-02 00:27:29,265 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-02 00:27:29,265 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-02 00:27:29,265 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-02 00:27:38,293 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-02 00:27:38,294 - httpx - [_client.py:1786] - INFO', '2024-11-02 00:27:38,295 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-02 00:27:38,295 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-02 00:27:38,296 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-02 00:27:38,296 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-02 00:27:38,297 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-11-02 00:27:38,302 - urllib3.connectionpool - [connectionpool.py:291] - DEBUG', '2024-11-02 00:27:38,306 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-02 00:27:38,307 - llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO', '2024-11-02 00:27:31,328 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-11-02 00:27:33,331 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-11-02 00:27:35,335 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-11-02 00:27:37,339 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-11-02 00:27:37,344 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-11-02 00:27:37,350 - vllm.engine.metrics - [metrics.py:295] - INFO', '2024-11-02 00:27:38,271 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-11-02 00:27:38,294 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0,10.537292003631592
2,1825,1a501960fc7f9abe,b3264aa9ea079b2c,retrieve,2024-11-02 00:27:27.771037,2024-11-02 00:27:28.852983,[],OK,,1730507247.771037,1730507248.852983,1,1,0,0,1,0,0,0,0,0,4,10,0,0,0,0,0,"['2024-11-02 00:27:27,825 - urllib3.connectionpool - [connectionpool.py:291] - DEBUG', '2024-11-02 00:27:27,829 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-02 00:27:27,834 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-02 00:27:27,835 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-02 00:27:27,836 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-02 00:27:27,837 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-02 00:27:27,837 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-02 00:27:27,837 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-02 00:27:27,837 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-02 00:27:27,841 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-02 00:27:27,841 - httpx - [_client.py:1786] - INFO', '2024-11-02 00:27:27,842 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-02 00:27:27,843 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-02 00:27:27,844 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-02 00:27:27,844 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-02 00:27:27,844 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-02 00:27:27,845 - httpcore.connection - [_trace.py:85] - DEBUG']",12.4,1005,1.0819458961486816
3,1825,c30bcd1cde864b5a,1a501960fc7f9abe,embedding,2024-11-02 00:27:27.771786,2024-11-02 00:27:27.821872,[],OK,,1730507247.771786,1730507247.821872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],12.4,1005,0.050086021423339844
4,1825,d8dbfe7dc0a4fcc8,b3264aa9ea079b2c,reranking,2024-11-02 00:27:28.873535,2024-11-02 00:27:29.254244,[],OK,,1730507248.873535,1730507249.254244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],12.4,1005,0.380709171295166
5,1825,52ca57ecafada7be,b3264aa9ea079b2c,llm,2024-11-02 00:27:29.260526,2024-11-02 00:27:38.298920,[],OK,,1730507249.260526,1730507258.29892,1,0,0,0,0,0,0,0,1,1,4,10,1,1,4,1,1,"['2024-11-02 00:27:29,262 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-11-02 00:27:29,263 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-02 00:27:29,263 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-02 00:27:29,264 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-02 00:27:29,264 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-02 00:27:29,265 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-02 00:27:29,265 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-02 00:27:29,265 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-02 00:27:29,265 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-02 00:27:29,265 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-02 00:27:38,293 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-02 00:27:38,294 - httpx - [_client.py:1786] - INFO', '2024-11-02 00:27:38,295 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-02 00:27:38,295 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-02 00:27:38,296 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-02 00:27:38,296 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-02 00:27:38,297 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-11-02 00:27:31,328 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-11-02 00:27:33,331 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-11-02 00:27:35,335 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-11-02 00:27:37,339 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-11-02 00:27:37,344 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-11-02 00:27:37,350 - vllm.engine.metrics - [metrics.py:295] - INFO', '2024-11-02 00:27:38,271 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-11-02 00:27:38,294 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0,9.0383939743042
6,1825,65141471ea951570,52ca57ecafada7be,llm_request,2024-11-02 00:27:29.325980,2024-11-02 00:27:38.271083,[],OK,,1730507249.32598,1730507258.271083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0.0,0,8.945103168487549
7,1825,038071af55614558,65141471ea951570,llm_scheduler,2024-11-02 08:27:37.393674,2024-11-02 08:27:45.461368,[],OK,,1730507257.393674,1730507265.4613678,1,5,1,1,1,1,1,1,0,1,4,15,0,0,2,0,0,"['2024-11-02 00:27:38,302 - urllib3.connectionpool - [connectionpool.py:291] - DEBUG', '2024-11-02 00:27:38,306 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-02 00:27:38,307 - llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO', '2024-11-02 00:27:38,312 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-02 00:27:38,318 - llmrca.create_vdb.pipeline.rag - [rag.py:112] - INFO', '2024-11-02 00:27:38,371 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-02 00:27:38,376 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-02 00:27:38,377 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-02 00:27:38,377 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-02 00:27:38,378 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-02 00:27:38,378 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-02 00:27:38,378 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-02 00:27:38,379 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-02 00:27:38,382 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-02 00:27:38,382 - httpx - [_client.py:1786] - INFO', '2024-11-02 00:27:38,382 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-02 00:27:38,384 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-02 00:27:38,384 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-02 00:27:38,384 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-02 00:27:38,384 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-02 00:27:38,385 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-02 00:27:39,401 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-02 00:27:39,404 - llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG', '2024-11-02 00:27:39,800 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-02 00:27:39,801 - llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG', '2024-11-02 00:27:39,801 - llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG', '2024-11-02 00:27:39,805 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-11-02 00:27:39,806 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-02 00:27:39,806 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-02 00:27:39,806 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-02 00:27:39,806 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-02 00:27:39,806 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-02 00:27:41,868 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-11-02 00:27:43,872 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO']",21.4,1005,8.067693948745728
8,1825,5494c257f062b8a9,65141471ea951570,llm_generate,2024-11-02 08:27:37.892579,2024-11-02 08:27:38.241499,[],OK,,1730507257.8925793,1730507258.2414994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],21.4,1005,0.3489201068878174
9,1826,c551d7087577ca63,,query,2024-11-02 00:27:38.318350,2024-11-02 00:27:48.829596,[],OK,,1730507258.31835,1730507268.829596,1,1,0,0,1,0,0,1,1,0,0,5,1,1,2,1,1,"['2024-11-02 00:27:48,815 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-02 00:27:48,816 - httpx - [_client.py:1786] - INFO', '2024-11-02 00:27:48,817 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-02 00:27:48,817 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-02 00:27:48,818 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-02 00:27:48,818 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-02 00:27:48,818 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-11-02 00:27:48,823 - urllib3.connectionpool - [connectionpool.py:291] - DEBUG', '2024-11-02 00:27:48,828 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-02 00:27:48,829 - llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO', '2024-11-02 00:27:45,875 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-11-02 00:27:47,880 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-11-02 00:27:47,882 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-11-02 00:27:47,886 - vllm.engine.metrics - [metrics.py:295] - INFO', '2024-11-02 00:27:48,793 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-11-02 00:27:48,816 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0,10.511245965957642
10,1826,275488ad7eef6c51,c551d7087577ca63,retrieve,2024-11-02 00:27:38.319305,2024-11-02 00:27:39.391661,[],OK,,1730507258.319305,1730507259.391661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],11.6,1005,1.0723559856414795
