id,trace_rowid,span_id,parent_id,name,start_time,end_time,events,status_code,status_message,start_time_unix,end_time_unix,log@llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO,log@urllib3.connectionpool - [connectionpool.py:546] - DEBUG,log@httpcore.connection - [_trace.py:85] - DEBUG,log@httpx - [_client.py:1786] - INFO,log@openai._base_client - [_base_client.py:446] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:112] - INFO,log@openai._base_client - [_base_client.py:1585] - DEBUG,log@urllib3.connectionpool - [connectionpool.py:291] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG,log@httpcore.http11 - [_trace.py:85] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG,log@vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO,log@vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO,log@vllm.engine.metrics - [metrics.py:295] - INFO,log@vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG,log@vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG,log_entries,metric@cpu_usage,metric@gpu_graph_clock,duration
1,4462,a953675e43a711db,,query,2024-11-06 07:00:04.080948,2024-11-06 07:00:07.790784,[],OK,,1730876404.080948,1730876407.790784,1,1,4,4,2,1,0,1,0,1,20,1,1,1,1,1,1,"['2024-11-06 07:00:04,135 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-06 07:00:04,139 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 07:00:04,141 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 07:00:04,141 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:00:04,141 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:00:04,142 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:00:04,142 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:00:04,142 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:00:04,145 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:00:04,145 - httpx - [_client.py:1786] - INFO', '2024-11-06 07:00:04,145 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:00:04,148 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:00:04,148 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:00:04,148 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:00:04,149 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 07:00:04,149 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 07:00:04,164 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-06 07:00:04,168 - llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG', '2024-11-06 07:00:04,559 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-06 07:00:04,560 - llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG', '2024-11-06 07:00:04,560 - llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG', '2024-11-06 07:00:04,563 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-11-06 07:00:04,564 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:00:04,565 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:00:04,565 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:00:04,565 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:00:04,565 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:00:07,771 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:00:07,772 - httpx - [_client.py:1786] - INFO', '2024-11-06 07:00:07,772 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:00:07,779 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:00:07,780 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:00:07,780 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:00:07,781 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-11-06 07:00:07,789 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-06 07:00:07,790 - llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO', '2024-11-06 07:00:04,630 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-11-06 07:00:04,633 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-11-06 07:00:05,786 - vllm.engine.metrics - [metrics.py:295] - INFO', '2024-11-06 07:00:07,751 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-11-06 07:00:07,772 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0,3.7098357677459717
2,4462,7d0889c2c532d590,a953675e43a711db,retrieve,2024-11-06 07:00:04.081694,2024-11-06 07:00:04.156792,[],OK,,1730876404.081694,1730876404.156792,0,0,1,4,1,0,0,0,0,0,10,0,0,0,0,0,0,"['2024-11-06 07:00:04,135 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-06 07:00:04,139 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 07:00:04,141 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 07:00:04,141 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:00:04,141 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:00:04,142 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:00:04,142 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:00:04,142 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:00:04,145 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:00:04,145 - httpx - [_client.py:1786] - INFO', '2024-11-06 07:00:04,145 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:00:04,148 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:00:04,148 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:00:04,148 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:00:04,149 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 07:00:04,149 - httpcore.connection - [_trace.py:85] - DEBUG']",24.6,1005,0.07509803771972656
3,4462,f9bc8974447b074e,7d0889c2c532d590,embedding,2024-11-06 07:00:04.082425,2024-11-06 07:00:04.129782,[],OK,,1730876404.082425,1730876404.129782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],24.6,1005,0.04735684394836426
4,4462,8a2fca7f4536bab6,a953675e43a711db,reranking,2024-11-06 07:00:04.174062,2024-11-06 07:00:04.554836,[],OK,,1730876404.174062,1730876404.554836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],24.6,1005,0.38077402114868164
5,4462,d535a1d8c49d23eb,a953675e43a711db,llm,2024-11-06 07:00:04.561351,2024-11-06 07:00:07.783063,[],OK,,1730876404.561351,1730876407.783063,0,0,0,0,1,1,0,1,0,0,10,0,1,1,1,1,1,"['2024-11-06 07:00:04,563 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-11-06 07:00:04,564 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:00:04,565 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:00:04,565 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:00:04,565 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:00:04,565 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:00:07,771 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:00:07,772 - httpx - [_client.py:1786] - INFO', '2024-11-06 07:00:07,772 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:00:07,779 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:00:07,780 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:00:07,780 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:00:07,781 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-11-06 07:00:04,630 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-11-06 07:00:04,633 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-11-06 07:00:05,786 - vllm.engine.metrics - [metrics.py:295] - INFO', '2024-11-06 07:00:07,751 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-11-06 07:00:07,772 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0,3.2217118740081787
6,4462,dd138266d26d5396,d535a1d8c49d23eb,llm_request,2024-11-06 07:00:04.630752,2024-11-06 07:00:07.750393,[],OK,,1730876404.630752,1730876407.750393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0.0,0,3.119640827178955
7,4462,bf493545e4e1b4d2,dd138266d26d5396,llm_scheduler,2024-11-06 15:00:04.655523,2024-11-06 15:00:04.680293,[],OK,,1730876404.6555226,1730876404.680293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],83.5,1005,0.024770498275756836
8,4462,993d8bd8da1733cd,dd138266d26d5396,llm_generate,2024-11-06 15:00:05.603623,2024-11-06 15:00:07.725901,[],OK,,1730876405.603623,1730876407.725901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],83.5,1005,2.1222779750823975
9,4463,8a1eff6ff6e62201,,query,2024-11-06 07:00:07.805101,2024-11-06 07:00:10.803671,[],OK,,1730876407.805101,1730876410.803671,1,1,4,4,2,1,0,1,0,1,20,1,1,1,0,1,1,"['2024-11-06 07:00:07,857 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-06 07:00:07,861 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 07:00:07,862 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 07:00:07,863 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:00:07,863 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:00:07,863 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:00:07,864 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:00:07,864 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:00:07,866 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:00:07,867 - httpx - [_client.py:1786] - INFO', '2024-11-06 07:00:07,867 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:00:07,869 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:00:07,869 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:00:07,869 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:00:07,870 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 07:00:07,870 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 07:00:07,883 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-06 07:00:07,885 - llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG', '2024-11-06 07:00:08,276 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-06 07:00:08,277 - llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG', '2024-11-06 07:00:08,277 - llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG', '2024-11-06 07:00:08,280 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-11-06 07:00:08,282 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:00:08,282 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:00:08,282 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:00:08,282 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:00:08,282 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:00:10,791 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:00:10,792 - httpx - [_client.py:1786] - INFO', '2024-11-06 07:00:10,792 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:00:10,793 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:00:10,793 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:00:10,793 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:00:10,794 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-11-06 07:00:10,802 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-06 07:00:10,803 - llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO', '2024-11-06 07:00:08,351 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-11-06 07:00:08,353 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-11-06 07:00:10,771 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-11-06 07:00:10,792 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0,2.998569965362549
10,4463,0204c3eded23c799,8a1eff6ff6e62201,retrieve,2024-11-06 07:00:07.805856,2024-11-06 07:00:07.876808,[],OK,,1730876407.805856,1730876407.876808,0,0,1,4,1,0,0,0,0,0,10,0,0,0,0,0,0,"['2024-11-06 07:00:07,857 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-06 07:00:07,861 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 07:00:07,862 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 07:00:07,863 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:00:07,863 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:00:07,863 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:00:07,864 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:00:07,864 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:00:07,866 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:00:07,867 - httpx - [_client.py:1786] - INFO', '2024-11-06 07:00:07,867 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:00:07,869 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:00:07,869 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:00:07,869 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:00:07,870 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 07:00:07,870 - httpcore.connection - [_trace.py:85] - DEBUG']",24.6,1005,0.07095193862915039
