id,trace_rowid,span_id,parent_id,name,start_time,end_time,events,status_code,status_message,start_time_unix,end_time_unix,log@urllib3.connectionpool - [connectionpool.py:546] - DEBUG,log@openai._base_client - [_base_client.py:446] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG,log@httpx - [_client.py:1786] - INFO,log@llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG,log@httpcore.connection - [_trace.py:85] - DEBUG,log@openai._base_client - [_base_client.py:1585] - DEBUG,log@httpcore.http11 - [_trace.py:85] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG,log@urllib3.connectionpool - [connectionpool.py:291] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO,log@llmrca.create_vdb.pipeline.rag - [rag.py:112] - INFO,log@vllm.engine.metrics - [metrics.py:295] - INFO,log@vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO,log@vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO,log@vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG,log@vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG,log_entries,metric@cpu_usage,metric@gpu_graph_clock,duration
1,4556,82270b025bbeb7df,,query,2024-11-06 07:07:14.415869,2024-11-06 07:07:17.189528,[],OK,,1730876834.415869,1730876837.189528,4,1,1,2,1,8,1,20,1,1,1,0,1,1,1,1,1,"['2024-11-06 07:07:14,477 - urllib3.connectionpool - [connectionpool.py:291] - DEBUG', '2024-11-06 07:07:14,481 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-06 07:07:14,485 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 07:07:14,486 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 07:07:14,487 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:07:14,487 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:07:14,487 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:07:14,488 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:07:14,488 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:07:14,490 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:07:14,490 - httpx - [_client.py:1786] - INFO', '2024-11-06 07:07:14,490 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:07:14,492 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:07:14,492 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:07:14,492 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:07:14,492 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 07:07:14,492 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 07:07:14,504 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-06 07:07:14,506 - llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG', '2024-11-06 07:07:14,886 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-06 07:07:14,887 - llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG', '2024-11-06 07:07:14,887 - llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG', '2024-11-06 07:07:14,889 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-11-06 07:07:14,890 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 07:07:14,890 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 07:07:14,891 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 07:07:14,891 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 07:07:14,891 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:07:14,892 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:07:14,892 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:07:14,892 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:07:14,892 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:07:17,177 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:07:17,178 - httpx - [_client.py:1786] - INFO', '2024-11-06 07:07:17,178 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:07:17,179 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:07:17,179 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:07:17,179 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:07:17,180 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-11-06 07:07:17,188 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-06 07:07:17,189 - llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO', '2024-11-06 07:07:14,956 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-11-06 07:07:14,958 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-11-06 07:07:15,677 - vllm.engine.metrics - [metrics.py:295] - INFO', '2024-11-06 07:07:17,155 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-11-06 07:07:17,178 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0,2.7736589908599854
2,4556,9481db4e4ef30606,82270b025bbeb7df,retrieve,2024-11-06 07:07:14.416756,2024-11-06 07:07:14.498078,[],OK,,1730876834.416756,1730876834.498078,1,0,0,1,0,4,0,10,0,1,0,0,0,0,0,0,0,"['2024-11-06 07:07:14,477 - urllib3.connectionpool - [connectionpool.py:291] - DEBUG', '2024-11-06 07:07:14,481 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-06 07:07:14,485 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 07:07:14,486 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 07:07:14,487 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:07:14,487 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:07:14,487 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:07:14,488 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:07:14,488 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:07:14,490 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:07:14,490 - httpx - [_client.py:1786] - INFO', '2024-11-06 07:07:14,490 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:07:14,492 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:07:14,492 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:07:14,492 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:07:14,492 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 07:07:14,492 - httpcore.connection - [_trace.py:85] - DEBUG']",25.8,1005,0.08132219314575195
3,4556,2959bad4865c4a18,9481db4e4ef30606,embedding,2024-11-06 07:07:14.417598,2024-11-06 07:07:14.474344,[],OK,,1730876834.417598,1730876834.474344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],25.8,1005,0.05674600601196289
4,4556,f035354dc56c42d4,82270b025bbeb7df,reranking,2024-11-06 07:07:14.508763,2024-11-06 07:07:14.881767,[],OK,,1730876834.508763,1730876834.881767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],25.8,1005,0.3730039596557617
5,4556,abc1ce8fad879717,82270b025bbeb7df,llm,2024-11-06 07:07:14.887826,2024-11-06 07:07:17.182109,[],OK,,1730876834.887826,1730876837.182109,0,1,0,1,0,4,1,10,0,0,0,0,1,1,1,1,1,"['2024-11-06 07:07:14,889 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-11-06 07:07:14,890 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 07:07:14,890 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 07:07:14,891 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 07:07:14,891 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 07:07:14,891 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:07:14,892 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:07:14,892 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:07:14,892 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:07:14,892 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:07:17,177 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:07:17,178 - httpx - [_client.py:1786] - INFO', '2024-11-06 07:07:17,178 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:07:17,179 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:07:17,179 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:07:17,179 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:07:17,180 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-11-06 07:07:14,956 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-11-06 07:07:14,958 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-11-06 07:07:15,677 - vllm.engine.metrics - [metrics.py:295] - INFO', '2024-11-06 07:07:17,155 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-11-06 07:07:17,178 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0,2.294283151626587
6,4556,a859890cd670f668,abc1ce8fad879717,llm_request,2024-11-06 07:07:14.956517,2024-11-06 07:07:17.155127,[],OK,,1730876834.956517,1730876837.155127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0.0,0,2.1986100673675537
7,4556,7f8f5beb895a8568,a859890cd670f668,llm_scheduler,2024-11-06 15:07:14.976779,2024-11-06 15:07:14.997042,[],OK,,1730876834.9767797,1730876834.997042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],62.5,1005,0.02026224136352539
8,4556,3236263224072f5d,a859890cd670f668,llm_generate,2024-11-06 15:07:15.495417,2024-11-06 15:07:17.127279,[],OK,,1730876835.4954169,1730876837.1272788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],62.5,1005,1.631861925125122
9,4557,953114b6db5eb9c6,,query,2024-11-06 07:07:17.199854,2024-11-06 07:07:18.441625,[],OK,,1730876837.199854,1730876838.441625,4,1,1,2,1,4,1,20,1,0,1,0,0,1,1,1,1,"['2024-11-06 07:07:17,255 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-06 07:07:17,259 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 07:07:17,260 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 07:07:17,261 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:07:17,261 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:07:17,261 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:07:17,262 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:07:17,262 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:07:17,264 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:07:17,264 - httpx - [_client.py:1786] - INFO', '2024-11-06 07:07:17,265 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:07:17,267 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:07:17,267 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:07:17,267 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:07:17,268 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 07:07:17,268 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 07:07:17,283 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-06 07:07:17,286 - llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG', '2024-11-06 07:07:17,674 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-06 07:07:17,674 - llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG', '2024-11-06 07:07:17,675 - llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG', '2024-11-06 07:07:17,678 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-11-06 07:07:17,686 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:07:17,686 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:07:17,686 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:07:17,686 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:07:17,686 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:07:18,429 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:07:18,430 - httpx - [_client.py:1786] - INFO', '2024-11-06 07:07:18,430 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:07:18,431 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:07:18,431 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:07:18,432 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:07:18,432 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-11-06 07:07:18,440 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-06 07:07:18,441 - llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO', '2024-11-06 07:07:17,720 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-11-06 07:07:17,721 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-11-06 07:07:18,407 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-11-06 07:07:18,430 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0,1.2417712211608887
10,4557,bedd4778b2cb5f34,953114b6db5eb9c6,retrieve,2024-11-06 07:07:17.200609,2024-11-06 07:07:17.275319,[],OK,,1730876837.200609,1730876837.275319,1,0,0,1,0,4,0,10,0,0,0,0,0,0,0,0,0,"['2024-11-06 07:07:17,255 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-06 07:07:17,259 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 07:07:17,260 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 07:07:17,261 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:07:17,261 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:07:17,261 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:07:17,262 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:07:17,262 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:07:17,264 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:07:17,264 - httpx - [_client.py:1786] - INFO', '2024-11-06 07:07:17,265 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:07:17,267 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:07:17,267 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:07:17,267 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 07:07:17,268 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 07:07:17,268 - httpcore.connection - [_trace.py:85] - DEBUG']",25.8,1005,0.07471013069152832
