id,trace_rowid,span_id,parent_id,name,start_time,end_time,events,status_code,status_message,start_time_unix,end_time_unix,log@llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG,log@httpx - [_client.py:1786] - INFO,log@urllib3.connectionpool - [connectionpool.py:546] - DEBUG,log@httpcore.connection - [_trace.py:85] - DEBUG,log@openai._base_client - [_base_client.py:1585] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO,log@openai._base_client - [_base_client.py:446] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:112] - INFO,log@llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG,log@httpcore.http11 - [_trace.py:85] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG,log@urllib3.connectionpool - [connectionpool.py:291] - DEBUG,log@vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO,log@vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO,log@vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG,log@vllm.engine.metrics - [metrics.py:295] - INFO,log@vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG,log_entries,metric@cpu_usage,metric@gpu_graph_clock,duration
1,3950,0443bd8177b6fc3a,,query,2024-11-06 06:01:50.136534,2024-11-06 06:01:52.906084,[],OK,,1730872910.136534,1730872912.906084,1,2,4,8,1,1,1,0,1,20,1,1,1,1,1,0,1,"['2024-11-06 06:01:50,195 - urllib3.connectionpool - [connectionpool.py:291] - DEBUG', '2024-11-06 06:01:50,199 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-06 06:01:50,204 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 06:01:50,205 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 06:01:50,205 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 06:01:50,206 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 06:01:50,206 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 06:01:50,206 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 06:01:50,207 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 06:01:50,210 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 06:01:50,210 - httpx - [_client.py:1786] - INFO', '2024-11-06 06:01:50,211 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 06:01:50,212 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 06:01:50,212 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 06:01:50,213 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 06:01:50,213 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 06:01:50,213 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 06:01:50,227 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-06 06:01:50,230 - llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG', '2024-11-06 06:01:50,633 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-06 06:01:50,633 - llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG', '2024-11-06 06:01:50,634 - llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG', '2024-11-06 06:01:50,636 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-11-06 06:01:50,637 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 06:01:50,637 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 06:01:50,637 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 06:01:50,638 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 06:01:50,638 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 06:01:50,638 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 06:01:50,638 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 06:01:50,638 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 06:01:50,639 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 06:01:52,893 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 06:01:52,894 - httpx - [_client.py:1786] - INFO', '2024-11-06 06:01:52,895 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 06:01:52,895 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 06:01:52,896 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 06:01:52,896 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 06:01:52,896 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-11-06 06:01:52,904 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-06 06:01:52,905 - llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO', '2024-11-06 06:01:50,700 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-11-06 06:01:50,703 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-11-06 06:01:52,879 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-11-06 06:01:52,894 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0,2.769550085067749
2,3950,46e7fcd59959d43a,0443bd8177b6fc3a,retrieve,2024-11-06 06:01:50.137473,2024-11-06 06:01:50.220420,[],OK,,1730872910.137473,1730872910.22042,0,1,1,4,0,0,0,0,0,10,0,1,0,0,0,0,0,"['2024-11-06 06:01:50,195 - urllib3.connectionpool - [connectionpool.py:291] - DEBUG', '2024-11-06 06:01:50,199 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-06 06:01:50,204 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 06:01:50,205 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 06:01:50,205 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 06:01:50,206 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 06:01:50,206 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 06:01:50,206 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 06:01:50,207 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 06:01:50,210 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 06:01:50,210 - httpx - [_client.py:1786] - INFO', '2024-11-06 06:01:50,211 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 06:01:50,212 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 06:01:50,212 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 06:01:50,213 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 06:01:50,213 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 06:01:50,213 - httpcore.connection - [_trace.py:85] - DEBUG']",12.2,1005,0.08294677734375
3,3950,83678e4ba526ec20,46e7fcd59959d43a,embedding,2024-11-06 06:01:50.138276,2024-11-06 06:01:50.192700,[],OK,,1730872910.138276,1730872910.1927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],12.2,1005,0.05442380905151367
4,3950,310e1eac4720c71b,0443bd8177b6fc3a,reranking,2024-11-06 06:01:50.244438,2024-11-06 06:01:50.628423,[],OK,,1730872910.244438,1730872910.628423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],12.2,1005,0.3839850425720215
5,3950,4fa97727a25f85ce,0443bd8177b6fc3a,llm,2024-11-06 06:01:50.634548,2024-11-06 06:01:52.898642,[],OK,,1730872910.634548,1730872912.898642,0,1,0,4,1,0,1,0,0,10,0,0,1,1,1,0,1,"['2024-11-06 06:01:50,636 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-11-06 06:01:50,637 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 06:01:50,637 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 06:01:50,637 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 06:01:50,638 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 06:01:50,638 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 06:01:50,638 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 06:01:50,638 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 06:01:50,638 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 06:01:50,639 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 06:01:52,893 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 06:01:52,894 - httpx - [_client.py:1786] - INFO', '2024-11-06 06:01:52,895 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 06:01:52,895 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 06:01:52,896 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 06:01:52,896 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 06:01:52,896 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-11-06 06:01:50,700 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-11-06 06:01:50,703 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-11-06 06:01:52,879 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-11-06 06:01:52,894 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0,2.264094114303589
6,3950,b48d73f1d67e55fd,4fa97727a25f85ce,llm_request,2024-11-06 06:01:50.700583,2024-11-06 06:01:52.878896,[],OK,,1730872910.700583,1730872912.878896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0.0,0,2.1783130168914795
7,3950,9ae8840a9705e407,b48d73f1d67e55fd,llm_scheduler,2024-11-06 14:01:50.721730,2024-11-06 14:01:50.742877,[],OK,,1730872910.7217305,1730872910.7428775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],10.6,1005,0.02114701271057129
8,3950,3efe288d49f70ae2,b48d73f1d67e55fd,llm_generate,2024-11-06 14:01:51.295438,2024-11-06 14:01:52.864478,[],OK,,1730872911.295438,1730872912.8644776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],67.7,1005,1.5690395832061768
9,3951,bf5eb4c5c1155484,,query,2024-11-06 06:01:52.916441,2024-11-06 06:01:54.478261,[],OK,,1730872912.916441,1730872914.478261,1,2,4,4,1,1,1,0,1,20,1,0,1,1,1,0,1,"['2024-11-06 06:01:52,960 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-06 06:01:52,964 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 06:01:52,965 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 06:01:52,966 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 06:01:52,966 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 06:01:52,966 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 06:01:52,967 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 06:01:52,967 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 06:01:52,969 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 06:01:52,969 - httpx - [_client.py:1786] - INFO', '2024-11-06 06:01:52,969 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 06:01:52,971 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 06:01:52,972 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 06:01:52,972 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 06:01:52,972 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 06:01:52,972 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 06:01:52,985 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-06 06:01:52,987 - llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG', '2024-11-06 06:01:53,372 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-06 06:01:53,373 - llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG', '2024-11-06 06:01:53,373 - llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG', '2024-11-06 06:01:53,376 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-11-06 06:01:53,377 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 06:01:53,378 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 06:01:53,378 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 06:01:53,378 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 06:01:53,378 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 06:01:54,466 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 06:01:54,466 - httpx - [_client.py:1786] - INFO', '2024-11-06 06:01:54,467 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 06:01:54,468 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 06:01:54,468 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 06:01:54,468 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 06:01:54,469 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-11-06 06:01:54,477 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-06 06:01:54,478 - llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO', '2024-11-06 06:01:53,443 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-11-06 06:01:53,445 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-11-06 06:01:54,445 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-11-06 06:01:54,466 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0,1.5618200302124023
10,3951,d5e6fa17b7422fe8,bf5eb4c5c1155484,retrieve,2024-11-06 06:01:52.917227,2024-11-06 06:01:52.979335,[],OK,,1730872912.917227,1730872912.979335,0,1,1,4,0,0,0,0,0,10,0,0,0,0,0,0,0,"['2024-11-06 06:01:52,960 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-06 06:01:52,964 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 06:01:52,965 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 06:01:52,966 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 06:01:52,966 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 06:01:52,966 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 06:01:52,967 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 06:01:52,967 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 06:01:52,969 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 06:01:52,969 - httpx - [_client.py:1786] - INFO', '2024-11-06 06:01:52,969 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 06:01:52,971 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 06:01:52,972 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 06:01:52,972 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-06 06:01:52,972 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-06 06:01:52,972 - httpcore.connection - [_trace.py:85] - DEBUG']",24.2,1005,0.06210803985595703
