trace_rowid,query>duration,retrieve>duration,embedding>duration,reranking>duration,llm>duration,llm_request>duration,llm_scheduler>duration,llm_generate>duration,trace@query@llm_token_count_completion,trace@query@llm_token_count_prompt,trace@query@llm_token_count_total,trace@retrieve@retrieve_num,trace@embedding@embedding_model_name,trace@embedding@embedding_vector,trace@reranking@rerank_model_name,trace@reranking@top_k,trace@llm_request@llm_model_name,trace@llm_request@parameters_best_of,trace@llm_request@parameters_max_tokens,trace@llm_request@parameters_n,trace@llm_request@parameters_temperature,trace@llm_request@parameters_top_p,log@rag@urllib3.connectionpool - [connectionpool.py:291] - DEBUG,log@rag@openai._base_client - [_base_client.py:1585] - DEBUG,log@rag@httpcore.connection - [_trace.py:85] - DEBUG,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG,log@rag@openai._base_client - [_base_client.py:446] - DEBUG,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:112] - INFO,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG,log@rag@httpcore.http11 - [_trace.py:85] - DEBUG,log@rag@urllib3.connectionpool - [connectionpool.py:546] - DEBUG,log@rag@httpx - [_client.py:1786] - INFO,log@vllm@vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG,log@vllm@vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO,log@vllm@vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO,log@vllm@vllm.engine.metrics - [metrics.py:295] - INFO,log@vllm@vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG,metric@qdrant@cpu_usage_percent,metric@qdrant@mem_rss,metric@qdrant@mem_vms,metric@qdrant@mem_memory_percent,metric@qdrant@disk_read_bytes,metric@qdrant@disk_write_bytes,metric@qdrant@disk_read_count,metric@qdrant@disk_write_count,metric@rag@cpu_usage_percent,metric@rag@mem_rss,metric@rag@mem_vms,metric@rag@mem_memory_percent,metric@rag@disk_read_bytes,metric@rag@disk_write_bytes,metric@rag@disk_read_count,metric@rag@disk_write_count,metric@rag@gpu_3_gpu_utilization_percent,metric@rag@gpu_3_gpu_memory_used_MB,metric@rag@gpu_3_gpu_memory_total_MB,metric@rag@gpu_3_gpu_memory_process_used_MB,metric@rag@gpu_3_gpu_temperature_C,metric@rag@gpu_3_gpu_power_W,metric@rag@gpu_3_gpu_fan_speed_percent,metric@rag@gpu_3_gpu_sm_activity_percent,metric@rag@gpu_4_gpu_utilization_percent,metric@rag@gpu_4_gpu_memory_used_MB,metric@rag@gpu_4_gpu_memory_total_MB,metric@rag@gpu_4_gpu_memory_process_used_MB,metric@rag@gpu_4_gpu_temperature_C,metric@rag@gpu_4_gpu_power_W,metric@rag@gpu_4_gpu_fan_speed_percent,metric@rag@gpu_4_gpu_sm_activity_percent,metric@rag@gpu_3_gpu_graph_clock,metric@rag@gpu_4_gpu_graph_clock,metric@vllm@cpu_usage_percent,metric@vllm@mem_rss,metric@vllm@mem_vms,metric@vllm@mem_memory_percent,metric@vllm@disk_read_bytes,metric@vllm@disk_write_bytes,metric@vllm@disk_read_count,metric@vllm@disk_write_count,metric@vllm@gpu_5_gpu_utilization_percent,metric@vllm@gpu_5_gpu_memory_used_MB,metric@vllm@gpu_5_gpu_memory_total_MB,metric@vllm@gpu_5_gpu_memory_process_used_MB,metric@vllm@gpu_5_gpu_temperature_C,metric@vllm@gpu_5_gpu_power_W,metric@vllm@gpu_5_gpu_fan_speed_percent,metric@vllm@gpu_5_gpu_sm_activity_percent,metric@vllm@gpu_5_gpu_graph_clock,quality@record@quality_kb,quality@record@quality_prompt,quality@answer_correctness,trace@query@input_value_sum,trace@query@output_value_sum,trace@retrieve@documents_contents_sum,trace@retrieve@documents_scores_top3mean,trace@reranking@output_documents_contents_sum,trace@reranking@output_documents_scores_top3mean
619,2.5419909954071045,1.0743870735168457,0.0473811626434326,0.4438328742980957,0.9901480674743652,0.8972940444946289,0.0202882289886474,0.3490464687347412,5.0,2327.0,2332.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,0,1,4,1,1,1,0,1,1,20,4,2,1,1,1,0,1,0.0,29033598976.0,134785609728.0,27.7,2179585056768.0,3713387049984.0,41698890.0,151745771.0,26.2,1807736832.0,47465279488.0,1.3411942385007185,0.0,17985536.0,21783.0,16915.0,0.0,2299.1875,46068.0,1626.0,38.0,63.967,,0.0,100.0,3617.1875,46068.0,2944.0,39.0,93.038,,100.0,1005.0,810.0,39.2,5868314624.0,68478980096.0,4.353813909246227,327680.0,732729344.0,14968.0,2856468.0,0.0,41181.1875,46068.0,40500.0,39.0,65.381,,0.0,1005.0,0,0,1.0,6,2,4800,0.6395011066666666,1005,0.6827405790487925
620,2.543442964553833,1.0740199089050293,0.0471611022949218,0.4443480968475342,0.989804983139038,0.8983550071716309,0.0209050178527832,0.3492043018341064,5.0,2327.0,2332.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,0,1,4,1,1,1,0,1,1,20,4,2,1,1,1,1,1,0.0,29033598976.0,134785609728.0,27.7,2179585056768.0,3713387049984.0,41698890.0,151745771.0,26.2,1807736832.0,47465279488.0,1.3411942385007185,0.0,17985536.0,21783.0,16915.0,0.0,2299.1875,46068.0,1626.0,38.0,63.967,,0.0,100.0,3617.1875,46068.0,2944.0,39.0,93.038,,100.0,1005.0,810.0,39.2,5868314624.0,68478980096.0,4.353813909246227,327680.0,732729344.0,14968.0,2856468.0,0.0,41181.1875,46068.0,40500.0,39.0,65.381,,0.0,1005.0,0,0,1.0,6,2,4800,0.6395011066666666,1005,0.6827405790487925
621,2.529128074645996,1.0721299648284912,0.0474491119384765,0.4467248916625976,0.9760890007019044,0.8849849700927734,0.0203640460968017,0.3388497829437256,5.0,2327.0,2332.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,0,1,4,1,1,1,0,1,1,20,4,2,1,1,1,0,1,0.0,29018501120.0,134785609728.0,27.7,2179585056768.0,3713398113280.0,41698890.0,151745949.0,26.4,1807736832.0,47465279488.0,1.3411942385007185,0.0,18173952.0,21802.0,17093.0,0.0,2299.1875,46068.0,1626.0,38.0,63.798,,0.0,65.0,3617.1875,46068.0,2944.0,39.0,91.366,,65.0,1005.0,810.0,38.8,5868314624.0,68478980096.0,4.353813909246227,327680.0,736538624.0,14984.0,2871239.0,9.0,41181.1875,46068.0,40500.0,40.0,93.769,,9.0,1005.0,0,0,1.0,6,2,4800,0.6395011066666666,1005,0.6827405790487925
622,2.4087390899658203,1.072956085205078,0.0479938983917236,0.4516980648040771,0.8408451080322266,0.7583489418029785,0.0211052894592285,0.2308659553527832,5.0,2327.0,2332.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,0,1,4,1,1,1,0,1,1,20,4,2,1,1,1,1,1,0.0,29018501120.0,134785609728.0,27.7,2179585056768.0,3713398113280.0,41698890.0,151745949.0,26.4,1807736832.0,47465279488.0,1.3411942385007185,0.0,18173952.0,21802.0,17093.0,0.0,2299.1875,46068.0,1626.0,38.0,63.798,,0.0,65.0,3617.1875,46068.0,2944.0,39.0,91.366,,65.0,1005.0,810.0,38.8,5868314624.0,68478980096.0,4.353813909246227,327680.0,736538624.0,14984.0,2871239.0,9.0,41181.1875,46068.0,40500.0,40.0,93.769,,9.0,1005.0,0,0,1.0,6,2,4800,0.6395011066666666,1005,0.6827405790487925
623,2.4998910427093506,1.037977933883667,0.0201601982116699,0.4444088935852051,0.9883720874786376,0.893470048904419,0.0192868709564209,0.3497958183288574,5.0,2327.0,2332.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,0,1,4,1,1,1,0,1,1,20,4,2,1,1,1,0,1,0.0,29495869440.0,134785609728.0,28.1,2179585056768.0,3713400054784.0,41698890.0,151746204.0,25.8,1807736832.0,47465279488.0,1.3411942385007185,0.0,18366464.0,21821.0,17271.0,0.0,2299.1875,46068.0,1626.0,38.0,66.688,,0.0,26.0,3617.1875,46068.0,2944.0,38.0,88.017,,26.0,1005.0,810.0,39.2,5868314624.0,68478980096.0,4.353813909246227,327680.0,740384768.0,15000.0,2886146.0,47.0,41181.1875,46068.0,40500.0,43.0,99.703,,47.0,1005.0,0,0,1.0,6,2,4800,0.6395011066666666,1005,0.6827405790487925
624,2.29472017288208,1.0480568408966064,0.0265228748321533,0.4265379905700683,0.7888789176940918,0.7295660972595215,0.0120978355407714,0.2064440250396728,5.0,2327.0,2332.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,0,1,4,1,1,1,0,1,1,20,4,2,1,1,1,1,1,0.0,29495869440.0,134785609728.0,28.1,2179585056768.0,3713400054784.0,41698890.0,151746204.0,25.8,1807736832.0,47465279488.0,1.3411942385007185,0.0,18366464.0,21821.0,17271.0,0.0,2299.1875,46068.0,1626.0,38.0,66.688,,0.0,26.0,3617.1875,46068.0,2944.0,38.0,88.017,,26.0,1005.0,810.0,39.2,5868314624.0,68478980096.0,4.353813909246227,327680.0,740384768.0,15000.0,2886146.0,47.0,41181.1875,46068.0,40500.0,43.0,99.703,,47.0,1005.0,0,0,1.0,6,2,4800,0.6395011066666666,1005,0.6827405790487925
625,2.604557037353516,1.1172099113464355,0.0541322231292724,0.449347972869873,0.99912691116333,0.9064381122589112,0.0197813510894775,0.3619837760925293,5.0,2327.0,2332.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,0,1,4,1,1,1,0,1,1,20,4,2,1,1,1,0,1,0.0,33165090816.0,134785609728.0,30.8,2179585056768.0,3713402422272.0,41698890.0,151746377.0,24.6,1807736832.0,47465279488.0,1.3411942385007185,0.0,18554880.0,21837.0,17449.0,0.0,2299.1875,46068.0,1626.0,38.0,62.433,,0.0,0.0,3617.1875,46068.0,2944.0,38.0,107.419,,0.0,1005.0,810.0,38.4,5868314624.0,68478980096.0,4.353813909246227,327680.0,744181760.0,15017.0,2900883.0,100.0,41181.1875,46068.0,40500.0,45.0,136.579,,100.0,1005.0,0,0,1.0,6,2,4800,0.6395011066666666,1005,0.6827405790487925
626,2.5378658771514893,1.0746150016784668,0.0491750240325927,0.4467170238494873,0.9808909893035888,0.8882880210876465,0.0204699039459228,0.3423688411712646,5.0,2327.0,2332.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,0,1,4,1,1,1,0,1,1,20,4,2,1,1,1,1,1,0.0,33165090816.0,134785609728.0,30.8,2179585056768.0,3713402422272.0,41698890.0,151746377.0,24.6,1807736832.0,47465279488.0,1.3411942385007185,0.0,18554880.0,21837.0,17449.0,0.0,2299.1875,46068.0,1626.0,38.0,62.433,,0.0,0.0,3617.1875,46068.0,2944.0,38.0,107.419,,0.0,1005.0,810.0,38.4,5868314624.0,68478980096.0,4.353813909246227,327680.0,744181760.0,15017.0,2900883.0,100.0,41181.1875,46068.0,40500.0,45.0,136.579,,100.0,1005.0,0,0,1.0,6,2,4800,0.6395011066666666,1005,0.6827405790487925
627,2.550462007522583,1.0792598724365234,0.0542991161346435,0.447796106338501,0.988490104675293,0.8952310085296631,0.0213797092437744,0.3465769290924072,5.0,2327.0,2332.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,0,1,4,1,1,1,0,1,1,20,4,2,1,1,1,0,1,0.0,29209628672.0,134785609728.0,27.9,2179585056768.0,3713421132800.0,41698890.0,151746940.0,27.2,1808261120.0,47465279488.0,1.3415832177107825,0.0,18743296.0,21855.0,17627.0,0.0,2299.1875,46068.0,1626.0,38.0,62.521,,0.0,0.0,3617.1875,46068.0,2944.0,38.0,108.573,,0.0,1005.0,810.0,38.6,5868314624.0,68478980096.0,4.353813909246227,327680.0,748015616.0,15032.0,2915740.0,100.0,41181.1875,46068.0,40500.0,45.0,127.858,,100.0,1005.0,0,0,1.0,6,2,4800,0.6395011066666666,1005,0.6827405790487925
628,2.535569906234741,1.0752089023590088,0.0494019985198974,0.4450819492340088,0.985468864440918,0.8943278789520264,0.0205965042114257,0.3486814498901367,5.0,2327.0,2332.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,0,1,4,1,1,1,0,1,1,20,4,2,1,1,1,1,1,0.0,29209628672.0,134785609728.0,27.9,2179585056768.0,3713421132800.0,41698890.0,151746940.0,27.2,1808261120.0,47465279488.0,1.3415832177107825,0.0,18743296.0,21855.0,17627.0,0.0,2299.1875,46068.0,1626.0,38.0,62.521,,0.0,0.0,3617.1875,46068.0,2944.0,38.0,108.573,,0.0,1005.0,810.0,38.6,5868314624.0,68478980096.0,4.353813909246227,327680.0,748015616.0,15032.0,2915740.0,100.0,41181.1875,46068.0,40500.0,45.0,127.858,,100.0,1005.0,0,0,1.0,6,2,4800,0.6395011066666666,1005,0.6827405790487925
