id,trace_rowid,span_id,parent_id,name,start_time,end_time,events,status_code,status_message,start_time_unix,end_time_unix,log@llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG,log@urllib3.connectionpool - [connectionpool.py:546] - DEBUG,log@openai._base_client - [_base_client.py:446] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG,log@openai._base_client - [_base_client.py:1585] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:112] - INFO,log@urllib3.connectionpool - [connectionpool.py:291] - DEBUG,log@httpcore.http11 - [_trace.py:85] - DEBUG,log@httpcore.connection - [_trace.py:85] - DEBUG,log@httpx - [_client.py:1786] - INFO,log@llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO,log@vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO,log@vllm.engine.metrics - [metrics.py:295] - INFO,log@vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG,log@vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG,log@vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO,log_entries,metric@cpu_usage,metric@gpu_graph_clock,duration
1,223,96700899c15d09fd,,query,2024-10-30 14:26:59.721991,2024-10-30 14:27:03.771679,[],OK,,1730298419.721991,1730298423.771679,1,4,1,1,1,0,1,20,8,2,1,1,1,1,1,1,1,"['2024-10-30 14:27:00,040 - urllib3.connectionpool - [connectionpool.py:291] - DEBUG', '2024-10-30 14:27:00,045 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-30 14:27:00,049 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 14:27:00,135 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 14:27:00,135 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 14:27:00,136 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 14:27:00,136 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 14:27:00,137 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 14:27:00,137 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 14:27:00,140 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 14:27:00,141 - httpx - [_client.py:1786] - INFO', '2024-10-30 14:27:00,141 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 14:27:00,142 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 14:27:00,142 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 14:27:00,143 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 14:27:00,143 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 14:27:00,143 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 14:27:01,158 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-30 14:27:01,162 - llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG', '2024-10-30 14:27:02,747 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-30 14:27:02,747 - llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG', '2024-10-30 14:27:02,748 - llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG', '2024-10-30 14:27:02,835 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-10-30 14:27:02,836 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 14:27:02,837 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 14:27:02,837 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 14:27:02,838 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 14:27:02,838 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 14:27:02,839 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 14:27:02,839 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 14:27:02,839 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 14:27:02,839 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 14:27:03,758 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 14:27:03,759 - httpx - [_client.py:1786] - INFO', '2024-10-30 14:27:03,759 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 14:27:03,760 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 14:27:03,761 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 14:27:03,761 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 14:27:03,761 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-10-30 14:27:03,770 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-30 14:27:03,771 - llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO', '2024-10-30 14:27:02,899 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-10-30 14:27:02,902 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-10-30 14:27:03,424 - vllm.engine.metrics - [metrics.py:295] - INFO', '2024-10-30 14:27:03,736 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-10-30 14:27:03,759 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0,4.04968786239624
2,223,af551ecc55a2d0d9,96700899c15d09fd,retrieve,2024-10-30 14:26:59.723072,2024-10-30 14:27:01.149737,[],OK,,1730298419.723072,1730298421.149737,0,1,0,0,0,0,1,10,4,1,0,0,0,0,0,0,0,"['2024-10-30 14:27:00,040 - urllib3.connectionpool - [connectionpool.py:291] - DEBUG', '2024-10-30 14:27:00,045 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-30 14:27:00,049 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 14:27:00,135 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 14:27:00,135 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 14:27:00,136 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 14:27:00,136 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 14:27:00,137 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 14:27:00,137 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 14:27:00,140 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 14:27:00,141 - httpx - [_client.py:1786] - INFO', '2024-10-30 14:27:00,141 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 14:27:00,142 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 14:27:00,142 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 14:27:00,143 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 14:27:00,143 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 14:27:00,143 - httpcore.connection - [_trace.py:85] - DEBUG']",6.4,1005,1.4266648292541504
3,223,7e5193e6a202f522,af551ecc55a2d0d9,embedding,2024-10-30 14:26:59.723955,2024-10-30 14:27:00.035802,[],OK,,1730298419.723955,1730298420.035802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],6.4,1005,0.3118469715118408
4,223,e3d960918a2c74c0,96700899c15d09fd,reranking,2024-10-30 14:27:01.167816,2024-10-30 14:27:02.734471,[],OK,,1730298421.167816,1730298422.734471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],6.4,1005,1.566655158996582
5,223,9f6abfae7adc8421,96700899c15d09fd,llm,2024-10-30 14:27:02.831874,2024-10-30 14:27:03.764186,[],OK,,1730298422.831874,1730298423.764186,0,0,1,0,1,0,0,10,4,1,0,0,1,1,1,1,1,"['2024-10-30 14:27:02,835 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-10-30 14:27:02,836 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 14:27:02,837 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 14:27:02,837 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 14:27:02,838 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 14:27:02,838 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 14:27:02,839 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 14:27:02,839 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 14:27:02,839 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 14:27:02,839 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 14:27:03,758 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 14:27:03,759 - httpx - [_client.py:1786] - INFO', '2024-10-30 14:27:03,759 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 14:27:03,760 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 14:27:03,761 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 14:27:03,761 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 14:27:03,761 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-10-30 14:27:02,899 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-10-30 14:27:02,902 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-10-30 14:27:03,424 - vllm.engine.metrics - [metrics.py:295] - INFO', '2024-10-30 14:27:03,736 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-10-30 14:27:03,759 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0,0.93231201171875
6,223,5f32403e1c6258f0,9f6abfae7adc8421,llm_request,2024-10-30 14:27:02.899742,2024-10-30 14:27:03.735805,[],OK,,1730298422.899742,1730298423.735805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0.0,0,0.8360631465911865
7,223,5e8758ebd47de065,5f32403e1c6258f0,llm_scheduler,2024-10-30 22:27:02.921312,2024-10-30 22:27:02.942882,[],OK,,1730298422.921312,1730298422.9428818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],19.6,1005,0.02156972885131836
8,223,7ebe20a3cfcf78ea,5f32403e1c6258f0,llm_generate,2024-10-30 22:27:03.419616,2024-10-30 22:27:03.707888,[],OK,,1730298423.4196155,1730298423.707888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],19.6,1005,0.2882723808288574
9,224,b96010802ffc773d,,query,2024-10-30 14:27:03.836843,2024-10-30 14:27:07.675293,[],OK,,1730298423.836843,1730298427.675293,1,4,1,1,1,0,0,20,4,2,1,1,1,0,1,1,1,"['2024-10-30 14:27:04,238 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-30 14:27:04,242 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 14:27:04,244 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 14:27:04,244 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 14:27:04,245 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 14:27:04,245 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 14:27:04,245 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 14:27:04,245 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 14:27:04,247 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 14:27:04,248 - httpx - [_client.py:1786] - INFO', '2024-10-30 14:27:04,248 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 14:27:04,249 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 14:27:04,249 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 14:27:04,331 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 14:27:04,332 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 14:27:04,332 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 14:27:05,346 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-30 14:27:05,350 - llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG', '2024-10-30 14:27:06,643 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-30 14:27:06,644 - llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG', '2024-10-30 14:27:06,644 - llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG', '2024-10-30 14:27:06,734 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-10-30 14:27:06,736 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 14:27:06,736 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 14:27:06,736 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 14:27:06,737 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 14:27:06,737 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 14:27:07,662 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 14:27:07,663 - httpx - [_client.py:1786] - INFO', '2024-10-30 14:27:07,663 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 14:27:07,664 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 14:27:07,665 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 14:27:07,665 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 14:27:07,666 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-10-30 14:27:07,674 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-30 14:27:07,675 - llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO', '2024-10-30 14:27:06,797 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-10-30 14:27:06,799 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-10-30 14:27:07,641 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-10-30 14:27:07,664 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0,3.8384499549865723
10,224,e763bbbd7d37d3af,b96010802ffc773d,retrieve,2024-10-30 14:27:03.837628,2024-10-30 14:27:05.337992,[],OK,,1730298423.837628,1730298425.337992,0,1,0,0,0,0,0,10,4,1,0,0,0,0,0,0,0,"['2024-10-30 14:27:04,238 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-30 14:27:04,242 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 14:27:04,244 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 14:27:04,244 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 14:27:04,245 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 14:27:04,245 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 14:27:04,245 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 14:27:04,245 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 14:27:04,247 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 14:27:04,248 - httpx - [_client.py:1786] - INFO', '2024-10-30 14:27:04,248 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 14:27:04,249 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 14:27:04,249 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 14:27:04,331 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 14:27:04,332 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 14:27:04,332 - httpcore.connection - [_trace.py:85] - DEBUG']",6.4,1005,1.500364065170288
