trace_rowid,query>duration,retrieve>duration,embedding>duration,reranking>duration,llm>duration,llm_request>duration,llm_scheduler>duration,llm_generate>duration,trace@query@llm_token_count_completion,trace@query@llm_token_count_prompt,trace@query@llm_token_count_total,trace@retrieve@retrieve_num,trace@embedding@embedding_model_name,trace@embedding@embedding_vector,trace@reranking@rerank_model_name,trace@reranking@top_k,trace@llm_request@llm_model_name,trace@llm_request@parameters_best_of,trace@llm_request@parameters_max_tokens,trace@llm_request@parameters_n,trace@llm_request@parameters_temperature,trace@llm_request@parameters_top_p,log@rag@httpcore.http11 - [_trace.py:85] - DEBUG,log@rag@openai._base_client - [_base_client.py:1585] - DEBUG,log@rag@httpx - [_client.py:1786] - INFO,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:112] - INFO,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO,log@rag@httpcore.connection - [_trace.py:85] - DEBUG,log@rag@openai._base_client - [_base_client.py:446] - DEBUG,log@rag@urllib3.connectionpool - [connectionpool.py:291] - DEBUG,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG,log@rag@urllib3.connectionpool - [connectionpool.py:546] - DEBUG,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG,log@vllm@vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG,log@vllm@vllm.engine.metrics - [metrics.py:295] - INFO,log@vllm@vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO,log@vllm@vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO,log@vllm@vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG,metric@qdrant@cpu_usage_percent,metric@qdrant@mem_rss,metric@qdrant@mem_vms,metric@qdrant@mem_memory_percent,metric@qdrant@disk_read_bytes,metric@qdrant@disk_write_bytes,metric@qdrant@disk_read_count,metric@qdrant@disk_write_count,metric@rag@cpu_usage_percent,metric@rag@mem_rss,metric@rag@mem_vms,metric@rag@mem_memory_percent,metric@rag@disk_read_bytes,metric@rag@disk_write_bytes,metric@rag@disk_read_count,metric@rag@disk_write_count,metric@rag@gpu_3_gpu_utilization_percent,metric@rag@gpu_3_gpu_memory_used_MB,metric@rag@gpu_3_gpu_memory_total_MB,metric@rag@gpu_3_gpu_memory_process_used_MB,metric@rag@gpu_3_gpu_temperature_C,metric@rag@gpu_3_gpu_power_W,metric@rag@gpu_3_gpu_sm_activity_percent,metric@rag@gpu_3_gpu_graph_clock,metric@rag@gpu_4_gpu_utilization_percent,metric@rag@gpu_4_gpu_memory_used_MB,metric@rag@gpu_4_gpu_memory_total_MB,metric@rag@gpu_4_gpu_memory_process_used_MB,metric@rag@gpu_4_gpu_temperature_C,metric@rag@gpu_4_gpu_power_W,metric@rag@gpu_4_gpu_sm_activity_percent,metric@rag@gpu_4_gpu_graph_clock,metric@vllm@cpu_usage_percent,metric@vllm@mem_rss,metric@vllm@mem_vms,metric@vllm@mem_memory_percent,metric@vllm@disk_read_bytes,metric@vllm@disk_write_bytes,metric@vllm@disk_read_count,metric@vllm@disk_write_count,metric@vllm@gpu_5_gpu_utilization_percent,metric@vllm@gpu_5_gpu_memory_used_MB,metric@vllm@gpu_5_gpu_memory_total_MB,metric@vllm@gpu_5_gpu_memory_process_used_MB,metric@vllm@gpu_5_gpu_temperature_C,metric@vllm@gpu_5_gpu_power_W,metric@vllm@gpu_5_gpu_sm_activity_percent,metric@vllm@gpu_5_gpu_graph_clock,quality@record@quality_kb,quality@record@quality_prompt,quality@answer_correctness,trace@query@input_value_sum,trace@query@output_value_sum,trace@retrieve@documents_contents_sum,trace@retrieve@documents_scores_top3mean,trace@reranking@output_documents_contents_sum,trace@reranking@output_documents_scores_top3mean
2426,4.338789939880371,0.0438361167907714,0.0221109390258789,0.373654842376709,3.896203994750977,3.7962799072265625,0.022780418395996,0.5883305072784424,5.0,3367.0,3372.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,2,0,1,4,1,0,1,4,1,1,1,1,1,1,1,0.0,42653237248.0,134785609728.0,38.0,2449224155648.0,4088161350656.0,45203311.0,164399067.0,10.8,1817391104.0,47466311680.0,1.3483569259860388,5775360.0,48070656.0,23966.0,36281.0,0.0,2299.1875,46068.0,1626.0,37.0,62.154,0.0,1005.0,0.0,3617.1875,46068.0,2944.0,35.0,61.719,0.0,1005.0,92.7,5879750656.0,68917645312.0,4.362298518265749,3694592.0,2073772032.0,20559.0,8095300.0,73.0,41465.1875,46068.0,40784.0,39.0,93.595,73.0,210.0,0,0,1.0,14,2,5916,0.7679070233333333,1909,0.9987507065137228
2427,4.570865869522095,0.0724380016326904,0.0483372211456298,0.3794600963592529,4.093283891677856,3.994204998016357,0.0229547023773193,0.6785011291503906,6.0,3545.0,3551.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,2,0,1,4,1,0,1,4,1,1,1,1,1,1,1,0.0,42643546112.0,134785609728.0,37.9,2449224163840.0,4088210711552.0,45203313.0,164399563.0,23.6,1816023040.0,47466311680.0,1.3473419333597778,5775360.0,48320512.0,23986.0,36459.0,0.0,2299.1875,46068.0,1626.0,37.0,63.061,0.0,1005.0,45.0,3617.1875,46068.0,2944.0,37.0,91.699,45.0,1005.0,82.5,5879750656.0,68917645312.0,4.362298518265749,3694592.0,2076782592.0,20571.0,8106775.0,0.0,41465.1875,46068.0,40784.0,39.0,76.656,0.0,210.0,0,0,0.658248290463863,8,3,6480,0.65477401,1937,0.7411788602670034
2428,3.947219133377075,0.0718259811401367,0.0463409423828125,0.3789958953857422,3.4708728790283203,3.385753870010376,0.0218794345855712,0.5318074226379395,6.0,3055.0,3061.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,2,0,1,4,1,0,1,4,1,1,1,0,1,1,1,0.0,43258167296.0,134785609728.0,38.4,2449224167936.0,4088214684672.0,45203314.0,164399816.0,13.0,1817595904.0,47466311680.0,1.3485088709899702,5775360.0,48447488.0,23996.0,36548.0,0.0,2299.1875,46068.0,1626.0,37.0,63.627,0.0,1005.0,0.0,3617.1875,46068.0,2944.0,36.0,97.483,0.0,1005.0,91.5,5879750656.0,68917645312.0,4.362298518265749,3694592.0,2079084544.0,20580.0,8115712.0,100.0,41465.1875,46068.0,40784.0,40.0,82.598,100.0,210.0,0,0,1.0,5,3,6716,0.6868497466666668,1681,0.994702418645223
2429,5.015101194381714,0.060971975326538,0.0386238098144531,0.3726680278778076,4.556968927383423,4.470705986022949,0.0228619575500488,2.117497205734253,21.0,2556.0,2577.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,2,0,1,4,1,0,1,4,1,1,1,1,1,1,1,0.0,46648422400.0,134785609728.0,40.9,2449224167936.0,4088221598720.0,45203314.0,164400083.0,11.4,1818120192.0,47466311680.0,1.3488978502000342,5775360.0,48558080.0,24006.0,36637.0,0.0,2299.1875,46068.0,1626.0,37.0,62.156,0.0,1005.0,0.0,3617.1875,46068.0,2944.0,36.0,73.503,0.0,1005.0,91.9,5879750656.0,68917645312.0,4.362298518265749,3694592.0,2081275904.0,20589.0,8124222.0,100.0,41465.1875,46068.0,40784.0,40.0,102.243,100.0,210.0,0,0,0.2659075191683887,8,13,5661,0.7937960666666667,1155,0.9988147219022115
2430,5.853521108627319,0.0741808414459228,0.0495729446411132,0.3775930404663086,5.378582954406738,5.278826951980591,0.0218820571899414,2.1980950832366943,17.0,3316.0,3333.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,2,0,1,4,1,1,1,4,1,1,1,1,1,1,1,0.0,42648408064.0,134785609728.0,38.0,2449224208896.0,4088267465728.0,45203319.0,164400886.0,12.2,1818120192.0,47466311680.0,1.3488978502000342,5775360.0,48680960.0,24016.0,36726.0,0.0,2299.1875,46068.0,1626.0,37.0,62.155,0.0,1005.0,0.0,3617.1875,46068.0,2944.0,36.0,61.913,0.0,1005.0,92.5,5879750656.0,68917645312.0,4.362298518265749,3694592.0,2086936576.0,20613.0,8146364.0,100.0,41465.1875,46068.0,40784.0,41.0,103.682,100.0,210.0,0,0,0.296116135138184,7,11,6289,0.7488526666666667,1867,0.9961487452189127
2431,6.249190807342529,0.0720248222351074,0.0470619201660156,0.3755300045013428,5.781199932098389,5.686721086502075,0.0226480960845947,2.6034696102142334,20.0,3296.0,3316.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,2,0,1,4,1,1,1,4,1,1,1,1,1,1,1,0.0,42692526080.0,134785609728.0,38.0,2449224208896.0,4088269034496.0,45203319.0,164401072.0,12.2,1818120192.0,47466311680.0,1.3488978502000342,5775360.0,48803840.0,24026.0,36817.0,0.0,2299.1875,46068.0,1626.0,37.0,63.848,0.0,1005.0,0.0,3617.1875,46068.0,2944.0,36.0,73.937,0.0,1005.0,91.9,5879750656.0,68917645312.0,4.362298518265749,3694592.0,2091651072.0,20633.0,8164806.0,100.0,41465.1875,46068.0,40784.0,41.0,105.633,100.0,210.0,0,0,0.5469860812944991,8,14,5470,0.6474032799999999,1509,0.9971590638160706
2432,7.147110939025879,0.0364210605621337,0.020359992980957,0.3692619800567627,6.720968961715698,6.629128932952881,0.0223317146301269,3.9235610961914062,30.0,2883.0,2913.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,2,0,1,4,1,1,1,4,1,1,1,1,1,1,1,0.0,42709149696.0,134785609728.0,38.0,2449224212992.0,4088295912448.0,45203320.0,164401416.0,5.3,1818120192.0,47466311680.0,1.3488978502000342,5775360.0,48910336.0,24036.0,36908.0,0.0,2299.1875,46068.0,1626.0,37.0,63.553,0.0,1005.0,0.0,3617.1875,46068.0,2944.0,36.0,85.968,0.0,1005.0,97.7,5879750656.0,68917645312.0,4.362298518265749,3694592.0,2099628032.0,20667.0,8196102.5,78.0,41465.1875,46068.0,40784.0,40.5,89.61449999999999,78.0,210.0,0,0,0.2528190546508173,9,22,4912,0.6136939666666666,1430,0.2693173308313514
2433,6.193792104721069,0.0749218463897705,0.0472919940948486,0.376270055770874,5.716701030731201,5.618842840194702,0.023883581161499,2.106898307800293,17.0,3684.0,3701.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,2,0,1,4,1,1,1,4,1,1,1,1,1,1,1,0.0,42749108224.0,134785609728.0,38.0,2449224212992.0,4088325506048.0,45203320.0,164401838.0,12.0,1818120192.0,47466311680.0,1.3488978502000342,5775360.0,49037312.0,24045.0,36999.0,0.0,2299.1875,46068.0,1626.0,37.0,62.113,0.0,1005.0,0.0,3617.1875,46068.0,2944.0,36.0,61.904,0.0,1005.0,91.9,5879750656.0,68917645312.0,4.362298518265749,3694592.0,2105204736.0,20691.0,8217903.0,100.0,41465.1875,46068.0,40784.0,41.0,98.156,100.0,210.0,0,0,0.3152352563430426,8,10,6023,0.7574834333333333,2074,0.9998785456021627
2434,6.42283296585083,0.0743749141693115,0.0472149848937988,0.3761711120605469,5.941834926605225,5.846508979797363,0.0225493907928466,2.863309383392334,22.0,3133.0,3155.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,2,0,1,4,1,1,1,4,1,1,1,1,1,1,1,0.0,42753454080.0,134785609728.0,38.0,2449224212992.0,4088326059008.0,45203320.0,164401913.0,12.2,1818120192.0,47466311680.0,1.3488978502000342,5775360.0,49147904.0,24054.0,37090.0,0.0,2299.1875,46068.0,1626.0,37.0,62.121,0.0,1005.0,0.0,3617.1875,46068.0,2944.0,36.0,62.01,0.0,1005.0,91.5,5879750656.0,68917645312.0,4.362298518265749,3694592.0,2109612032.0,20709.0,8235146.0,100.0,41465.1875,46068.0,40784.0,42.0,103.944,100.0,210.0,0,0,0.2755527166605029,7,15,5292,0.7531321766666667,1349,0.9970669945081075
2435,8.373580932617188,0.0754461288452148,0.0477612018585205,0.3782999515533447,7.880557060241699,7.783468961715698,0.0230576992034912,4.4739298820495605,34.0,3504.0,3538.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,2,0,1,4,1,1,1,4,1,1,1,1,1,1,1,0.0,42758246400.0,134785609728.0,38.0,2449224212992.0,4088362404864.0,45203320.0,164402470.5,6.1,1818120192.0,47466311680.0,1.3488978502000342,5775360.0,49287168.0,24064.0,37181.0,0.0,2299.1875,46068.0,1626.0,37.0,62.9985,0.0,1005.0,0.0,3617.1875,46068.0,2944.0,36.0,67.687,0.0,1005.0,96.95,5879750656.0,68917645312.0,4.362298518265749,3694592.0,2118277120.0,20746.5,8269154.5,81.5,41465.1875,46068.0,40784.0,42.0,101.354,81.5,210.0,0,0,0.1916383190435099,8,24,6825,0.7414601333333333,2019,0.9970691998799642
