trace_rowid,query>duration,retrieve>duration,embedding>duration,reranking>duration,llm>duration,llm_request>duration,llm_scheduler>duration,llm_generate>duration,trace@query@llm_token_count_completion,trace@query@llm_token_count_prompt,trace@query@llm_token_count_total,trace@retrieve@retrieve_num,trace@embedding@embedding_model_name,trace@embedding@embedding_vector,trace@reranking@rerank_model_name,trace@reranking@top_k,trace@llm_request@llm_model_name,trace@llm_request@parameters_best_of,trace@llm_request@parameters_max_tokens,trace@llm_request@parameters_n,trace@llm_request@parameters_temperature,trace@llm_request@parameters_top_p,log@rag@httpcore.http11 - [_trace.py:85] - DEBUG,log@rag@openai._base_client - [_base_client.py:1585] - DEBUG,log@rag@httpx - [_client.py:1786] - INFO,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:112] - INFO,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO,log@rag@httpcore.connection - [_trace.py:85] - DEBUG,log@rag@openai._base_client - [_base_client.py:446] - DEBUG,log@rag@urllib3.connectionpool - [connectionpool.py:291] - DEBUG,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG,log@rag@urllib3.connectionpool - [connectionpool.py:546] - DEBUG,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG,log@vllm@vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG,log@vllm@vllm.engine.metrics - [metrics.py:295] - INFO,log@vllm@vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO,log@vllm@vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO,log@vllm@vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG,metric@qdrant@cpu_usage_percent,metric@qdrant@mem_rss,metric@qdrant@mem_vms,metric@qdrant@mem_memory_percent,metric@qdrant@disk_read_bytes,metric@qdrant@disk_write_bytes,metric@qdrant@disk_read_count,metric@qdrant@disk_write_count,metric@rag@cpu_usage_percent,metric@rag@mem_rss,metric@rag@mem_vms,metric@rag@mem_memory_percent,metric@rag@disk_read_bytes,metric@rag@disk_write_bytes,metric@rag@disk_read_count,metric@rag@disk_write_count,metric@rag@gpu_3_gpu_utilization_percent,metric@rag@gpu_3_gpu_memory_used_MB,metric@rag@gpu_3_gpu_memory_total_MB,metric@rag@gpu_3_gpu_memory_process_used_MB,metric@rag@gpu_3_gpu_temperature_C,metric@rag@gpu_3_gpu_power_W,metric@rag@gpu_3_gpu_sm_activity_percent,metric@rag@gpu_3_gpu_graph_clock,metric@rag@gpu_4_gpu_utilization_percent,metric@rag@gpu_4_gpu_memory_used_MB,metric@rag@gpu_4_gpu_memory_total_MB,metric@rag@gpu_4_gpu_memory_process_used_MB,metric@rag@gpu_4_gpu_temperature_C,metric@rag@gpu_4_gpu_power_W,metric@rag@gpu_4_gpu_sm_activity_percent,metric@rag@gpu_4_gpu_graph_clock,metric@vllm@cpu_usage_percent,metric@vllm@mem_rss,metric@vllm@mem_vms,metric@vllm@mem_memory_percent,metric@vllm@disk_read_bytes,metric@vllm@disk_write_bytes,metric@vllm@disk_read_count,metric@vllm@disk_write_count,metric@vllm@gpu_5_gpu_utilization_percent,metric@vllm@gpu_5_gpu_memory_used_MB,metric@vllm@gpu_5_gpu_memory_total_MB,metric@vllm@gpu_5_gpu_memory_process_used_MB,metric@vllm@gpu_5_gpu_temperature_C,metric@vllm@gpu_5_gpu_power_W,metric@vllm@gpu_5_gpu_sm_activity_percent,metric@vllm@gpu_5_gpu_graph_clock,quality@record@quality_kb,quality@record@quality_prompt,quality@answer_correctness,trace@query@input_value_sum,trace@query@output_value_sum,trace@retrieve@documents_contents_sum,trace@retrieve@documents_scores_top3mean,trace@reranking@output_documents_contents_sum,trace@reranking@output_documents_scores_top3mean
3649,9.653648853302002,0.0531048774719238,0.0277578830718994,0.3808259963989258,9.18866205215454,9.13405990600586,8.060619831085205,0.3452522754669189,5.0,3367.0,3372.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,2,0,1,4,1,1,1,4,1,1,1,1,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,1005,,,,,,,,1005,,,,,,,,,,,,,,,,1005,0,0,1.0,14,2,5916,0.7679070233333333,1909,0.9987507065137228
3650,9.822371006011965,0.0796539783477783,0.0546009540557861,0.3783130645751953,9.336899995803831,9.22808313369751,8.061836242675781,0.4116330146789551,6.0,3545.0,3551.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,2,0,1,4,1,1,1,4,1,1,1,1,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,1005,,,,,,,,1005,,,,,,,,,,,,,,,,1005,0,0,0.658248290463863,8,3,6480,0.65477401,1937,0.7411788602670034
3654,10.803292989730837,0.0793540477752685,0.0477509498596191,0.3851001262664795,10.305200099945068,10.199534893035889,8.057805299758911,1.4402482509613037,20.0,3296.0,3316.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,2,0,1,4,1,1,1,4,1,1,1,1,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,1005,,,,,,,,1005,,,,,,,,,,,,,,,,1005,0,0,0.5469860812944991,8,14,5470,0.6474032799999999,1509,0.9971590638160706
3655,11.498967170715332,0.0598430633544921,0.0364367961883544,0.3746449947357178,11.021059036254885,10.925795793533323,8.072219133377075,2.237035751342773,30.0,2883.0,2913.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,2,0,1,4,1,1,1,4,1,1,1,1,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,1005,,,,,,,,1005,,,,,,,,,,,,,,,,1005,0,0,0.2528190546508173,9,22,4912,0.6136939666666666,1430,0.2693173308313514
3656,10.713557004928589,0.0712480545043945,0.0468299388885498,0.3853890895843506,10.21974802017212,10.117095947265623,8.076177835464478,1.2454369068145752,17.0,3684.0,3701.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,2,0,1,4,1,1,1,4,1,1,1,1,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,1005,,,,,,,,1005,,,,,,,,,,,,,,,,1005,0,0,0.3152352563430426,8,10,6023,0.7574834333333333,2074,0.9998785456021628
3657,10.94586181640625,0.0767130851745605,0.0497040748596191,0.3842289447784424,10.45328688621521,10.354361057281494,8.043590545654297,1.6289911270141602,22.0,3133.0,3155.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,2,0,1,4,1,1,1,4,1,1,1,1,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,1005,,,,,,,,1005,,,,,,,,,,,,,,,,1005,0,0,0.2755527166605029,7,15,5292,0.7531321766666667,1349,0.9970669945081077
3658,11.974134922027588,0.0741140842437744,0.0487120151519775,0.3786230087280273,11.49686312675476,11.39566683769226,8.075621128082275,2.5702667236328125,34.0,3504.0,3538.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,2,0,1,4,1,1,1,4,1,1,1,1,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,1005,,,,,,,,1005,,,,,,,,,,,,,,,,1005,0,0,0.1916383190435099,8,24,6825,0.7414601333333333,2019,0.9970691998799642
3659,9.765573978424072,0.0725221633911132,0.0458650588989257,0.3762538433074951,9.28637194633484,9.189311027526855,8.073289155960083,0.4341480731964111,6.0,3088.0,3094.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,2,0,1,4,1,1,1,4,1,1,1,1,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,1005,,,,,,,,1005,,,,,,,,,,,,,,,,1005,0,0,1.0,14,3,5547,0.76441243,1495,0.6685655871406198
3660,10.007109880447388,0.0758321285247802,0.0478270053863525,0.3824911117553711,9.519806146621704,9.420659065246582,8.066746234893799,0.5649919509887695,9.0,3671.0,3680.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,2,0,1,4,1,1,1,4,1,1,1,1,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,1005,,,,,,,,1005,,,,,,,,,,,,,,,,1005,0,0,0.7415816237971964,11,3,5018,0.6210781833333333,1927,0.4954645981391271
3661,10.645617961883543,0.06744384765625,0.0431170463562011,0.3809459209442138,10.16553521156311,10.06876015663147,8.063439846038818,1.3089752197265625,17.0,3294.0,3311.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,2,0,1,4,1,1,1,4,1,1,1,1,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,1005,,,,,,,,1005,,,,,,,,,,,,,,,,1005,0,0,0.3236067977499789,14,10,5542,0.6745795166666667,1734,0.6684332991329333
3662,9.722885131835938,0.0758290290832519,0.0489840507507324,0.3862760066986084,9.229411840438845,9.135798215866089,8.078257322311401,0.2222228050231933,4.0,3923.0,3927.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,2,0,1,4,1,1,1,4,1,1,1,1,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,1005,,,,,,,,1005,,,,,,,,,,,,,,,,1005,0,0,1.0,10,2,6405,0.7918241466666668,2352,0.9968658487002054
3663,10.847280025482178,0.0668220520019531,0.0423550605773925,0.3819530010223388,10.368447065353394,10.261375188827516,8.065062046051025,1.386849880218506,19.0,3780.0,3799.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,2,0,1,4,1,1,1,4,1,1,1,1,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,1005,,,,,,,,1005,,,,,,,,,,,,,,,,1005,0,0,0.175,9,13,6666,0.8015229,2318,0.988229195276896
3664,10.838188886642456,0.0766148567199707,0.0488479137420654,0.3827950954437256,10.351670980453491,10.249502897262571,8.074712991714478,1.4753036499023438,19.0,3225.0,3244.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,2,0,1,4,1,1,1,4,1,1,1,1,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,1005,,,,,,,,1005,,,,,,,,,,,,,,,,1005,0,0,0.1704545454545454,9,14,6256,0.82154527,1873,0.9796202381451924
3665,11.898437023162842,0.0739099979400634,0.0477099418640136,0.380605936050415,11.420828819274902,11.326786994934082,8.077702760696411,2.43567156791687,32.0,3799.0,3831.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,2,0,1,4,1,1,1,4,1,1,1,1,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,1005,,,,,,,,1005,,,,,,,,,,,,,,,,1005,0,0,0.2720242457673751,8,19,6023,0.7279212333333334,1978,0.9883052905400594
