id,trace_rowid,span_id,parent_id,name,start_time,end_time,events,status_code,status_message,start_time_unix,end_time_unix,log@urllib3.connectionpool - [connectionpool.py:291] - DEBUG,log@httpcore.http11 - [_trace.py:85] - DEBUG,log@httpx - [_client.py:1786] - INFO,log@llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:112] - INFO,log@openai._base_client - [_base_client.py:1585] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG,log@openai._base_client - [_base_client.py:446] - DEBUG,log@httpcore.connection - [_trace.py:85] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO,log@urllib3.connectionpool - [connectionpool.py:546] - DEBUG,log@vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG,log@vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO,log@vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO,log@vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG,log@vllm.engine.metrics - [metrics.py:295] - INFO,log_entries,metric@cpu_usage,metric@gpu_graph_clock,duration
1,466,5fee45d982199193,,query,2024-10-30 23:53:08.370490,2024-10-30 23:53:10.831578,[],OK,,1730332388.37049,1730332390.831578,1,20,2,1,0,1,1,1,8,1,1,4,1,1,1,1,0,"['2024-10-30 23:53:08,425 - urllib3.connectionpool - [connectionpool.py:291] - DEBUG', '2024-10-30 23:53:08,428 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-30 23:53:08,433 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 23:53:08,435 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 23:53:08,435 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 23:53:08,436 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 23:53:08,436 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 23:53:08,437 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 23:53:08,437 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 23:53:08,439 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 23:53:08,440 - httpx - [_client.py:1786] - INFO', '2024-10-30 23:53:08,440 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 23:53:08,442 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 23:53:08,442 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 23:53:08,442 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 23:53:08,442 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 23:53:08,443 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 23:53:09,456 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-30 23:53:09,459 - llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG', '2024-10-30 23:53:09,841 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-30 23:53:09,842 - llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG', '2024-10-30 23:53:09,842 - llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG', '2024-10-30 23:53:09,845 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-10-30 23:53:09,846 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 23:53:09,846 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 23:53:09,846 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 23:53:09,847 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 23:53:09,847 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 23:53:09,847 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 23:53:09,847 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 23:53:09,848 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 23:53:09,848 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 23:53:10,818 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 23:53:10,819 - httpx - [_client.py:1786] - INFO', '2024-10-30 23:53:10,820 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 23:53:10,821 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 23:53:10,821 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 23:53:10,821 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 23:53:10,822 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-10-30 23:53:10,830 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-30 23:53:10,831 - llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO', '2024-10-30 23:53:09,908 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-10-30 23:53:09,910 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-10-30 23:53:10,797 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-10-30 23:53:10,819 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0,2.461087942123413
2,466,1cdc7a8c034359ae,5fee45d982199193,retrieve,2024-10-30 23:53:08.371313,2024-10-30 23:53:09.450934,[],OK,,1730332388.371313,1730332389.450934,1,10,1,0,0,0,0,0,4,0,0,1,0,0,0,0,0,"['2024-10-30 23:53:08,425 - urllib3.connectionpool - [connectionpool.py:291] - DEBUG', '2024-10-30 23:53:08,428 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-30 23:53:08,433 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 23:53:08,435 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 23:53:08,435 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 23:53:08,436 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 23:53:08,436 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 23:53:08,437 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 23:53:08,437 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 23:53:08,439 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 23:53:08,440 - httpx - [_client.py:1786] - INFO', '2024-10-30 23:53:08,440 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 23:53:08,442 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 23:53:08,442 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 23:53:08,442 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 23:53:08,442 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 23:53:08,443 - httpcore.connection - [_trace.py:85] - DEBUG']",23.2,1005,1.0796208381652832
3,466,bc89b78bc6a56b59,1cdc7a8c034359ae,embedding,2024-10-30 23:53:08.372072,2024-10-30 23:53:08.422596,[],OK,,1730332388.372072,1730332388.422596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],23.2,600,0.050523996353149414
4,466,930c2fe61f349a22,5fee45d982199193,reranking,2024-10-30 23:53:09.462340,2024-10-30 23:53:09.837148,[],OK,,1730332389.46234,1730332389.837148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],23.2,1005,0.37480783462524414
5,466,688b397e5a9a8234,5fee45d982199193,llm,2024-10-30 23:53:09.842950,2024-10-30 23:53:10.824089,[],OK,,1730332389.84295,1730332390.824089,0,10,1,0,0,1,0,1,4,0,0,0,1,1,1,1,0,"['2024-10-30 23:53:09,845 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-10-30 23:53:09,846 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 23:53:09,846 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 23:53:09,846 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 23:53:09,847 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 23:53:09,847 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 23:53:09,847 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 23:53:09,847 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 23:53:09,848 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 23:53:09,848 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 23:53:10,818 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 23:53:10,819 - httpx - [_client.py:1786] - INFO', '2024-10-30 23:53:10,820 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 23:53:10,821 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 23:53:10,821 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 23:53:10,821 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 23:53:10,822 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-10-30 23:53:09,908 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-10-30 23:53:09,910 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-10-30 23:53:10,797 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-10-30 23:53:10,819 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0,0.9811389446258545
6,466,74aba9fc8930d179,688b397e5a9a8234,llm_request,2024-10-30 23:53:09.908373,2024-10-30 23:53:10.796426,[],OK,,1730332389.908373,1730332390.796426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0.0,0,0.8880529403686523
7,466,f18b66a0c97e1d3f,74aba9fc8930d179,llm_scheduler,2024-10-31 07:53:09.928553,2024-10-31 07:53:09.948733,[],OK,,1730332389.9285529,1730332389.9487329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],24.8,1005,0.02017998695373535
8,466,2e605b222e7bf729,74aba9fc8930d179,llm_generate,2024-10-31 07:53:10.425998,2024-10-31 07:53:10.767664,[],OK,,1730332390.425998,1730332390.7676637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],24.8,1005,0.34166574478149414
9,467,e9b119d0891d8e84,,query,2024-10-30 23:53:10.842456,2024-10-30 23:53:14.599192,[],OK,,1730332390.842456,1730332394.599192,0,20,2,1,0,1,1,1,4,1,1,4,1,1,1,1,1,"['2024-10-30 23:53:10,896 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-30 23:53:10,900 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 23:53:10,902 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 23:53:10,902 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 23:53:10,903 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 23:53:10,903 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 23:53:10,903 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 23:53:10,903 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 23:53:10,905 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 23:53:10,906 - httpx - [_client.py:1786] - INFO', '2024-10-30 23:53:10,906 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 23:53:10,908 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 23:53:10,908 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 23:53:10,908 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 23:53:10,909 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 23:53:10,909 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 23:53:11,925 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-30 23:53:11,928 - llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG', '2024-10-30 23:53:12,321 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-30 23:53:12,322 - llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG', '2024-10-30 23:53:12,322 - llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG', '2024-10-30 23:53:12,325 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-10-30 23:53:12,326 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 23:53:12,326 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 23:53:12,326 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 23:53:12,327 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 23:53:12,327 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 23:53:14,587 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 23:53:14,587 - httpx - [_client.py:1786] - INFO', '2024-10-30 23:53:14,588 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 23:53:14,588 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 23:53:14,589 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 23:53:14,589 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 23:53:14,590 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-10-30 23:53:14,598 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-30 23:53:14,598 - llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO', '2024-10-30 23:53:12,387 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-10-30 23:53:12,389 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-10-30 23:53:12,921 - vllm.engine.metrics - [metrics.py:295] - INFO', '2024-10-30 23:53:14,564 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-10-30 23:53:14,587 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0,3.7567358016967773
10,467,3fddaff084ff4bdb,e9b119d0891d8e84,retrieve,2024-10-30 23:53:10.843258,2024-10-30 23:53:11.916110,[],OK,,1730332390.843258,1730332391.91611,0,10,1,0,0,0,0,0,4,0,0,1,0,0,0,0,0,"['2024-10-30 23:53:10,896 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-10-30 23:53:10,900 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 23:53:10,902 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 23:53:10,902 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 23:53:10,903 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 23:53:10,903 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 23:53:10,903 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 23:53:10,903 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 23:53:10,905 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 23:53:10,906 - httpx - [_client.py:1786] - INFO', '2024-10-30 23:53:10,906 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 23:53:10,908 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 23:53:10,908 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 23:53:10,908 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-10-30 23:53:10,909 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-10-30 23:53:10,909 - httpcore.connection - [_trace.py:85] - DEBUG']",23.2,1005,1.0728521347045898
